test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed
32,0,0.0,0.0,1.0,0.0,18.0,0.0,4.0,1.0,0.0,0.0,0.08,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.565217391304348,0.0,1.0,0.0,0.0,0.6,0.0,3.0,2.0,0.68331957,0.31668046,1
476,0,6.0,0.0,1.0,0.0,0.0,8.0,1130.0,1.0,0.0,5.0,2.15,0.0,83.0,1.0,1.0,41.0,2.0,9.36283185840708,0.0,2.99115044247788,1.0,1.0,0.216,0.0,0.0,0.0,1.0,4.0,0.91721946,0.082780555,1
1188,0,40.0,0.0,2.0,27.0,27.0,0.0,154.0,3.0,0.0,4.0,0.1,1.0,97.0,4.0,0.0,21.0,2.0,4.15702479338843,0.0,6.14876033057851,1.0,1.0,0.832,0.0,0.0,0.0,5.0,5.0,0.9542554,0.045744617,1
1349,0,3.0,0.0,1.0,8.0,8.0,2.0,55.0,1.0,0.0,0.0,0.19,4.0,94.0,1.0,0.0,13.0,2.0,4.44444444444444,1.0,8.0,2.0,1.0,0.916666666666667,0.0,0.6,0.0,5.0,10.0,0.5360724,0.46392766,1
578,0,9.0,1.0,1.0,9.0,15.0,0.0,45.0,2.0,7.0,3.0,0.11,2.0,94.0,5.0,1.0,14.0,2.0,4.25641025641026,1.0,3.87179487179487,1.0,1.0,0.666666666666667,0.0,0.0,0.0,2.0,8.0,0.96340394,0.036596037,1
633,0,21.0,0.0,2.0,9.0,28.0,0.0,33.0,11.0,0.0,0.0,0.09,0.0,95.0,1.0,4.0,20.0,2.0,4.57894736842105,1.0,3.63157894736842,1.0,1.0,0.941176470588235,0.0,0.0,0.0,1.0,0.0,0.9840069,0.015993148,1
658,0,32.0,40.0,1.0,18.0,22.0,0.0,198.0,23.0,0.0,47.0,0.12,0.0,98.0,4.0,4.0,53.0,2.0,3.2817679558011,0.0,5.27624309392265,0.0,0.0,0.760975609756098,0.0,0.0,0.0,4.0,13.0,0.6506305,0.34936953,1
678,0,20.0,0.0,1.0,2.0,317.0,0.0,99.0,2.0,0.0,2.0,0.05,0.0,100.0,2.0,0.0,89.0,1.0,5.8,0.0,3.8625,1.0,1.0,0.507739938080495,0.0,0.0,0.0,1.0,13.0,0.93722546,0.06277454,1
748,0,26.0,53.0,1.0,8.0,14.0,1.0,747.0,9.0,0.0,206.0,0.25,0.0,100.0,2.0,3.0,159.0,2.0,15.0836431226766,0.0,2.90520446096654,0.0,1.0,0.254545454545455,0.0,0.0,5.0,4.0,2.833,0.8778849,0.12211509,2
750,0,78.0,0.0,2.0,6.0,34.0,1.0,518.0,12.0,1.0,6.0,0.16,1.0,87.0,3.0,1.0,40.0,3.0,6.62099125364431,0.0,2.1,1.0,1.0,0.896067415730337,0.0,0.0,0.0,6.0,19.0,0.67517984,0.3248202,2
769,0,24.0,1.0,2.0,15.0,55.0,2.0,282.0,4.0,5.0,2.0,0.2,1.0,96.0,4.0,1.0,40.0,2.0,4.67708333333333,0.0,7.90625,0.0,1.0,1.11881188118812,0.0,0.0,0.0,4.0,2.833,0.82872164,0.17127836,2
780,0,43.0,0.0,2.0,7.0,73.0,1.0,498.0,6.0,17.0,14.0,0.15,2.0,97.0,3.0,3.0,64.0,2.0,4.69918699186992,0.0,7.72357723577236,0.0,1.0,1.12252964426877,0.0,0.0,2.0,3.0,19.0,0.6793362,0.3206638,1
782,0,14.0,0.0,1.0,5.0,197.0,0.0,156.0,14.0,1.0,0.0,0.1,0.0,99.0,4.0,5.0,65.0,2.0,3.46478873239437,1.0,4.72769953051643,1.0,1.0,0.442982456140351,0.0,0.0,0.0,4.0,14.0,0.57461345,0.42538658,1
788,0,32.0,5.0,1.0,10.0,9.0,1.0,654.0,14.0,23.0,36.0,0.26,0.0,100.0,4.0,20.0,76.0,2.0,7.16666666666667,0.0,4.2953216374269,1.0,1.0,0.633053221288515,0.0,0.0,0.0,5.0,15.0,0.5662825,0.4337175,1
793,0,10.0,1.0,1.0,6.0,29.0,2.0,270.0,8.0,9.0,0.0,0.45,0.0,100.0,3.0,5.0,31.0,2.0,8.43564356435644,0.0,3.58415841584158,1.0,1.0,0.381818181818182,0.0,0.0,0.0,5.0,10.0,0.74840486,0.25159514,1
806,0,156.0,16.0,2.0,12.0,57.0,0.0,469.0,9.0,3.0,18.0,0.07,0.0,100.0,3.0,0.0,54.0,2.0,5.80628272251309,0.0,6.14485165794066,1.0,0.0,0.835334476843911,0.0,0.0,4.0,2.0,20.0,0.84485346,0.15514655,1
809,0,10.0,0.0,1.0,1.0,20.0,0.0,71.0,5.0,0.0,1.0,0.13,1.0,75.0,3.0,0.0,29.0,2.0,3.79032258064516,0.0,5.33870967741935,1.0,1.0,0.573529411764706,0.0,0.0,0.0,4.0,8.0,0.9229694,0.07703059,1
816,0,9.0,0.0,1.0,19.0,19.0,0.0,103.0,5.0,2.0,2.0,0.11,1.0,95.0,3.0,0.0,26.0,2.0,3.33707865168539,0.0,5.86516853932584,1.0,1.0,0.568421052631579,0.0,0.0,0.0,7.0,10.0,0.9347554,0.06524459,1
1634,0,21.0,0.0,2.0,143.0,70.0,1.0,165.0,2.0,0.0,1.0,0.1,1.0,99.0,2.0,0.0,45.0,1.0,6.30985915492958,1.0,8.40845070422535,1.0,1.0,1.32,0.0,0.0,0.0,1.0,2.0,0.9697419,0.030258112,1
