,CountDeclMethodDefault,AvgEssential,CountDeclClassMethod,AvgLineComment,CountDeclMethodProtected,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,Del_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
640,12,1,1,4,0,0.51,0,90,1,1,9,2,6.0,2,5.0,1,1,0.894736842105263,0,36,0.25,0,2,5
899,3,1,1,1,0,0.22,1,84,4,0,17,2,4.5,0,7.07142857142857,2,1,0.9,0,6,0.4,0,1,6
833,1,1,6,2,4,0.24,1,78,1,1,21,2,4.4,1,6.15,1,1,1.11538461538462,0,12,0.2,0,2,4
43,5,1,1,6,0,0.74,0,64,1,0,19,1,5.96428571428571,2,4.78571428571429,1,1,0.6,0,70,0.3,0,4,2
218,1,1,1,1,1,0.58,0,96,2,2,22,2,5.23863636363636,0,2.18181818181818,0,1,0.189473684210526,0,39,0.25,0,3,10
64,1,2,1,2,7,0.29,0,95,3,12,62,3,4.72222222222222,0,5.05555555555556,1,1,1.0,0,199,0.0,0,3,15
1568,6,1,1,6,0,0.44,0,41,1,0,28,2,2.64285714285714,0,7.92857142857143,0,1,0.578947368421053,0,45,0.0,0,1,4
892,1,2,1,1,1,0.17,1,80,3,0,28,1,4.13636363636364,1,7.72727272727273,1,1,1.23076923076923,0,115,0.4,0,3,2
428,1,2,2,2,0,0.31,0,87,2,2,19,2,4.02941176470588,0,5.29411764705882,1,1,1.3,0,292,0.357142857142857,0,4,9
843,0,1,1,7,0,0.45,0,80,3,0,57,2,6.51219512195122,0,10.609756097561,1,1,0.787234042553192,0,51,0.0,0,4,3
880,6,1,1,2,0,0.34,0,44,1,0,14,2,1.78571428571429,0,6.5,0,1,0.238095238095238,0,49,0.333333333333333,0,3,4
465,0,1,1,8,0,0.68,0,100,2,1,26,2,7.0,0,6.96296296296296,1,0,0.939393939393939,0,233,0.363636363636364,0,4,8
350,1,1,1,4,0,0.42,0,85,1,0,29,2,7.32258064516129,0,6.09677419354839,0,1,1.08571428571429,0,134,0.25,0,4,9
335,0,3,1,11,0,0.5,0,65,2,1,19,1,5.71428571428571,1,12.5714285714286,1,1,2.44444444444444,0,452,0.214285714285714,0,4,5
359,11,1,0,5,0,0.59,0,90,1,0,27,1,5.90243902439024,1,4.92682926829268,1,1,1.0,0,52,0.0,0,4,10
500,1,2,12,0,0,0.58,0,87,1,0,25,2,5.55357142857143,1,4.98214285714286,1,1,1.03448275862069,0,378,0.0,0,4,1
494,0,2,1,0,8,0.35,0,86,2,0,20,2,5.7741935483871,1,7.35483870967742,1,1,1.69444444444444,0,78,0.375,0,3,4
710,1,1,2,0,0,0.42,0,76,2,0,27,2,2.41666666666667,0,4.95833333333333,1,1,0.6,0,214,0.125,0,2,6
479,1,2,12,0,3,0.32,0,100,2,3,26,2,6.25806451612903,2,5.96774193548387,1,1,1.23287671232877,0,51,0.0,0,2,9
1498,3,2,0,2,3,0.45,0,74,1,3,11,2,4.66666666666667,1,4.26666666666667,1,1,1.05263157894737,0,16,0.333333333333333,0,1,3
717,0,1,1,2,1,0.14,2,52,1,0,43,2,2.86440677966102,0,9.16949152542373,0,1,1.03076923076923,0,6,0.0,0,4,11
719,1,1,1,0,0,0.16,5,73,1,1,69,2,5.09401709401709,0,10.7777777777778,0,1,0.524590163934426,0,150,0.0,0,4,9
948,0,1,1,0,4,0.28,1,76,2,1,45,2,4.45454545454545,0,11.3030303030303,1,1,0.568181818181818,0,55,0.0,0,3,7
1467,1,1,6,4,6,0.44,0,94,2,2,24,3,5.58730158730159,0,5.20634920634921,1,1,1.07575757575758,0,883,0.0,0,2,6
247,0,1,8,0,21,0.4,0,92,2,0,34,2,5.32835820895522,0,6.41791044776119,1,1,0.987179487179487,0,4,0.0,0,3,6
79,4,1,1,4,1,0.73,0,84,3,4,9,4,11.5714285714286,1,3.19047619047619,1,1,0.739130434782609,0,24,0.6,0,1,6
1363,1,2,0,0,0,0.47,0,60,2,1,9,3,3.2,0,4.8,0,1,1.22222222222222,0,13,0.333333333333333,0,2,1
641,2,2,55,7,1,0.63,0,86,1,2,18,2,7.95522388059702,0,4.58208955223881,0,1,1.22972972972973,0,141,0.2,0,1,9
310,2,1,21,13,0,0.99,0,85,1,0,24,1,7.52380952380952,2,5.42857142857143,1,1,0.826086956521739,0,95,0.0,0,6,2
1605,1,1,1,0,0,0.29,2,51,1,0,30,2,4.69230769230769,2,11.1538461538462,1,1,1.3125,0,4,0.0,0,1,4
1453,1,3,0,2,0,0.36,0,50,1,0,20,2,6.0,2,9.25,1,1,2.5,0,0,1.0,0,3,0
446,1,3,0,0,1,0.33,0,96,2,0,32,2,5.46774193548387,0,5.85483870967742,1,1,2.73846153846154,0,131,0.230769230769231,0,4,7
777,1,1,1,5,1,0.55,0,97,2,1,58,2,17.5104895104895,0,5.17482517482518,0,1,0.681818181818182,0,6,0.0,4,5,14
299,0,2,5,0,4,0.25,2,88,2,4,31,2,5.91666666666667,1,9.83333333333333,1,1,1.4,0,1,0.0,0,3,8
889,0,1,0,0,0,0.32,1,86,3,1,37,2,4.0,0,8.78125,1,1,0.694444444444444,0,101,0.294117647058824,0,5,11
1002,0,1,1,0,0,0.28,1,50,1,0,19,2,2.44444444444444,1,9.33333333333333,1,1,0.692307692307692,0,4,0.333333333333333,0,1,3
467,0,1,3,3,0,0.44,0,92,1,2,19,2,7.61458333333333,0,3.875,1,1,0.613207547169811,0,620,0.25,2,1,11
1036,0,1,2,0,3,0.29,2,72,1,0,46,2,6.17391304347826,0,11.5652173913043,1,1,0.935897435897436,0,1,0.0,0,4,7
944,1,1,1,0,0,0.28,2,66,1,0,27,2,3.28571428571429,0,8.90476190476191,0,1,1.04166666666667,0,2,0.5,0,4,8
1445,0,1,1,2,3,0.33,0,93,1,1,56,2,4.87234042553191,0,6.84042553191489,1,1,0.919191919191919,0,8.5,0.0,5,4,7
5,3,1,0,1,0,0.19,0,94,2,0,60,5,3.30841121495327,0,3.91588785046729,0,1,0.761467889908257,0,412,0.0,0,1,7
409,7,2,1,6,1,0.42,0,66,2,7,13,2,6.0,0,5.91875,1,1,1.20833333333333,0,78,0.25,0,4,6
753,0,1,1,0,0,0.06,0,96,1,0,21,2,1.69747899159664,0,2.81512605042017,1,1,0.286885245901639,0,14,0.428571428571429,0,4,5
832,1,1,3,2,0,0.22,2,78,1,1,21,1,4.14285714285714,1,5.36363636363636,1,1,0.75,0,10,0.285714285714286,0,4,5
929,1,1,1,0,0,0.21,3,80,3,0,31,1,7.34782608695652,0,14.8695652173913,1,1,1.52,0,6,0.0,0,7,4
924,0,1,1,0,0,0.11,0,80,2,0,19,3,3.4,0,5.17142857142857,0,1,0.266666666666667,0,178,0.333333333333333,0,3,3
896,1,1,1,3,2,0.15,3,90,3,1,82,2,4.25490196078431,0,13.078431372549,1,1,1.57894736842105,0,8.5,0.0,0,3,14
647,43,2,1,2,2,0.28,0,100,3,3,56,2,4.91414141414141,0,5.59090909090909,0,0,0.858447488584475,0,4,0.0,0,4,9
721,0,1,4,0,0,0.24,4,78,1,0,37,2,3.35294117647059,1,15.0,1,1,0.904761904761905,0,5,0.0,0,1,4
177,1,2,23,0,0,0.63,0,92,1,2,17,2,20.9672131147541,0,4.32786885245902,1,1,0.650793650793651,0,21,0.333333333333333,0,2,10
27,0,1,1,0,0,0.07,1,68,1,0,42,2,4.85123966942149,0,5.53719008264463,1,1,0.468085106382979,0,6,0.294117647058824,0,3,9
360,0,2,0,2,1,0.29,0,100,3,1,30,2,6.43548387096774,0,5.24193548387097,1,0,1.10526315789474,0,6,0.0,0,2,8
328,0,1,0,5,2,0.38,1,58,2,2,21,1,7.0,2,8.625,2,1,1.7,0,235,0.0,0,4,4
951,2,1,1,1,0,0.14,1,70,2,0,26,2,3.45,0,6.05,0,1,0.666666666666667,0,14,0.5,0,3,1
1444,0,1,1,6,0,0.79,0,88,1,1,16,2,6.75,1,4.32142857142857,1,1,0.915254237288136,0,42,0.5,0,2,1
941,0,1,1,1,4,0.12,1,100,2,1,32,2,7.28169014084507,0,8.57746478873239,0,0,0.916666666666667,0,6,0.0,0,2,6
758,0,1,1,0,0,0.62,1,0,3,0,9,1,1.75,1,6.5,1,1,1.14285714285714,0,5,0.75,0,1,4
175,2.5,1,0,0,0,1.43,0,100,1,0,2,1,0.0,0,1.0,1,0,0.0,0,74,0.346153846153846,8,4,14
125,59,1,0,11,0,3.48,0,0,1,1,22,1,0.88135593220339,0,0.423728813559322,0,1,0.0,0,72,0.0,0,5,5
1513,0,3,1,0,0,0.3,2,65,1,0,8,1,3.75,1,8.0,1,1,1.33333333333333,0,14,0.6,0,2,1
1541,2,1,1,0,0,0.29,0,55,2,1,18,2,2.25,0,8.5,0,1,0.785714285714286,0,40,0.5,0,2,1
1564,1,2,2,2,0,0.2,2,25,3,0,24,1,4.0,1,15.9166666666667,0,1,1.4375,0,20,1.0,0,1,1
62,1,1,1,6,0,0.7,0,91,1,19,96,3,8.25174825174825,0,4.52447552447552,1,1,0.56,0,43,0.0,0,4,15
52,0,2,0,6,5,0.43,0,80,2,0,20,1,5.23076923076923,1,4.75,1,1,1.73333333333333,0,0,1.0,0,2,2
