test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,CountDeclInstanceMethod,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
37,0,13.0,1.0,2.0,11.0,1.0,2.0,261.0,16.0,17.0,2.0,0.32,0.0,98.0,4.0,4.0,30.0,2.0,3.43564356435644,0.0,3.92079207920792,0.0,0.0,0.875,0.0,2.0,2.0,0.509724049294427,0.49027595070557295
56,0,64.0,1.0,2.0,20.0,1.0,4.0,349.0,25.0,23.0,32.0,0.13,1.0,191.0,4.0,3.0,6.0,3.0,4.53030303030303,0.0,4.83333333333333,0.0,1.0,0.666666666666667,0.0,2.0,4.0,0.5465761535680917,0.45342384643190825
195,0,19.0,0.0,1.0,1.0,0.0,2.0,19.0,3.0,0.0,2.0,0.06,0.0,7.0,1.0,0.0,5.0,2.0,120.5,0.0,3.97826086956522,2.0,0.0,1.0,0.0,1.0,2.0,0.6044019060013497,0.39559809399865026
223,0,13.0,0.0,1.0,0.0,1.0,3.0,167.0,2.0,97.0,3.0,0.08,2.0,111.0,2.0,0.0,5.0,3.0,8.38260869565217,4.0,8.49565217391304,1.0,0.0,0.518518518518518,1.0,4.0,8.0,0.5437534795365151,0.4562465204634849
256,0,5.0,0.0,1.0,3.0,1.0,2.0,283.0,2.0,2.0,30.0,43.9,0.0,108.0,3.0,3.0,24.0,2.0,9.75,1.0,3.73148148148148,1.0,0.0,0.333333333333333,0.0,4.0,7.0,0.5907420137035799,0.40925798629642
345,0,60.0,2.0,6.0,58.0,1.0,3.0,482.0,22.0,50.0,33.0,0.14,1.0,205.0,4.0,0.0,2.0,2.0,89.1,0.0,7.44495412844037,0.0,3.0,0.454545454545455,0.0,4.0,5.0,0.5419943278567265,0.45800567214327353
356,0,1.0,0.0,1.0,1.0,0.0,2.0,30.0,9.0,3.0,2.0,0.32,1.0,11.0,1.0,0.0,18.0,2.0,3.09090909090909,0.0,5.0,0.0,0.0,1.0,0.0,4.0,11.0,0.5516544297412969,0.4483455702587032
363,0,12.0,1.0,2.0,0.0,1.0,3.0,75.0,2.0,2.0,11.0,77.8,1.0,29.0,3.0,0.0,28.0,1.0,3.75862068965517,1.0,6.72413793103448,1.0,0.0,1.0,0.0,1.0,2.0,0.5611772923724836,0.43882270762751635
364,0,18.0,1.0,4.0,6.0,23.0,3.0,4333.0,16.0,14.0,4.0,0.09,1.0,57.0,1.0,2.0,1.0,3.0,4.03389830508475,0.0,6.74576271186441,0.0,0.0,0.407407407407407,1.0,6.0,6.0,0.5271162780877494,0.4728837219122506
397,0,6.0,0.0,4.0,0.0,0.0,4.0,27.0,1.0,7.0,10.0,0.11,0.0,16.0,4.0,0.0,12.0,1.0,3.6875,1.0,7.4375,21.0,0.0,0.571428571428571,0.0,1.0,2.0,0.6002616877299631,0.3997383122700368
