,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,CountDeclInstanceMethod,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
514,6,0,4,1,4,1,211,1,4,0,0.29,0,0,1,0,2,1,5.63157894736842,1,4.36842105263158,1,0,0.4,0,4,2
479,0.0,0,1,3,0,2,15,2,0,0,0.23,0,7,1,0,4,1,1.843076923076925,1,3.0,1,0,0.0,0,1,0
363,7.0,1,2,0,1,3,75,2,2,11,0.21,1,29,3,0,4.5,1,3.75862068965517,1,6.72413793103448,1,0,0.4,4,3,2
522,1,0,1,4,0,2,124,1,0,0,0.27,0,0,6,0,10.5,1,0.9045454545454545,1,2.94444444444444,1,0,0.333333333333333,0,4,6
256,5,0,1,3,1,2,283,2,2,4.5,0.33,0,8.5,0,3,10.5,2,2.25657894736842,1,3.73148148148148,1,0,0.333333333333333,0,4,7
345,4.0,2,1,58,1,3,482,22,2.5,10.5,0.14,1,205,4,0,20.0,2,6.10091743119266,0,7.44495412844037,0,0,0.454545454545455,0,4,5
37,7.0,1,2,11,1,2,261,16,17.0,22.0,0.32,0,98,3,4,4.5,2,3.43564356435644,0,3.92079207920792,0,0,0.4,0,2,2
56,4.0,1,2,20,1,4,349,25.0,23.0,32,0.13,1,191,4,3,20.0,3,4.53030303030303,0,4.83333333333333,0,0,0.4,0,2,4
460,2.0,0,1,0,0,1,40,3,6,1,0.45,0,14,5,2,9,1,5.06666666666667,2,3.73333333333333,2,0,0.4,0,1,0
451,22.5,0,1,0,0,2,22,1,0,0,1.69,0,2,0,0,3,1,0.9045454545454545,3,3.0,2,0,0.4,4,1,0
356,1,0,1,1,0,2,30,1,3,2,0.32,1,11,5,0,10.5,2,0.649122807017544,0,5.0,0,0,0.0,1,4,0
845,7.0,0,1,16,0,2,38,1,0,0,0.09,0,39,1,0,4.5,3,4.59523809523809,2,6.80952380952381,1,0,0.4,4,1,0
223,4.0,0,1,0,1,3,167,2,2.5,3,0.08,2,111,2,0,20.0,3,8.38260869565217,1,8.49565217391304,1,0,0.4,0,4,8
458,0,0,2,0,0,2,34,6,4,2,0.16,0,20,3,9.0,2,1,11.4782608695652,3,4.39130434782609,2,0,0.0,0,1,0
397,6,0,4,0,0,4,27,1,4,10,0.11,0,16,4,0,10.5,1,2.25657894736842,1,7.4375,1,0,0.0,4,1,2
195,7.0,0,1,1,0,2,19,3,0,2,0.06,0,7,1,0,5,2,1.05056497175141,0,3.97826086956522,2,0,0.4,0,1,2
476,0.0,0,1,3,0,2,15,2,0,0,0.23,0,7,1,0,4,1,1.843076923076925,1,3.42857142857143,1,0,0.0,0,1,0
467,4.0,0,1,3,7,2,5431,18,12,17,1.18,0,39,2,0,5.5,2,2.50670640834575,0,3.36512667660209,0,0,0.802325581395349,6,5,6.0
478,0.0,0,1,3,0,2,15,2,0,0,0.23,0,7,1,0,4,1,1.843076923076925,1,3.42857142857143,1,0,0.0,0,1,0
456,1,0,3,0,0,3,32,6,6,1,0.13,0,20,6,3,4,1,6.08695652173913,2,3.78260869565217,2,0,0.5,2,1,0
364,18,1,2,6,0,3,77,16,0,4,0.09,1,57,3,2,10.5,3,4.03389830508475,0,6.74576271186441,0,0,0.407407407407407,1,4,6
450,0,0,1,1,0,2,29,4,0,2,0.38,0,8,2,2,8,1,5.44444444444444,4,4.33333333333333,2,0,1.0,0,1,0
