Antecedent,Antecedent Coverage %,Confidence,Lift
OWN_COMMIT <= -0.014,0.07455,0.99401,1.27745
-0.014 < OWN_COMMIT <= 0.049,0.38125,0.9918,1.27461
1.01 < MaxInheritanceTree <= 1.63 & -0.265 < CountDeclMethodDefault <= 0.025,0.09018,0.9703,1.24697
CountClassCoupled <= 0.9,0.18348,0.95134,1.2226
RatioCommentToCode > 1.585,0.19688,0.9229,1.18606
1.63 < MaxInheritanceTree <= 2.055,0.24196,0.89852,1.15473
1.01 < MaxInheritanceTree <= 1.63,0.14286,0.89375,1.14859
MaxInheritanceTree <= 1.01,0.25893,0.89138,1.14555
-0.035 < MAJOR_LINE <= 0.375,0.29955,0.88972,1.14341
CountDeclMethodPublic <= 1.1,0.20089,0.88,1.13092
