Antecedent,Antecedent Coverage %,Confidence,Lift
OWN_COMMIT <= -0.01,0.0817,1.0,1.29855
-0.01 < OWN_COMMIT <= 0.068,0.33616,0.98805,1.28303
CountClassCoupled <= 0.8,0.18438,0.93705,1.2168
RatioCommentToCode > 1.825,0.19688,0.92063,1.19549
AvgLineBlank <= -0.23,0.09063,0.90148,1.17061
1.63 < MaxInheritanceTree <= 2.065,0.23929,0.89366,1.16046
CountClassBase <= 0.918,0.16607,0.87903,1.14147
0.905 < RatioCommentToCode <= 1.825,0.19286,0.86574,1.12421
MaxInheritanceTree <= 1,0.25268,0.86396,1.12189
CountDeclMethodPublic <= 1.1,0.20357,0.85965,1.1163
