test_idx,candidate_id,CountDeclMethodPrivate,AvgEssential,AvgLineComment,CountLineComment,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
26,0,6.0,1.0,0.0,264.0,0.0,383.0,0.3,0.0,72.0,2.0,5.0,4.0,1.0,3.5,0.0,0.0,0.0,0.384615384615385,0.0,0.1,4.0,6.0,16.0,0.521171,0.47882906
26,1,6.0,1.0,0.0,4003.0,0.0,383.0,7.81,0.0,100.0,2.0,5.0,4.0,1.0,12.6617647058824,0.0,0.0,0.0,0.384615384615385,0.0,0.2,4.0,6.0,16.0,0.68077445,0.31922552
26,2,6.0,1.0,0.0,264.0,0.0,383.0,0.3,0.0,100.0,2.0,5.0,181.0,1.0,12.6617647058824,0.0,0.0,0.0,0.384615384615385,0.0,0.5,4.0,6.0,5.0,0.5794657,0.4205343
26,3,6.0,1.0,0.0,264.0,0.0,383.0,0.3,0.0,100.0,2.0,5.0,62.0,1.0,12.6617647058824,0.0,2.0,0.0,0.384615384615385,0.0,0.5,4.0,6.0,16.0,0.53228235,0.46771768
26,4,6.0,1.0,0.0,264.0,0.0,383.0,0.3,0.0,100.0,2.0,5.0,4.0,1.0,2.6,0.0,0.0,0.0,0.384615384615385,5.0,0.1,4.0,6.0,16.0,0.6629714,0.3370286
26,5,6.0,1.0,0.0,264.0,0.0,383.0,4.62,0.0,100.0,2.0,5.0,4.0,1.0,12.6617647058824,0.0,0.0,0.0,0.384615384615385,0.0,0.1,4.0,6.0,2.0,0.93716025,0.06283974
26,6,6.0,1.0,0.0,264.0,0.0,383.0,0.3,0.0,100.0,2.0,5.0,139.0,1.0,12.6617647058824,0.0,0.0,0.0,0.384615384615385,0.0,0.5,4.0,6.0,4.0,0.5794657,0.4205343
26,7,6.0,11.0,0.0,264.0,0.0,383.0,0.3,0.0,100.0,2.0,5.0,242.0,1.0,12.6617647058824,0.0,21.0,0.0,0.384615384615385,0.0,0.5,4.0,6.0,16.0,0.6919774,0.30802262
26,8,6.0,1.0,0.0,264.0,0.0,383.0,4.58,0.0,100.0,2.0,5.0,4.0,1.0,12.6617647058824,0.0,0.0,504.0,0.384615384615385,0.0,0.1,4.0,6.0,16.0,0.5568551,0.4431449
26,9,6.0,1.0,0.0,264.0,0.0,383.0,0.3,0.0,100.0,2.0,5.0,78.0,1.0,12.6617647058824,0.0,0.0,0.0,0.384615384615385,0.0,1.1,4.0,6.0,16.0,0.6255088,0.37449118
