,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,CountDeclInstanceMethod,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,Del_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
553,0,0,1,0,11,0,1,48.5,0,0,0.01,0,0,0,1,14.0,12,1,1.72727272727273,1,1.5,2,1,0.538461538461538,1,16,1.0,0,2,0
468,1,0,1,1,37,0,57,1,1,7,0.12,0,11,93,2,0,9.0,2,3.33333333333333,1,6.10416666666667,1,1,0.842105263157895,0,3.5,0.666666666666667,0,4,2
683,0,0,2,0,7,0,36,2,0,0,0.31,0,1,0,1,0,9.0,2,0.95,2,7.625,2,1,1.54545454545455,0,44,0.5,3,4,1
210,0,0,1,0,0,0,43,1,22.5,3,0.67,0,5,14.0,2,0,12,2,3.4,1,2.9,1,1,0.416666666666667,0,1,1.0,0,3,1
702,3,0,1,1,17,0,84,2,2,2,0.12,1,8.5,94,3,0,10.5,2,3.08219178082192,0,5.64383561643836,1,1,0.552631578947368,0,3,0.8,0,5,1
552,2,0,2,2,9,0,43,2,3,1,0.0,0,24,34.5,3,2,9.0,2,4.12121212121212,0,4.09090909090909,1,1,0.5,0,3.5,1.0,0,3,2
515,1,0,1,0,0,1,145,3,0,13,1.03,0,10.5,73.0,1,0,14.0,1,3.76190476190476,0,3.33333333333333,1,0,0.52,0,145,0.6875,0,3,0
665,13,1,2,37,0,0,86,0,3,65,0.07,0,8.5,100,1,7,4.5,2,4.26271186440678,0,2.99152542372881,1,0,0.524193548387097,0,124,0.53125,0,5,0
542,13,0,2,3,50,1,137,3,0,3,0.14,1,11,97,1,0,8.5,2,5.0655737704918,0,8.60655737704918,1,1,0.959459459459459,0,88.0,0.906976744186046,2,3,1
567,15,0,1,2,14.5,0,71,2,0,1,0.0,0,3,59.0,2,0,4.5,1,5.59656652360515,0,3.90557939914163,1,1,0.48728813559322,0,43,0.607142857142857,0,2,0
823,27,0,2,1,4,2,306,3,0,12,0.28,1,32.5,87,2,0,4.5,3,3.94117647058824,0,5.37647058823529,0,1,1.30337078651685,0,65.0,0.588235294117647,0,4,0
