test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,CountDeclInstanceMethod,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,Del_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed,dist_unit_l2
210,0,0.0,0.0,1.0,0.0,0.0,0.0,43.0,1.0,0.0,3.0,0.67,0.0,10.0,60.0,2.0,0.0,12.0,2.0,3.4,1.0,2.9,1.0,1.0,0.416666666666667,0.0,1.0,1.0,0.0,3.0,0.49951171875,0.8239734702723062,0.17602652972769384,1,2500488281250.0
256,0,8.0,0.0,1.0,0.0,0.0,0.0,171.0,14.0,14.0,15.0,0.08,1.0,217.0,93.0,1.0,2.0,12.49609375,2.0,5.80645161290323,0.0,5.62672811059908,0.0,1.0,0.280172413793103,0.0,145.0,0.821428571428571,0.0,1.0,0.49993896484375,0.6478387433140609,0.3521612566859391,2,500061035156.25
270,0,6.0,0.0,1.0,4.5,7.0,0.0,70.0,3.0,0.0,31.0,0.13,1.0,52.0,96.0,1.0,0.0,24.0,3.0,5.72881355932203,1.0,4.15254237288136,1.0,1.0,0.333333333333333,0.0,45.0,1.0,0.0,1.0,0.5,0.6472516169271821,0.35274838307281786,2,13583077707206.125
1016,0,6.0,0.0,1.0,1.0,0.0,8.0,1029.0,1.0,0.0,5.0,2.03,0.0,107.0,85.0,1.0,0.0,23.498414397239685,2.0,9.93457943925234,0.0,2.98130841121495,1.0,1.0,0.226890756302521,0.0,203.0,0.925925925925926,0.0,1.0,1.0,0.5717018670222387,0.42829813297776126,1,2.6139190615738737
468,0,1.0,0.0,1.0,4.0,37.0,0.0,57.0,8.0,1.0,7.0,0.12,0.0,11.0,93.0,2.0,0.0,17.0,2.0,3.33333333333333,1.0,3.2379467139641434,1.0,1.0,0.842105263157895,0.0,18.9912109375,0.666666666666667,0.0,4.0,2.0,0.5469424668721969,0.453057533127803,2,57008789062500.0
474,0,1.0,1.0,1.0,1.0,5.0,0.0,33.0,2.0,0.0,0.0,0.26,0.0,4.0,87.0,6.0,1.0,11.49981689453125,2.0,4.11111111111111,2.0,7.0,2.0,1.0,0.75,0.0,1.0,1.0,0.0,4.0,3.0,0.5778165909100594,0.42218340908994056,1,0.758832980147712
477,0,3.0,19.0,1.0,8.0,9.0,0.0,40.0,7.0,3.0,10.0,0.09,0.0,53.0,100.0,5.0,2.0,23.0,4.0,2.69354838709677,0.0,3.37096774193548,0.0,1.0,0.414285714285714,0.0,19.0,0.454545454545455,0.0,4.0,0.5,0.6435258185947779,0.35647418140522213,1,3500000000000.0
496,0,26.0,0.0,1.0,22.0,1.0,2.0,216.0,2.0,7.0,10.0,0.19,2.0,54.0,95.0,2.0,1.0,42.0,2.0,7.76363636363636,2.0,9.045541480572329,1.0,1.0,1.22413793103448,0.0,1068.0,1.0,0.0,1.0,0.49951171875,0.7756003923907459,0.22439960760925415,2,2500488281250.0
515,0,1.0,0.0,1.0,0.0,0.0,1.0,145.0,3.0,0.0,13.0,1.03,0.0,21.0,100.0,1.0,0.0,4.0,1.0,1.3166313625517336,0.0,3.33333333333333,1.0,0.0,0.52,0.0,145.0,0.6875,0.0,3.0,4.0,0.7487868751530962,0.2512131248469038,1,0.9946511831967362
520,0,1.0,0.0,1.0,0.0,10.0,1.0,10.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,1.0,0.0,15.499148547649384,1.0,2.1,1.0,5.4,3.0,1.0,0.833333333333333,0.0,28.0,1.0,0.0,1.0,0.0,0.5458423775430367,0.45415762245696334,1,0.7589456785966979
539,0,9.0,0.0,1.0,1.0,11.0,0.0,18.0,3.0,1.0,2.0,0.05,1.0,26.0,86.0,3.0,3.0,11.49853515625,2.0,4.45945945945946,0.0,5.83783783783784,1.0,1.0,0.829268292682927,0.0,47.0,1.0,0.0,2.0,0.0,0.5437221738214937,0.4562778261785064,1,1.9394079393882473
542,0,13.0,0.0,2.0,5.0,50.0,1.0,137.0,11.0,0.0,3.0,0.14,1.0,11.0,97.0,1.0,0.0,58.0,2.0,5.0655737704918,0.0,8.60655737704918,1.0,1.0,0.959459459459459,0.0,385.0,0.906976744186046,2.0,3.0,0.498779296875,0.5676499059963094,0.4323500940036907,1,8501220703125.0
547,0,29.0,38.0,1.0,14.0,21.0,0.0,135.99951696395874,22.0,2.0,45.0,0.1,0.0,154.0,98.0,4.0,4.0,10.49365234375,2.0,3.13142857142857,0.0,5.17142857142857,0.0,0.0,0.722222222222222,0.0,374.0,1.0,0.0,5.0,0.499267578125,0.5378091676706315,0.46219083232936853,3,4500732421875.0
551,0,21.0,0.0,1.0,2.0,7.0,0.0,68.0,1.0,2.0,5.0,0.12,0.0,57.0,87.0,5.0,0.0,12.5,1.0,1.316431681315104,0.0,5.40625,1.0,1.0,0.742424242424242,0.0,68.0,0.833333333333333,0.0,4.0,7.0,0.5269756412824156,0.47302435871758436,2,2.078089411729307
552,0,2.0,0.0,2.0,2.0,9.0,0.0,43.0,2.0,3.0,1.0,0.18,0.0,24.0,93.0,3.0,2.0,11.5,2.0,4.12121212121212,0.0,4.09090909090909,1.0,1.0,0.5,0.0,76.0,1.0,0.0,3.0,7.0,0.6837576051243792,0.3162423948756207,1,0.4215567246728009
553,0,0.0,0.0,1.0,0.0,11.0,0.0,1.0,1.0,0.0,0.0,0.01,0.0,0.0,0.0,1.0,0.0,12.0,1.0,1.72727272727273,1.0,3.81818181818182,2.0,1.0,0.538461538461538,0.0,16.0,1.0,0.0,2.0,0.5,0.9326937718905148,0.06730622810948518,1,500000000000.0
567,0,15.0,0.0,1.0,2.0,230.0,0.0,71.0,2.0,0.0,1.0,0.05,0.0,3.0,100.0,2.0,0.0,13.5,1.0,5.59656652360515,0.0,3.90557939914163,1.0,1.0,0.48728813559322,0.0,43.0,0.607142857142857,0.0,2.0,0.49951171875,0.5365301141561425,0.4634698858438575,2,5500488281250.0
592,0,0.0,0.0,1.0,0.0,2.0,0.0,36.0,4.5,0.0,8.0,0.25,0.0,9.0,71.0,3.0,0.0,9.0,2.0,3.27272727272727,1.0,5.45454545454545,1.0,1.0,0.764705882352941,0.0,39.0,0.833333333333333,0.0,1.0,4.0,0.6452987160803979,0.3547012839196021,1,500000000000.0
602,0,1.0,0.0,1.0,0.0,9.0,0.0,43.0,10.0,1.0,4.0,0.11,0.0,33.0,60.0,4.0,1.0,11.0,2.0,2.95238095238095,0.0,4.71428571428571,2.0,1.0,0.679245283018868,0.0,36.0,0.5,0.0,7.0,0.5,0.7173272278453351,0.2826727721546649,1,3500000000000.0
625,0,0.0,0.0,1.0,138.0,1.417236328125,1.0,555.0,1.0,2.0,4.0,0.14,0.0,8.0,99.0,1.0,0.0,10.48193359375,2.0,4.66835443037975,1.0,4.31645569620253,1.0,1.0,0.183879093198992,0.0,8702.0,0.666666666666667,0.0,2.0,0.49993896484375,0.5336739629360293,0.4663260370639707,3,385583087935505.6
635,0,25.0,55.0,1.0,3.0,12.0,0.0,575.0,8.0,0.0,187.0,0.21,0.0,459.0,100.0,2.0,7.500484466552734,136.0,2.0,13.8152866242038,0.0,2.92356687898089,0.0,1.0,0.261954261954262,0.0,369.0,0.666666666666667,4.0,4.0,0.4990234375,0.5539501064018264,0.44604989359817354,2,13947392575021.014
637,0,68.0,0.0,2.0,5.0,29.0,1.0,461.0,12.0,0.0,6.0,0.15,0.0,290.0,85.0,3.0,1.0,12.5,2.0,6.05956112852665,0.0,5.16300940438872,1.0,1.0,0.903614457831325,0.0,20.477294921875,0.314285714285714,0.0,6.0,0.498046875,0.509544575932433,0.49045542406756704,3,104953718324023.16
638,0,8.0,4.0,1.0,22.0,1.499878168106079,3.0,612.0,4.0,17.0,7.0,0.81,0.0,127.0,98.0,1.0,1.0,12.497314453125,8.0,15.9015151515152,0.0,4.09848484848485,0.0,1.0,0.467153284671533,0.0,186.0,0.75,0.0,2.0,0.49951171875,0.5181669668757839,0.4818330331242161,3,6519679759794.114
640,0,11.0,1.0,2.0,4.0,13.0,1.0,163.0,1.0,0.0,1.0,0.25,0.0,59.0,88.0,5.0,0.0,7.5,1.0,1.3164376831716957,0.0,5.76388888888889,1.0,1.0,0.810810810810811,0.0,11.0,0.555555555555556,0.0,6.0,6.0,0.5086454422873912,0.4913545577126089,2,2.1606952047526877
643,0,7.0,0.0,1.0,3.5,9.0,1.0,135.9920425415039,9.0,6.0,17.0,0.18,0.0,112.0,96.0,4.0,3.0,10.49951171875,2.0,6.71074380165289,0.0,2.809029571280996,1.0,1.0,0.778625954198473,0.0,165.0,0.8125,3.0,3.0,7.0,0.535129993268345,0.464870006731655,4,1500000000000.0
649,0,6.0,3.0,1.0,4.0,29.0,0.0,46.0,14.0,0.0,4.0,0.12,0.0,17.0,100.0,3.0,0.0,16.0,2.0,2.67391304347826,0.0,4.89130434782609,1.0,1.0,0.459016393442623,0.0,52.473388671875,0.25,0.0,4.0,0.49951171875,0.5041079867657283,0.4958920132342716,2,384565950378895.44
652,0,5.0,0.0,1.0,0.0,82.0,0.0,38.0,54.0,0.0,23.0,0.03,1.0,55.0,16.0,1.0,0.0,28.0,2.0,4.55474452554745,1.0,3.172919156206567,2.0,1.0,0.682291666666667,0.0,20.0,0.8,0.0,5.0,1.0,0.5605467107929819,0.4394532892070181,1,1.1811457684324778
653,0,6.0,3.0,1.0,1.0,27.0,0.0,39.0,8.0,3.0,6.0,0.13,0.0,21.0,89.0,3.0,0.0,19.0,2.0,6.60416666666667,1.0,4.60416666666667,2.0,1.0,0.385964912280702,0.0,20.49658203125,0.75,0.0,6.0,0.0,0.5467249006670647,0.45327509933293536,1,35503417968750.0
656,0,17.0,1.0,2.0,11.0,45.0,2.0,135.98828125,5.0,3.0,2.0,0.21,2.0,33.0,96.0,4.0,1.0,36.0,2.0,4.02564102564103,0.0,8.28205128205128,1.0,1.0,1.11904761904762,0.0,161.0,0.666666666666667,1.0,4.0,0.498779296875,0.5514244957219424,0.4485755042780576,2,8501220703125.0
659,0,36.0,0.0,1.0,8.0,6.5,0.0,158.0,3.0,0.0,2.0,0.19,0.0,109.0,92.0,5.0,0.0,4.497314453125,2.0,1.315990234375,0.0,4.064,1.0,1.0,0.643410852713178,0.0,90.0,0.714285714285714,0.0,4.0,0.5,0.5068345880694575,0.49316541193054253,4,12103718436910.205
660,0,2.0,0.0,1.0,4.5,6.0,2.0,174.0,2.0,1.0,1.0,0.31,0.0,51.0,94.0,4.0,0.0,10.5,2.0,6.96491228070175,0.0,5.28070175438596,1.0,1.0,0.683333333333333,0.0,23.0,0.352941176470588,0.0,7.0,6.0,0.5592740931667077,0.44072590683329227,2,13500000000000.0
662,0,2.0,0.0,1.0,0.0,2.0,0.0,79.0,23.0,0.0,2.0,0.16,0.0,60.0,33.0,4.0,0.0,11.493408203125,2.0,2.62903225806452,0.0,4.83870967741935,2.0,1.0,0.325581395348837,0.0,0.0,0.0,0.0,4.0,7.0,0.5413146574358698,0.4586853425641301,1,5.312726257397425
665,0,13.0,1.0,2.0,37.0,0.0,0.0,86.0,5.0,3.0,65.0,0.07,0.0,118.0,100.0,1.0,7.0,10.5,2.0,4.26271186440678,0.0,2.99152542372881,1.0,0.0,0.524193548387097,0.0,124.0,0.53125,0.0,5.0,0.5,0.5657856007303186,0.4342143992696814,2,3500000000000.0
667,0,25.0,0.0,2.0,6.0,43.0,2.0,586.0,5.0,16.0,10.0,0.22,2.0,138.0,97.0,3.0,7.5010986328125,54.0,2.0,4.7292817679558,0.0,8.38674033149171,1.0,1.0,1.12299465240642,0.0,507.0,0.391304347826087,4.0,3.0,0.498046875,0.7505035531612052,0.24949644683879482,2,12351308213788.684
668,0,3.0,0.0,1.0,4.0,34.0,0.0,45.0,4.5,4.0,2.0,0.07,1.0,20.0,100.0,4.0,2.0,10.49365234375,2.0,2.77777777777778,0.0,2.8084814174902046,1.0,1.0,0.849315068493151,0.0,83.0,0.739130434782609,0.0,6.0,2.0,0.5244815645704242,0.4755184354295759,3,13500000000000.0
669,0,8.0,0.0,1.0,1.0,116.0,1.0,174.0,8.0,0.0,0.0,0.15,1.0,10.0,90.49943685531616,4.0,5.0,10.494140625,2.0,3.71428571428571,0.0,6.49206349206349,1.0,1.0,0.651851851851852,0.0,198.0,0.342857142857143,0.0,6.0,0.49951171875,0.5929260338582664,0.40707396614173363,3,10500488281250.0
675,0,24.0,0.0,1.0,10.0,9.0,1.0,538.0,12.0,23.0,26.0,0.25,0.0,268.0,100.0,3.0,20.0,60.0,2.0,6.79061371841155,0.0,4.57039711191336,1.0,1.0,0.693103448275862,0.0,200.0,0.933333333333333,0.0,6.0,0.498779296875,0.5560886670294772,0.44391133297052277,1,8501220703125.0
680,0,10.0,1.0,1.0,6.0,29.0,2.0,261.0,8.0,10.0,0.0,0.43,0.0,72.0,100.0,3.0,5.0,12.49951171875,2.0,7.5049504950495,0.0,3.63366336633663,1.0,1.0,0.4,0.0,24.0,0.428571428571429,0.0,5.0,0.498779296875,0.6174618548146296,0.3825381451853704,2,8501220703125.0
683,0,0.0,0.0,2.0,0.0,7.0,0.0,36.0,2.0,0.0,0.0,0.31,0.0,1.0,0.0,1.0,0.0,15.0,2.0,3.375,2.0,7.625,2.0,1.0,1.54545454545455,0.0,44.0,0.5,0.0,4.0,2.499878168106079,0.503107971284849,0.4968920287151511,1,3500121831893.921
685,0,3.0,0.0,1.0,1.0,4.0,0.0,53.0,2.0,0.0,4.0,0.28,1.0,18.0,77.0,3.0,0.0,12.5,2.0,6.22727272727273,0.0,2.8797577544525765,1.0,1.0,0.48,0.0,69.0,0.727272727272727,0.0,3.0,5.0,0.5336830347146673,0.4663169652853327,2,2.4754175531989677
689,0,42.0,17.0,2.0,11.0,56.0,0.0,155.0,5.0,0.0,7.0,0.09,0.0,70.0,100.0,3.0,0.0,13.49914687871933,3.0,5.73015873015873,0.0,6.31746031746032,1.0,0.0,1.0530303030303,0.0,156.0,1.0,0.0,3.0,0.49951171875,0.5024424528052773,0.4975575471947227,2,10500488281250.0
692,0,153.0,20.0,2.0,9.0,44.0,0.0,135.99293756484985,7.0,3.0,15.0,0.07,0.0,521.0,100.0,3.0,7.500609755516052,49.0,2.0,5.50619469026549,0.0,6.04424778761062,1.0,0.0,0.830715532286213,0.0,1297.0,0.346938775510204,4.0,2.0,0.498291015625,0.6491555634664787,0.35084443653352126,3,14579158900106.178
702,0,3.0,0.0,1.0,13.0,17.0,0.0,84.0,2.0,2.0,2.0,0.12,1.0,56.0,94.0,3.0,0.0,12.498902320861816,2.0,3.08219178082192,0.0,5.64383561643836,1.0,1.0,0.552631578947368,0.0,3.0,0.8,0.0,5.0,0.498779296875,0.526082345082209,0.473917654917791,2,8501220703125.0
778,0,2.0,0.0,2.0,6.0,2.0,1.0,189.0,13.0,29.0,21.0,0.21,1.0,72.0,91.0,2.0,5.0,12.4970703125,2.0,4.43243243243243,0.0,2.808742721462446,0.0,0.0,1.13636363636364,0.0,240.0,0.321428571428571,0.0,3.0,0.498779296875,0.5254539275150383,0.47454607248496167,3,8501220703125.0
1051,0,12.0,0.0,2.0,6.0,28.0,0.0,34.0,3.0,0.0,11.0,0.06,0.0,20.0,100.0,2.0,0.0,7.0,1.0,3.60416666666667,0.0,3.02083333333333,1.0,0.0,0.730769230769231,0.0,4.0,0.5,0.0,1.0,2.4998779892921448,0.5020716256187082,0.4979283743812918,1,500122010707.855
817,0,19.0,1.0,4.0,15.0,22.0,0.0,56.0,6.0,0.0,8.0,0.09,1.0,13.0,92.0,1.0,2.0,6.0,2.0,5.37142857142857,1.0,3.71428571428571,1.0,1.0,1.47619047619048,0.0,84.0,0.538461538461538,0.0,3.0,0.49951171875,0.7408733291940394,0.25912667080596063,1,5500488281250.0
823,0,27.0,0.0,2.0,4.0,4.0,2.0,306.0,3.0,0.0,12.0,0.28,1.0,81.0,87.0,2.0,0.0,14.0,3.0,3.94117647058824,0.0,4.386690690439918,0.0,1.0,1.30337078651685,0.0,438.0,0.588235294117647,0.0,4.0,0.5,0.5043357962071006,0.49566420379289944,2,1500000000000.0
853,0,29.0,4.0,2.0,13.0,30.0,1.0,161.0,15.0,0.0,12.490234375,0.16,0.0,54.0,100.0,2.0,5.0,8.41943359375,2.0,4.15476190476191,0.0,2.80891887958233,0.0,0.0,1.13,0.0,135.0,0.392857142857143,0.0,3.0,0.499267578125,0.5257526041767109,0.47424739582328906,4,4500732421875.0
