,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,CountDeclInstanceMethod,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,Del_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
602,1,0,1,0,9,0,43,10,1,4,0.11,0,33,60,4,1,11,2,2.95238095238095,0,4.71428571428571,2,1,0.679245283018868,0,16.0,0.5,0,7,4
477,3,19,1,8,9,0,40,7,3,10,0.09,0,53,100,5,2,23,4,2.69354838709677,0,3.37096774193548,0,1,0.414285714285714,0,19,0.454545454545455,0,4,0
270,6,0,1,3,7,0,70,3,0,31,0.13,1,52,96,1,0,24,3,5.72881355932203,1,4.15254237288136,1,1,0.333333333333333,0,16.0,1.0,0,1,1
496,26,0,1,3,1,2,216,2,7,10,0.19,2,54,95,2,1,42,2,7.76363636363636,2,7.61818181818182,1,1,1.22413793103448,0,1068,1.0,0,1,0
652,5,0,1,0,82,0,38,0.5,0,23,0.03,1,55,16,1,0,28,2,4.55474452554745,1,5.47445255474453,2,1,0.682291666666667,0,20,0.8,0,2,0
552,2,0,2,2,9,0,43,2,3,1,0.18,0,24,93,3,2,14,2,2.906944444444445,0,4.09090909090909,1,1,0.5,0,76,1.0,0,3,0
817,19,1,4,15,22,0,56,6,0,8,0.09,1,13,92,1,2,6,2,5.37142857142857,1,3.71428571428571,1,1,1.47619047619048,0,84,0.538461538461538,0,3,0
468,1,0,1,4,37,0,57,3,1,7,0.0,0,11,93,2,0,10.0,2,3.33333333333333,1,6.10416666666667,1,1,0.842105263157895,0,76,0.666666666666667,0,4,0
1016,6,0,1,1,0,8,1029,1,0,5,2.03,0,107,85,1,0,39,2,9.93457943925234,0,2.98130841121495,1,1,0.226890756302521,0,203,0.925925925925926,0,1,0
702,3,0,1,3,17,0,84,2,2,2,0.12,1,56,94,3,0,18.5,2,3.08219178082192,0,5.64383561643836,1,1,0.552631578947368,0,3,0.8,0,1,1
542,13,0,2,5,50,1,137,11,0,3,0.14,1,11,97,1,0,58,2,5.0655737704918,0,8.60655737704918,1,1,0.959459459459459,0,385,0.906976744186046,2,3,0
553,0,0,1,0,11,0,1,1,0,0,0.01,0,0,0,1,0,12,1,1.72727272727273,1,3.81818181818182,2,1,0.538461538461538,0,16,1.0,0,2,0
665,13,1,2,3,0,0,86,3,3,65,0.07,0,44.0,100,1,7,17,2,4.26271186440678,0,2.99152542372881,1,0,0.524193548387097,0,124,0.53125,0,5,0
638,8,4,1,3,5,3,612,4,17,7,0.81,0,55.0,98,1,1,33,8,15.9015151515152,0,4.09848484848485,0,1,0.467153284671533,0,186,0.75,0,2,0
256,8,0,1,0,0,0,171,2.5,14,15,0.08,1,38.0,93,1,2,18.5,2,5.80645161290323,0,5.62672811059908,0,1,0.280172413793103,0,145,0.821428571428571,0,1,0
675,24,0,1,10,9,1,538,12,23,26,0.25,0,268,100,3,20,60,2,6.79061371841155,0,4.57039711191336,1,1,0.693103448275862,0,200,0.933333333333333,0,6,0
660,2,0,1,3,6,2,174,2,1,1,0.31,0,51,94,4,0,12.5,2,6.96491228070175,0,5.28070175438596,1,1,0.683333333333333,0,23,0.352941176470588,0,7,3
210,0,0,1,2.0,0,0,43,3.0,0,3,0.67,0,10,60,2,0,12,2,1.316666666666665,1,2.9,1,1,0.416666666666667,0,1,1.0,0,3,3
515,1,0,1,0,0,1,145,3,0,13,1.03,0,21,100,1,0,4,1,1.316666666666665,0,3.33333333333333,1,0,0.52,0,145,0.6875,0,3,4
653,6,3,1,1,27,0,39,8,3,6,0.0,0,21,89,3,0,10.5,2,6.60416666666667,1,4.60416666666667,2,1,0.385964912280702,0,56,0.75,0,4,0
625,0,0,1,4.0,387,1,555,1,2,4,0.14,0,8,99,1,0,16.5,2,4.66835443037975,1,4.31645569620253,1,1,0.183879093198992,0,6.0,0.666666666666667,0,2,0
551,21,0,1,2,7,0,68,1,2,5,0.12,0,57,87,4,0,21,1,5.015625,0,5.40625,1,1,0.742424242424242,0,16.0,0.833333333333333,0,4,0
1051,8.0,0,2,6,28,0,34,3,0,11,0.06,0,20,100,2,0,7,1,3.60416666666667,0,3.02083333333333,1,0,0.730769230769231,0,4,0.5,0,1,3
668,3,0,1,3,34,0,45,2.5,4,2,0.07,1,20,100,4,2,10.5,2,2.77777777777778,0,6.37037037037037,1,1,0.849315068493151,0,83,0.739130434782609,0,6,1
823,27,0,2,4,4,2,306,3,0,12,0.28,1,14.5,87,2,0,14,3,3.94117647058824,0,5.37647058823529,0,1,1.30337078651685,0,6.0,0.588235294117647,0,4,0
474,1,1,1,1,5,0,33,2,0,0,0.26,0,4,87,4,1,16,2,2.906944444444445,2,2.71875,2,1,0.75,0,1,1.0,0,4,1
