Antecedent,Antecedent Coverage %,Confidence,Lift
0.3 < CountClassCoupled <= 1.88,0.20828,0.99779,1.05503
2.85 < CountDeclMethodPublic <= 5.45,0.18713,0.99509,1.05217
CountClassCoupled <= 0.3,0.19034,0.99275,1.0497
1.105 < RatioCommentToCode <= 1.955,0.20782,0.99115,1.04801
CountInput_Mean <= 1.33,0.20598,0.99107,1.04792
0.9 < CountDeclInstanceVariable <= 2.36,0.20414,0.99099,1.04784
OWN_LINE > 0.964,0.20046,0.99083,1.04766
-0.16 < CountDeclInstanceVariable <= 0.9,0.28736,0.9904,1.04721
RatioCommentToCode > 1.955,0.19356,0.98812,1.04481
PercentLackOfCohesion <= 3.5,0.21977,0.98745,1.04409
