Antecedent,Antecedent Coverage %,Confidence,Lift
CountDeclInstanceVariable <= -0.04,0.11293,1.0,1.06522
0.55 < CountDeclMethodPublic <= 3.6,0.2263,0.99399,1.05881
CountDeclMethodPublic <= 0.55,0.1873,0.99274,1.05748
1.12 < CountInput_Mean <= 1.95,0.18367,0.99259,1.05733
CountClassCoupled <= 0.46,0.20045,0.99095,1.05558
-0.21 < CountDeclClassVariable <= 0.19,0.40862,0.99001,1.05458
RatioCommentToCode > 2.06,0.19773,0.98853,1.053
CountClassBase <= 0.84,0.15737,0.98847,1.05294
0.46 < CountClassCoupled <= 1.86,0.1932,0.98826,1.05271
3 < PercentLackOfCohesion <= 37,0.17778,0.98724,1.05163
