Antecedent,Antecedent Coverage %,Confidence,Lift
OWN_LINE > 0.884,0.19982,0.87699,1.33155
CountDeclInstanceVariable <= 4.35,0.19982,0.86333,1.3108
CountClassCoupled <= 4.05,0.20574,0.85619,1.29997
AvgLineComment <= -0.14,0.08466,0.85484,1.29791
CountDeclMethodPublic <= 11.2,0.19754,0.84332,1.28042
CountDeclMethodPrivate <= -0.145,0.09376,0.83981,1.27509
CountInput_Mean <= 2.12,0.19709,0.83603,1.26935
CountDeclClassVariable <= 0.24,0.21802,0.82672,1.25522
PercentLackOfCohesion <= 73.4,0.19891,0.8238,1.25078
OWN_COMMIT <= 0.01,0.26309,0.81142,1.23199
