test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,Added_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed
0,0,0.0,1.0,1.0,3.0,2.0,5.0,3.0,0.0,4.0,8.0,1.02,0.0,100.0,2.0,0.0,12.0,1.0,3.0,1.0,4.55555555555556,1.0,1.0,1.5,318.0,0.461538461538462,0.0,5.0,0.0,0.92932624,0.07067378,1
6,0,0.0,0.0,1.0,2.0,1.0,5.0,3.0,0.0,5.0,12.0,0.88,0.0,75.0,2.0,0.0,12.0,1.0,2.75,1.0,3.6,1.0,1.0,0.352941176470588,361.0,0.333333333333333,0.0,5.0,3.0,0.64716005,0.35283992,1
10,0,1.0,0.0,4.0,6.0,0.0,5.0,1.0,0.0,10.0,7.0,0.61,2.0,80.0,4.0,0.0,4.0,1.0,4.125,1.0,4.875,1.0,1.0,2.1,33.0,0.3,0.0,4.0,3.0,0.8469892,0.15301079,1
13,0,3.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,9.0,7.0,0.49,1.0,79.0,4.0,0.0,3.0,1.0,3.5,1.0,3.8,1.0,1.0,0.916666666666667,33.0,0.3,0.0,4.0,3.0,0.88672316,0.11327687,1
14,0,1.0,0.0,1.0,3.0,3.0,0.0,1.0,11.0,13.0,3.0,0.27,0.0,82.0,4.0,2.0,8.0,1.0,6.06666666666667,1.0,5.86666666666667,0.0,1.0,0.722222222222222,33.0,0.2,0.0,2.0,3.0,0.50818515,0.49181482,2
26,0,0.0,0.0,1.0,2.0,1.0,5.0,3.0,0.0,4.0,9.0,0.79,0.0,74.0,2.0,0.0,11.0,1.0,3.33333333333333,1.0,2.8,1.0,1.0,0.642857142857143,326.0,0.333333333333333,0.0,4.0,4.0,0.8695657,0.13043426,1
27,0,0.0,0.0,1.0,2.0,1.0,5.0,3.0,0.0,5.0,12.0,1.03,0.0,75.0,2.0,1.0,12.0,1.0,3.08333333333333,1.0,4.16666666666667,1.0,1.0,1.0,346.0,0.384615384615385,0.0,4.0,3.0,0.57156396,0.42843604,1
30,0,0.0,0.0,1.0,2.0,1.0,4.0,3.0,0.0,4.0,7.0,0.83,0.0,71.0,2.0,0.0,9.0,1.0,2.85714285714286,1.0,4.14285714285714,1.0,1.0,1.5,423.0,0.384615384615385,0.0,4.0,1.0,0.9475761,0.052423913,1
33,0,0.0,1.0,1.0,3.0,2.0,6.0,3.0,0.0,4.0,8.0,1.06,0.0,100.0,2.0,0.0,12.0,1.0,3.22222222222222,1.0,4.55555555555556,1.0,1.0,1.5,319.0,0.333333333333333,0.0,3.0,1.0,0.9538814,0.046118636,1
37,0,0.0,0.0,1.0,2.0,1.0,6.0,3.0,0.0,5.0,11.0,0.99,0.0,72.0,2.0,0.0,12.0,1.0,2.72727272727273,1.0,4.09090909090909,1.0,1.0,0.2,82.0,0.357142857142857,0.0,5.0,2.0,0.58659387,0.41340616,1
1360,0,5.0,2.0,2.0,7.0,3.0,4.0,4.0,0.0,18.0,11.0,0.59,0.0,69.0,3.0,0.0,4.0,1.0,4.44444444444444,1.0,4.38888888888889,1.0,1.0,1.17391304347826,490.0,1.0,0.0,3.0,6.0,0.950409,0.04959099,1
42,0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,17.0,9.0,0.25,0.0,76.0,3.0,2.0,8.0,1.0,4.0,1.0,7.16666666666667,1.0,1.0,0.928571428571429,33.0,0.333333333333333,0.0,3.0,2.0,0.85730004,0.14269999,1
44,0,0.0,0.0,2.0,3.0,1.0,1.0,4.0,1.0,10.0,10.0,0.47,0.0,75.0,4.0,2.0,3.0,1.0,3.36363636363636,0.0,3.27272727272727,1.0,0.0,0.882352941176471,33.0,0.375,0.0,4.0,0.0,0.93048525,0.06951477,1
48,0,0.0,0.0,1.0,2.0,1.0,5.0,3.0,0.0,6.0,13.0,0.87,0.0,72.0,2.0,1.0,11.0,1.0,3.69230769230769,1.0,4.0,1.0,1.0,1.5,364.0,0.363636363636364,0.0,6.0,1.0,0.87856364,0.12143634,1
63,0,0.0,0.0,1.0,1.0,0.0,8.0,2.0,0.0,5.0,10.0,0.82,0.0,70.0,2.0,1.0,9.0,1.0,5.2,2.0,3.6,2.0,1.0,1.42857142857143,361.0,0.333333333333333,0.0,3.0,1.0,0.73955667,0.26044336,1
65,0,0.0,0.0,1.0,2.0,0.0,5.0,3.0,0.0,4.0,6.0,0.81,0.0,66.0,2.0,0.0,4.0,1.0,3.5,2.0,5.0,2.0,1.0,0.545454545454545,452.0,0.384615384615385,0.0,4.0,4.0,0.7877514,0.21224864,1
72,0,3.0,0.0,2.0,3.0,0.0,5.0,1.0,0.0,15.0,8.0,0.55,1.0,78.0,4.0,0.0,5.0,1.0,5.81818181818182,2.0,6.36363636363636,1.0,1.0,1.30769230769231,33.0,0.5,0.0,3.0,3.0,0.9671295,0.032870486,1
73,0,7.0,0.0,1.0,7.0,0.0,2.0,10.0,0.0,4.0,58.0,0.6,1.0,86.0,3.0,3.0,14.0,2.0,2.84615384615385,0.0,3.61538461538462,0.0,1.0,0.539473684210526,1173.0,0.384615384615385,0.0,1.0,6.0,0.5084728,0.49152717,1
80,0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,3.0,3.0,0.52,0.0,0.0,2.0,1.0,9.0,1.0,6.33333333333333,4.0,7.33333333333333,3.0,1.0,0.714285714285714,113.0,1.0,0.0,3.0,0.0,0.8922128,0.107787214,1
82,0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,5.0,1.08,0.0,0.0,4.0,0.0,2.0,1.0,1.0,1.0,1.6,1.0,1.0,0.0,33.0,0.428571428571429,0.0,2.0,1.0,0.9948858,0.005114219,1
85,0,2.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,5.0,0.39,0.0,0.0,4.0,0.0,3.0,1.0,2.0,0.0,1.85714285714286,1.0,1.0,0.0,82.0,0.428571428571429,0.0,2.0,2.0,0.6423837,0.35761634,1
86,0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,14.0,0.12,0.0,0.0,4.0,0.0,10.0,1.0,4.14285714285714,1.0,3.85714285714286,2.0,1.0,1.0,312.0,0.285714285714286,0.0,3.0,1.0,0.563739,0.436261,1
89,0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,0.83,0.0,87.0,4.0,0.0,4.0,1.0,1.0,0.0,2.2,1.0,1.0,1.0,124.0,0.428571428571429,0.0,2.0,1.0,0.54450166,0.45549837,1
90,0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.5,0.0,0.0,4.0,0.0,4.0,1.0,2.0,0.0,2.75,1.0,1.0,0.545454545454545,82.0,0.5,0.0,5.0,1.0,0.568398,0.43160197,1
92,0,0.0,0.0,1.0,0.0,0.0,13.0,1.0,0.0,0.0,7.0,1.2,0.0,0.0,4.0,0.0,3.0,1.0,1.0,1.0,1.71428571428571,1.0,1.0,0.0,82.0,0.5,0.0,1.0,2.0,0.82321906,0.17678094,1
94,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.54,0.0,0.0,4.0,0.0,8.0,1.0,2.0,1.0,5.5,5.0,1.0,0.75,79.0,0.8,0.0,2.0,2.0,0.59402657,0.40597343,1
95,0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,3.0,0.43,5.0,0.0,4.0,0.0,2.0,1.0,1.0,1.0,2.33333333333333,2.0,1.0,0.0,82.0,0.333333333333333,0.0,3.0,3.0,0.6861043,0.3138957,1
101,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0,0.3,0.0,0.0,4.0,0.0,2.0,1.0,1.8,0.0,1.2,1.0,1.0,0.416666666666667,33.0,0.4,0.0,3.0,0.0,0.94829386,0.05170612,1
104,0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,7.0,0.27,0.0,91.0,4.0,0.0,4.0,1.0,1.5,0.0,2.125,1.0,1.0,0.0,33.0,0.428571428571429,0.0,3.0,0.0,0.7520312,0.24796878,1
110,0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,7.0,12.0,0.21,0.0,68.0,4.0,0.0,4.0,1.0,3.13333333333333,1.0,4.46666666666667,2.0,1.0,0.263157894736842,252.0,0.333333333333333,0.0,3.0,2.0,0.79362166,0.20637831,1
114,0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,13.0,0.3,1.0,75.0,3.0,0.0,30.0,1.0,2.53333333333333,0.0,4.53333333333333,1.0,1.0,0.368421052631579,334.0,0.363636363636364,0.0,3.0,2.0,0.6405776,0.3594224,1
