,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
7,1.0,0.0,1.0,0.0,7.0,2.0,133.0,2.0,8.0,1.0,0.67,0.0,100.0,3.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,217.0,0.6875,0.0,2.0,2.0
292,6.0,0.0,1.0,2.0,6.0,2.0,40.0,7.0,17.0,6.0,0.65,0.0,95.0,5.0,12.0,26.0,2.0,4.58823529411765,0.0,0.0,0.0,585.0,0.37037037037037,3.0,4.0,6.0
371,3.0,0.0,1.0,0.0,6.0,1.0,244.0,2.0,5.0,7.0,1.69,0.0,84.0,6.0,1.0,6.0,1.0,1.5000000000000009,0.0,1.0,0.0,30.0,0.4,0.0,5.0,2.0
185,1.0,0.0,1.0,1.0,6.0,2.0,40.0,1.0,9.0,0.0,0.73,1.0,96.0,3.0,9.0,15.0,1.0,2.69230769230769,1.0,0.0,0.0,47.0,0.3,0.0,3.0,6.0
396,20.0,1.0,1.0,1.0,5.0,2.0,520.0,17.0,14.0,17.0,0.66,1.0,100.0,6.0,10.0,11.0,3.0,3.32051282051282,0.0,0.0,0.0,1.0,0.454545454545455,0.0,3.0,3.0
474,0.0,0.0,1.0,0.0,7.0,2.0,33.0,1.0,0.0,0.0,1.43,2.0,100.0,1.0,0.0,8.0,2.0,3.0,3.0,7.0,1.0,19.0,0.2,0.0,1.0,1.0
468,0.0,0.0,1.0,0.0,3.0,1.0,82.0,1.0,1.0,1.0,2.73,0.0,87.0,5.0,4.0,1.0,1.0,5.0,0.0,2.0,0.0,1.0,0.428571428571429,0.0,1.0,2.0
187,,,,,,,,,,,,,,,,,,,,,,,,,,
515,8.0,7.0,1.0,0.0,7.0,2.0,635.0,11.0,11.0,8.0,0.85,0.0,94.0,3.0,4.0,30.0,3.0,3.74285714285714,0.0,0.0,0.0,1.0,0.391304347826087,1.0,4.0,5.0
538,3.0,0.0,1.0,0.0,4.0,2.0,40.0,4.0,1.0,13.0,0.68,0.0,87.0,1.0,1.0,28.0,2.0,15.1034482758621,0.0,1.0,0.0,78.0,0.153846153846154,0.0,4.0,5.0
516,2.0,1.0,1.0,1.0,4.0,1.0,141.0,3.0,2.0,3.0,0.84,0.0,92.0,1.0,2.0,8.0,3.0,2.73076923076923,0.0,0.0,0.0,1.0,0.333333333333333,0.0,3.0,2.0
563,0.0,0.0,1.0,0.0,9.0,2.0,113.0,3.0,1.0,0.0,0.81,1.0,93.0,2.0,0.0,22.0,2.0,3.44444444444444,0.0,1.0,0.0,0.0,0.461538461538462,0.0,4.0,6.0
569,,,,,,,,,,,,,,,,,,,,,,,,,,
291,7.0,0.0,1.0,0.0,6.0,2.0,650.0,18.0,23.0,8.0,0.81,0.0,96.0,4.0,43.0,35.0,2.0,2.93827160493827,0.0,0.0,0.0,1.0,0.315789473684211,0.0,5.0,5.0
534,2.0,0.0,1.0,0.0,5.0,2.0,495.0,6.0,0.0,16.0,0.67,0.0,93.0,1.0,0.0,21.0,2.0,1.1300000000000006,0.0,1.0,0.0,8.0,0.375,0.0,4.0,4.0
578,0.0,0.0,1.0,0.0,5.0,1.0,191.0,1.0,0.0,12.0,0.99,0.0,93.0,1.0,0.0,1.0,2.0,4.85185185185185,1.0,1.0,0.0,8.0,0.486,0.0,2.0,5.0
549,0.0,0.0,2.0,1.0,9.0,3.0,363.0,4.0,10.0,4.0,0.63,1.0,92.0,1.0,1.0,29.0,3.0,3.3125,1.0,1.0,0.0,4.0,0.346153846153846,3.0,5.0,3.0
610,10.0,1.0,1.0,2.0,8.0,2.0,610.0,1.0,6.0,12.0,1.09,0.0,94.0,1.0,1.0,37.0,1.0,8.31481481481481,0.0,0.0,0.0,1.0,0.375,3.0,3.0,8.0
238,,,,,,,,,,,,,,,,,,,,,,,,,,
588,,,,,,,,,,,,,,,,,,,,,,,,,,
742,9.0,6.0,1.0,15.0,3.0,2.0,307.0,11.0,0.0,12.0,0.36,0.0,82.0,2.0,7.0,15.0,2.0,3.28169014084507,0.0,0.0,0.0,1.0,0.266666666666667,0.0,2.0,6.0
584,0.0,0.0,2.0,0.0,5.0,3.0,49.0,1.0,0.0,2.0,0.48,1.0,30.0,2.0,3.0,9.0,1.0,4.6,3.0,2.0,0.0,18.0,0.375,0.0,3.0,3.0
1020,0.0,0.0,1.0,0.0,4.0,2.0,27.0,1.0,0.0,0.0,0.38,5.0,0.0,3.0,0.0,15.0,1.0,1.5,1.0,2.0,0.0,2.0,0.333333333333333,0.0,3.0,0.0
1168,1.0,0.0,1.0,0.0,4.0,1.0,68.0,2.0,2.0,1.0,0.43,1.0,86.0,5.0,0.0,9.0,1.0,1.46666666666667,1.0,1.0,0.0,10.0,0.4,0.0,1.0,2.0
1234,0.0,0.0,1.0,0.0,2.0,1.0,30.0,2.0,1.0,1.0,0.75,1.0,100.0,5.0,0.0,0.0,2.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,2.0,0.0
631,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,,,,,,,,,,,,,,,,,,,,,,,,,,
264,0.0,3.0,1.0,0.0,5.0,1.0,362.0,1.0,0.0,10.0,1.0,0.0,91.0,2.0,1.0,9.0,1.0,7.69642857142857,1.0,1.0,0.0,6.0,0.222222222222222,0.0,3.0,4.0
365,0.0,0.0,1.0,0.0,7.0,2.0,315.0,8.0,10.0,8.0,1.09,1.0,100.0,5.0,34.0,5.0,2.0,3.09090909090909,0.0,0.0,0.0,2.0,0.285714285714286,0.0,4.0,5.0
416,1.0,1.0,1.0,0.0,6.0,2.0,162.0,2.0,10.0,4.0,0.74,0.0,95.0,4.0,238.0,20.0,2.0,3.25,0.0,1.0,0.0,1.0,0.285714285714286,0.0,4.0,2.0
