,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
474,0,0,1,0,7,2,33,1,0,0,1.43,2,100,1,0,63,2,3.0,3,1,0.2,7,8,0,1,1
185,1,0,1,1,6,2,114,1,9,0,0.73,1,96,3,9,4,1,2.69230769230769,1,0,0,47,0.3,0,3,6
371,3,0,1,0,6,1,244,2,5,0,1.69,0,84,6,1,6,1,2.38888888888889,0,1,0,30,0.4,0,4,2
563,0,0,1,0,9,2,113,3,1,0,0.81,1,6,2,0,25,2,3.44444444444444,22,1,0,93,0.461538461538462,0,4,0
516,2,1,1,1,4,1,141,3,2,3,0.84,0,92,1,2,4,3,2.73076923076923,0,0,0,52,0.333333333333333,0,3,2
468,0,0,1,0,3,1,82,1,1,1,2.73,0,87,5,4,1,1,5.0,0,2,0,0.428571428571429,1,0,56,2
365,0,0,1,0,7,2,187,8,2,8,1.09,1,100,5,34,5,2,3.09090909090909,0,0,0,167,0.285714285714286,0,4,5
279,0,0,1,0,7,2,227,2,12,0,1.19,0,79,6,8,3,1,3.88,0,1,0,2,0.333333333333333,0,5,4
7,1,0,1,0,7,2,133,2,0.67,1,17,0,100,3,0,217,2,2.0,0,0,0,0.6875,8,0,2,2
584,0,0,2,0,5,3,49,1,0,2,0.48,1,30,2,1,9,1,4.6,3,2,0,51,0.375,0,3,3
578,0,0,1,0,5,1,191,1,0,12,0.99,0,90,1,0,1,2,4.85185185185185,1,1,0,8,0.333333333333333,0,2,5
493,12,5,2,0,6,3,434,7,6,4,0.48,1,92,2,3,2,2,16.051724137931,0,1,0,137,0.227272727272727,1,4,5
588,0,0,1,0,6,4,80,1,2,1,0.83,1,0,3,0,5,1,10.0,4,3,0,4,0.2,0,2,1
538,3,0,1,0,4,2,204,4,1,13,0.68,0,87,1,1,4,2,15.1034482758621,0,1,0,78,0.153846153846154,0,4,5
569,3,1,3,0,11,6,187,1,2,4,0.41,4,79,1,2,28,2,5.76923076923077,2,1,0,76,0.263157894736842,0,3,3
742,9,6,1,15,3,2,307,11,0,12,0.36,0,82,2,7,7,2,3.28169014084507,0,0,0,119,0.266666666666667,0,2,6
1020,0,0,1,0,4,2,27,1,0,0,0.38,5,0,3,0,15,1,1.2000000000000002,1,2,0,7,0.333333333333333,0,3,0
1234,0,0,1,0,0,1,30,2,0.75,1,2,1,100,5,0,5,2,0.5,0,0,0,1,0.5,0,2,0
416,1,1,1,0,6,2,162,2,10,4,0.74,0,57,4,238,20,2,3.25,0,1,0,255,0.285714285714286,0,4,2
1168,1,0,1,0,4,1,71,2,2,1,0.43,1,86,5,0,9,1,1.46666666666667,1,1,0,10,0.4,0,1,2
187,7,0,1,0,4,2,323,7,2,13,0.54,1,100,5,1,19,2,3.5,0,0,0,6,0.380952380952381,3,5,5
549,0,0,2,1,9,3,363,4,10,4,0.63,1,61,1,1,29,3,3.3125,1,1,0,359,0.346153846153846,3,5,3
264,0,3,1,0,5,1,362,1,0,10,1.0,0,91,2,1,9,1,2.4000000000000004,1,1,0,17,0.222222222222222,0,3,4
534,2,0,1,0,5,2,495,6,0,8,0.67,0,93,1,0,21,2,2.4,0,1,0,6,0.375,0,4,4
802,0,0,17,1,12,26,43,1,0,0,0.35,9,0,1,0,0,1,2.2,16,6,5,13,0.5,0,2,2
631,2,4,1,5,6,2,578,9,11,17,0.81,0,100,1,1,30,2,1.1500000000000001,0,0,0,470,0.485714285714286,4,3,7
809,9,0,1,0,7,2,509,9,2,1,0.79,0,100,3,1,7,2,3.82539682539683,0,0,0,202,0.238095238095238,3,2,6
1236,2,1,1,0,3,1,105,8,1,2,0.42,2,100,2,0,8,2,1.61538461538462,0,0,0,7,0.4,0,5,2
610,10,1,1,2,8,2,610,1,6,12,1.09,0,94,1,1,4,1,8.31481481481481,0,0,0,242,0.375,1,3,8
515,8,7,1,0,7,2,635,11,11,8,0.85,0,94,3,4,4,3,3.74285714285714,0,0,0,263,0.391304347826087,1,4,5
292,6,0,1,2,6,2,492,7,17,6,0.65,0,95,5,12,26,2,4.58823529411765,0,0,0,4,0.37037037037037,3,4,6
396,20,1,1,1,5,2,520,17,14,2,0.66,1,100,6,10,11,3,3.32051282051282,0,0,0,7,0.454545454545455,0,3,3
291,7,0,1,0,6,2,650,18,23,8,0.81,0,96,4,0,35,2,2.93827160493827,0,0,0,4,0.315789473684211,0,5,5
238,2,14,1,0,7,2,88,14,41,15,1.0,0,100,2,34,57,3,10.3222222222222,0,0,0,1022,0.294117647058824,0,4,1
