,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
7,1,0,1,0,7,2,133,2,8,1,0.67,0,100,3,0,17,2,2.0,0,0,0,6,0.6875,0,2,2
291,7,0,1,0,6,2,650,18,23,8,0.81,0,96,4,43,35,2,2.93827160493827,0,0,0,1,0.315789473684211,0,5,5
416,1,1,1,0,6,2,162,2,10,4,0.74,0,95,4,238,20,2,3.25,0,1,0,1,0.285714285714286,0,4,2
468,0,0,1,0,3,1,82,1,1,1,2.73,0,87,5,4,1,1,5.0,0,2,0,1,0.428571428571429,0,1,2
474,0,0,1,0,7,2,33,1,0,0,1.43,2,100,1,0,8,2,3.0,3,7,1,19,0.2,0,1,1
515,8,7,1,0,7,2,635,11,11,8,0.85,0,94,3,4,30,3,3.74285714285714,0,0,0,1,0.391304347826087,1,4,5
516,2,1,1,1,4,1,141,3,2,3,0.84,0,92,1,2,8,3,2.73076923076923,0,0,0,1,0.333333333333333,0,3,2
569,3,1,3,0,11,6,40,1,3,4,0.41,4,79,1,2,28,2,5.76923076923077,2,1,0,76,0.263157894736842,0,3,3
578,0,0,1,0,5,1,191,1,0,12,0.99,0,93,1,0,1,2,4.85185185185185,1,1,0,8,0.486,0,2,5
584,0,0,2,0,5,3,49,1,0,2,0.48,1,30,2,3,9,1,4.6,3,2,0,18,0.375,0,3,3
588,0,0,1,0,6,4,80,1,2,1,0.83,1,0,3,0,5,1,10.0,4,3,0,2,0.2,0,2,1
631,2,4,1,5,6,2,578,9,11,17,0.81,0,100,1,1,30,2,5.75,0,0,0,3,0.485714285714286,4,3,7
1020,0,0,1,0,4,2,27,1,0,0,0.38,5,0,3,0,15,1,1.5,1,2,0,2,0.333333333333333,0,3,0
1234,0,0,1,0,2,1,30,2,1,1,1.88,1,100,5,0,5,2,0.5,0,0,0,0,0.5,0,2,0
