"Rule ID","Antecedent","Consequent","Antecedent Coverage %","Antecedent Coverage","Support %","Support","Confidence","Leverage","Lift","p-value","Consequent Coverage %","Consequent Coverage"
"b'000000'","b'0.07 < MAJOR_COMMIT <= 0.775'","b'target = 0'",0.16905,366,0.16582,359,0.98087,0.02902,1.2121,1.85395e-27,0.80924,1752
"b'000001'","b'MAJOR_COMMIT <= 0.07'","b'target = 0'",0.2351,509,0.22956,497,0.97642,0.03931,1.2066,4.9636e-37,0.80924,1752
"b'000002'","b'CountDeclMethodPublic <= 0.92'","b'target = 0'",0.19215,416,0.1843,399,0.95913,0.0288,1.18523,1.03426e-22,0.80924,1752
"b'000003'","b'OWN_COMMIT <= 0.04'","b'target = 0'",0.22171,480,0.21109,457,0.95208,0.03167,1.17652,6.82901e-24,0.80924,1752
"b'000004'","b'CountDeclInstanceVariable <= -0.14'","b'target = 0'",0.12286,266,0.11501,249,0.93609,0.01559,1.15676,4.36686e-10,0.80924,1752
"b'000005'","b'CountClassCoupled <= 0.6'","b'target = 0'",0.20277,439,0.18383,398,0.90661,0.01974,1.12032,4.77087e-10,0.80924,1752
"b'000006'","b'0.6 < CountClassCoupled <= 1.96'","b'target = 0'",0.18707,405,0.16859,365,0.90123,0.01721,1.11368,2.27481e-08,0.80924,1752
"b'000007'","b'0.04 < OWN_COMMIT <= 0.39'","b'target = 0'",0.17644,382,0.15889,344,0.90052,0.01611,1.1128,8.42024e-08,0.80924,1752
"b'000008'","b'-0.04 < CountDeclMethodProtected <= 0.57'","b'target = 0'",0.30624,663,0.27252,590,0.88989,0.0247,1.09967,3.13353e-11,0.80924,1752
"b'000009'","b'-0.14 < CountDeclInstanceVariable <= 0.54'","b'target = 0'",0.28637,620,0.25219,546,0.88065,0.02045,1.08824,2.08298e-08,0.80924,1752
