"Rule ID","Antecedent","Consequent","Antecedent Coverage %","Antecedent Coverage","Support %","Support","Confidence","Leverage","Lift","p-value","Consequent Coverage %","Consequent Coverage"
"b'000000'","b'0.075 < MAJOR_COMMIT <= 0.825'","b'target = 0'",0.16682,360,0.16497,356,0.98889,0.03247,1.24505,1.07176e-33,0.79425,1714
"b'000001'","b'MAJOR_COMMIT <= 0.075'","b'target = 0'",0.23633,510,0.23309,503,0.98627,0.04538,1.24176,7.70802e-48,0.79425,1714
"b'000002'","b'OWN_COMMIT <= 0.03'","b'target = 0'",0.22892,494,0.22104,477,0.96559,0.03922,1.21572,2.4302e-34,0.79425,1714
"b'000003'","b'18.1 < CountLineComment <= 21.3 & -0.126 < AvgLineBlank <= 0.016'","b'target = 0'",0.14458,312,0.13809,298,0.95513,0.02326,1.20255,1.30792e-17,0.79425,1714
"b'000004'","b'CountDeclMethodPublic <= 0.88'","b'target = 0'",0.18443,398,0.17099,369,0.92714,0.02451,1.1673,1.88164e-15,0.79425,1714
"b'000005'","b'0.825 < MAJOR_COMMIT <= 1.155'","b'target = 0'",0.20158,435,0.18026,389,0.89425,0.02016,1.1259,7.58888e-10,0.79425,1714
"b'000006'","b'0.03 < OWN_COMMIT <= 0.38'","b'target = 0'",0.1798,388,0.15987,345,0.88918,0.01707,1.11951,5.18107e-08,0.79425,1714
"b'000007'","b'0.88 < CountDeclMethodPublic <= 2.5'","b'target = 0'",0.22567,487,0.1988,429,0.8809,0.01955,1.1091,1.37725e-08,0.79425,1714
"b'000008'","b'18.1 < CountLineComment <= 21.3'","b'target = 0'",0.24838,536,0.21872,472,0.8806,0.02145,1.10871,1.92911e-09,0.79425,1714
"b'000009'","b'0.78 < CountClassCoupled <= 2.2'","b'target = 0'",0.22706,490,0.1988,429,0.87551,0.01845,1.10231,9.57987e-08,0.79425,1714
