"Rule ID","Antecedent","Consequent","Antecedent Coverage %","Antecedent Coverage","Support %","Support","Confidence","Leverage","Lift","p-value","Consequent Coverage %","Consequent Coverage"
"b'000000'","b'0.08 < MAJOR_COMMIT <= 0.77'","b'target = 0'",0.15562,338,0.15239,331,0.97929,0.02601,1.20579,4.41062e-24,0.81215,1764
"b'000001'","b'MAJOR_COMMIT <= 0.08'","b'target = 0'",0.24724,537,0.24033,522,0.97207,0.03954,1.1969,5.37612e-36,0.81215,1764
"b'000002'","b'0.675 < CountInput_Min <= 1.365 & 0.986 < AvgCyclomaticModified <= 1.184'","b'target = 0'",0.15055,327,0.14503,315,0.9633,0.02276,1.18611,6.57536e-14,0.81215,1764
"b'000003'","b'OWN_COMMIT <= 0.02'","b'target = 0'",0.24033,522,0.22698,493,0.94444,0.03179,1.16289,1.35452e-22,0.81215,1764
"b'000004'","b'CountClassCoupled <= 0.6'","b'target = 0'",0.19613,426,0.1837,399,0.93662,0.02441,1.15325,7.35967e-16,0.81215,1764
"b'000005'","b'CountDeclMethodPublic <= 0.9'","b'target = 0'",0.18831,409,0.17634,383,0.93643,0.0234,1.15302,3.88084e-15,0.81215,1764
"b'000006'","b'0.77 < MAJOR_COMMIT <= 1.29'","b'target = 0'",0.19936,433,0.18324,398,0.91917,0.02133,1.13177,5.78223e-12,0.81215,1764
"b'000007'","b'CountClassBase <= 0.9'","b'target = 0'",0.15516,337,0.14134,307,0.91098,0.01533,1.12168,4.78739e-08,0.81215,1764
"b'000008'","b'MINOR_LINE <= 1.09'","b'target = 0'",0.22192,482,0.20166,438,0.90871,0.02143,1.11889,4.82535e-11,0.81215,1764
"b'000009'","b'1.09 < MINOR_LINE <= 1.75'","b'target = 0'",0.18186,395,0.16483,358,0.90633,0.01713,1.11596,1.31058e-08,0.81215,1764
