"Rule ID","Antecedent","Consequent","Antecedent Coverage %","Antecedent Coverage","Support %","Support","Confidence","Leverage","Lift","p-value","Consequent Coverage %","Consequent Coverage"
"b'000000'","b'MAJOR_COMMIT <= 0.11'","b'target = 0'",0.23138,497,0.22765,489,0.9839,0.04184,1.22517,2.82323e-42,0.80307,1725
"b'000001'","b'0.11 < MAJOR_COMMIT <= 0.8'","b'target = 0'",0.15503,333,0.14991,322,0.96697,0.02541,1.20408,3.42768e-21,0.80307,1725
"b'000002'","b'CountDeclMethodPublic <= 0.52'","b'target = 0'",0.17644,379,0.16853,362,0.95515,0.02683,1.18936,1.83378e-20,0.80307,1725
"b'000003'","b'OWN_COMMIT <= 0.05'","b'target = 0'",0.20857,448,0.1932,415,0.92634,0.02571,1.15349,1.0086e-15,0.80307,1725
"b'000004'","b'CountClassCoupled <= 0.76'","b'target = 0'",0.19413,417,0.17784,382,0.91607,0.02194,1.1407,2.84345e-12,0.80307,1725
"b'000005'","b'18.25 < CountLineComment <= 21'","b'target = 0'",0.24209,520,0.2202,473,0.90962,0.02579,1.13267,6.45497e-14,0.80307,1725
"b'000006'","b'0.8 < MAJOR_COMMIT <= 1.38'","b'target = 0'",0.21508,462,0.1946,418,0.90476,0.02187,1.12663,3.32998e-11,0.80307,1725
"b'000007'","b'-0.105 < CountDeclInstanceVariable <= 0.38'","b'target = 0'",0.32402,696,0.28631,615,0.88362,0.0261,1.1003,1.26135e-11,0.80307,1725
"b'000008'","b'0.76 < CountClassCoupled <= 2.16'","b'target = 0'",0.22952,493,0.20112,432,0.87627,0.0168,1.09114,9.20737e-07,0.80307,1725
"b'000009'","b'-0.094 < CountDeclClassVariable <= 0.018'","b'target = 0'",0.60102,1291,0.52514,1128,0.87374,0.04247,1.088,1.13786e-23,0.80307,1725
