test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_LINE,MAJOR_LINE,proba0,proba1
80,0,16.0,11.0,1.0,8.0,0.0,2.0,2.0,243.0,5.0,0.0,35.0,0.33,0.0,93.0,1.0,0.0,12.0,2.0,4.4,0.0,1.0,0.0,0.0,1.0,1.0,0.5819350622547682,0.41806493774523196
80,1,0.0,0.0,1.0,1.0,0.0,1.0,2.0,239.0,1.0,12.0,1.0,0.41,0.0,90.0,2.0,0.0,12.0,2.0,3.8,0.0,0.0,0.0,0.0,0.6,0.0,0.9145611588545459,0.08543884114545418
80,2,0.0,0.0,1.0,0.0,0.0,10.0,1.0,206.0,1.0,1.0,7.0,2.12,0.0,83.0,1.0,2.0,2.0,3.0,3.3,1.0,0.0,0.0,0.0,0.9,2.0,0.8855520217533953,0.11444797824660458
80,3,16.0,11.0,1.0,8.0,0.0,2.0,2.0,243.0,5.0,0.0,35.0,0.33,0.0,93.0,1.0,0.0,12.0,2.0,4.4,0.0,1.0,0.0,0.0,1.0,1.0,0.5819350622547682,0.41806493774523196
104,0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,42.0,1.0,0.0,7.0,0.09,0.0,87.0,3.0,0.0,25.0,2.0,3.9,1.0,1.0,0.0,0.0,0.9,2.0,0.7407880658333388,0.2592119341666611
104,1,2.0,0.0,2.0,2.0,0.0,0.0,3.0,35.0,1.0,4.0,4.0,0.1,0.0,80.0,3.0,0.0,19.0,2.0,4.6,0.0,0.0,0.0,0.0,0.5,0.0,0.5285319949744419,0.471468005025558
104,2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,24.0,1.0,4.0,8.0,0.1,0.0,93.0,3.0,1.0,27.0,1.0,2.5,1.0,1.0,0.0,0.0,1.0,1.0,0.6846253439117939,0.3153746560882063
104,3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,24.0,1.0,4.0,8.0,0.1,0.0,93.0,3.0,1.0,27.0,1.0,2.5,1.0,1.0,0.0,0.0,1.0,1.0,0.6846253439117939,0.3153746560882063
147,0,0.0,0.0,1.0,5.0,0.0,2.0,1.0,157.0,1.0,0.0,19.0,0.71,0.0,94.0,2.0,0.0,9.0,1.0,14.2,1.0,1.0,0.0,0.0,0.5,1.0,0.5868015155470253,0.41319848445297486
147,1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,147.0,1.0,3.0,37.0,0.32,0.0,96.0,2.0,2.0,15.0,3.0,15.7,0.0,0.0,0.0,15.0,0.6,4.0,0.8298640084127966,0.17013599158720308
