test_idx,candidate_id,CountDeclMethodPrivate,AvgEssential,AvgLineComment,CountLineComment,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
1934,0,0.0,1.0,8.0,689.0,0.0,0.0,3.3,0.0,0.0,0.0,1.0,22.0,0.0,0.9,0.0,0.0,1.0,0.0,0.0,0.5,0.0,7.0,6.0,0.9014110824189501,0.09858891758105008
1934,1,0.0,1.0,8.0,678.0,0.0,0.0,3.34,0.0,0.0,0.0,1.0,22.0,0.0,0.7,0.0,0.0,1.0,0.0,0.0,0.3,0.0,7.0,6.0,0.90444535798758,0.09555464201241987
1934,2,0.0,0.0,0.0,500.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9042793760365354,0.09572062396346462
1934,3,0.0,0.0,0.0,519.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,2.0,0.0,0.7120990707428283,0.28790092925717164
1934,4,0.0,0.0,0.0,435.0,0.0,0.0,0.13,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,6.0,0.8742597697916359,0.12574023020836417
1934,5,2.0,1.0,1.0,374.0,0.0,2.0,1.54,0.0,84.0,2.0,0.0,2.0,2.0,0.9,0.0,0.0,1.0,0.2,0.0,0.3,0.0,1.0,1.0,0.6002532948700123,0.39974670512998767
1934,6,0.0,0.0,0.0,435.0,0.0,0.0,0.13,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,4.0,5.0,0.8923804540381245,0.1076195459618755
1934,7,0.0,0.0,0.0,312.0,0.0,0.0,0.15,0.0,0.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,1.0,0.7,0.0,0.0,0.0,1.0,0.0,0.8534682573027278,0.14653174269727212
1934,8,0.0,0.0,0.0,2182.0,0.0,0.0,0.16,0.0,0.0,2.0,4.0,0.0,3.0,0.0,0.0,0.0,1.0,0.8,0.0,0.5,0.0,6.0,5.0,0.9041994350715309,0.09580056492846915
1934,9,65.0,1.0,0.0,710.0,17.0,178.0,0.07,0.0,100.0,2.0,21.0,64.0,4.0,2.1,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.7771939094035499,0.22280609059645
1934,10,0.0,1.0,0.0,74.0,0.0,0.0,1.35,0.0,0.0,1.0,0.0,7.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7,0.0,2.0,1.0,0.8778911277815158,0.12210887221848434
1934,11,5.0,1.0,26.0,412.0,0.0,0.0,2.17,1.0,50.0,1.0,0.0,15.0,2.0,4.5,1.0,2.0,1.0,2.2,0.0,1.0,0.0,1.0,2.0,0.8959566368148344,0.10404336318516547
1934,12,5.0,1.0,26.0,409.0,0.0,0.0,2.1,1.0,83.0,1.0,0.0,18.0,2.0,4.4,1.0,2.0,1.0,2.1,0.0,1.0,0.0,1.0,0.0,0.9047725420968983,0.09522745790310169
