Antecedent,Antecedent Coverage %,Confidence,Lift
-1.94 < CountDeclClassMethod <= 0.24 & -0.39 < CountDeclMethodPrivate <= 0.21,0.37813,1.0,1.05561
-0.004 < OWN_COMMIT <= 0.182,0.32455,1.0,1.05561
1.22 < CountOutput_Mean <= 2.33,0.21205,0.99789,1.05339
CountClassCoupled <= 0.55,0.18705,0.99523,1.05057
MaxNesting_Mean <= 0.002,0.2692,0.99502,1.05036
CountOutput_Mean <= 1.22,0.21116,0.99366,1.04891
CountClassBase <= 0.91,0.1875,0.99286,1.04807
0.55 < CountClassCoupled <= 3.9,0.2192,0.99185,1.04701
RatioCommentToCode > 1.325,0.2,0.98884,1.04383
-1.94 < CountDeclClassMethod <= 0.24,0.51741,0.98706,1.04195
