Antecedent,Antecedent Coverage %,Confidence,Lift
-0.016 < OWN_COMMIT <= 0.079,0.3125,1.0,1.08004
0 < MaxNesting_Mean <= 0.225,0.13125,0.9966,1.07636
CountOutput_Mean <= 1.14,0.21027,0.99575,1.07545
MAJOR_LINE <= -0.175,0.09464,0.99528,1.07494
-0.67 < CountDeclClassMethod <= 0.25,0.45089,0.99505,1.07469
CountClassCoupled <= 1.1,0.22143,0.99395,1.07351
MaxNesting_Mean <= 0,0.26563,0.99328,1.07278
-0.175 < MAJOR_LINE <= 0.315,0.37098,0.99278,1.07224
CountClassBase <= 0.765,0.19241,0.99072,1.07002
PercentLackOfCohesion <= 0,0.28839,0.99071,1.07001
