Antecedent,Antecedent Coverage %,Confidence,Lift
-0.625 < CountDeclMethodPrivate <= 0.26,0.48036,0.99907,1.06416
CountClassCoupled <= 0.95,0.20313,0.9978,1.0628
CountOutput_Mean <= 1.55,0.20089,0.99778,1.06278
OWN_COMMIT <= 0,0.31875,0.9958,1.06067
PercentLackOfCohesion <= 0.2,0.28527,0.99531,1.06014
1.55 < CountOutput_Mean <= 2.55,0.19018,0.99531,1.06014
0.645 < CountDeclClass <= 1.11,0.52634,0.99491,1.05972
CountClassBase <= 0.884,0.16116,0.99446,1.05924
-0.2 < MAJOR_LINE <= 0.33,0.36295,0.99385,1.05859
0.95 < CountClassCoupled <= 4.05,0.21295,0.99371,1.05845
