Antecedent,Antecedent Coverage %,Confidence,Lift
CountOutput_Mean <= 1.34,0.20491,1.0,1.0601
CountClassCoupled <= 0.9,0.19955,1.0,1.0601
0.9 < CountClassCoupled <= 3.65,0.19777,1.0,1.0601
RatioCommentToCode > 1.43,0.19196,0.99767,1.05764
1.34 < CountOutput_Mean <= 2.42,0.19018,0.99765,1.05762
-1.68 < CountDeclClassMethod <= 0.14,0.55045,0.99757,1.05752
-0.004 < OWN_COMMIT <= 0.13,0.32589,0.99726,1.0572
-0.018 < MaxNesting_Mean <= 0.146,0.30312,0.99705,1.05698
-0.96 < CountDeclMethodPrivate <= 0.04,0.55982,0.99522,1.05503
CountClassBase <= 0.842,0.19018,0.99061,1.05015
