Antecedent,Antecedent Coverage %,Confidence,Lift
-0.019 < OWN_COMMIT <= 0.065,0.325,0.99863,1.06673
CountClassCoupled <= 0.4,0.16339,0.99727,1.06527
-0.68 < CountDeclMethodPrivate <= 0.28,0.52545,0.99575,1.06365
1.34 < CountOutput_Mean <= 2.33,0.19777,0.99549,1.06337
RatioCommentToCode > 1.3,0.19821,0.99324,1.06098
-1.56 < CountDeclClassMethod <= 0.28,0.49821,0.99283,1.06054
CountClassBase <= 0.805,0.18125,0.99261,1.0603
PercentLackOfCohesion <= 0.5,0.28973,0.9923,1.05996
MaxNesting_Mean <= 0.005,0.27545,0.9919,1.05954
CountOutput_Mean <= 1.34,0.2058,0.99132,1.05892
