Antecedent,Antecedent Coverage %,Confidence,Lift
CountClassBase <= 0.856,0.18884,1.0,1.06413
-0.002 < OWN_COMMIT <= 0.146,0.3192,0.9986,1.06264
CountOutput_Mean <= 1.38,0.20982,0.99574,1.0596
MaxNesting_Mean <= 0,0.27143,0.99507,1.05888
0.998 < CountClassBase <= 1.134,0.43571,0.99385,1.05759
-0.32 < CountDeclMethodPrivate <= 0.15,0.48438,0.99355,1.05727
CountClassCoupled <= 1.05,0.20536,0.99348,1.05719
CountInput_Mean <= 1.5,0.19955,0.99105,1.05461
0.14 < CountDeclClass <= 1.03,0.62902,0.99077,1.05431
3.85 < CountClassCoupled <= 7.9,0.22054,0.98988,1.05336
