,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,Added_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,1,1,3,2,5,1,0,4,8,1.02,0,100,2,0,12,1,3.0,1,4.55555555555556,1,1,0.571428571428571,318,0.461538461538462,0,5,0
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,0,0,1,2,1,6,3,0,5,11,0.99,0,72,2,0,12,1,2.72727272727273,1,4.09090909090909,1,1,0.2,39,0.357142857142857,0,5,2
1360,5,2,2,7,3,4,4,0,18,11,0.59,0,69,3,0,8,1,4.44444444444444,1,4.38888888888889,1,1,1.17391304347826,490,1.0,0,3,0
44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0,0,1,2,1,5,3,0,4,9,0.79,0,74,2,0,11,1,3.33333333333333,1,4.11111111111111,1,1,0.642857142857143,326,0.1,0,4,4
42,3,0,1,0,0,0,1,0,17,9,0.25,0,76,3,2,8,1,4.0,1,7.16666666666667,1,1,0.928571428571429,32,0.333333333333333,0,3,2
48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,2,0,1,0,0,3,1,0,0,5,0.39,0,0,4,0,3,1,2.0,0,1.85714285714286,1,1,0.0,22,0.428571428571429,0,2,2
92,0,0,1,0,0,13,1,0,0,7,1.2,0,0,4,0,3,1,1.0,1,1.71428571428571,1,1,0.0,28,0.5,0,1,2
90,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,0,0,1,0,0,0,1,0,1,10,0.3,0,0,1,0,2,1,1.8,0,1.2,1,1,0.416666666666667,161,0.4,0,3,0
114,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,1,0,1,0,0,0,1,0,2,7,0.27,0,91,4,0,4,1,1.5,0,2.125,1,1,0.0,228,0.428571428571429,0,3,0
94,1,0,1,0,0,0,1,0,0,1,0.54,0,0,4,0,8,1,2.0,1,5.5,5,1,0.75,79,0.2,0,2,2
115,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,0,0,1,1,0,3,1,0,5,3,0.58,1,44,2,0,10,1,3.66666666666667,2,6.66666666666667,2,1,0.0,17,0.285714285714286,0,3,0
160,2,0,1,1,2,3,1,1,0,0,0.33,2,66,2,0,15,2,4.0,3,3.0600000000000014,7,1,2.0,145,0.333333333333333,0,1,3
291,0,1,2,0,1,2,1,0,6,12,0.48,0,53,1,0,20,2,10.1538461538462,2,3.53846153846154,1,1,0.375,175,0.5,0,1,2
324,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,0,8,1,1,0,1,1,0,7,12,0.25,1,86,1,0,1,3,4.7,2,4.9,0,1,0.863636363636364,19,0.5,0,2,2
343,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,16,0,1,18,12,2,11,5,27,78,0.49,0,95,2,0,16,2,3.19191919191919,0,1.6,0,1,0.756521739130435,145,0.375,0,3,9
328,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,1,0,1,0,0,0,1,0,9,7,0.23,0,61,2,0,7,1,3.25,0,4.0,1,1,0.545454545454545,125,0.25,0,1,4
365,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,0,0,1,0,0,2,2,0,5,4,0.64,0,25,1,1,9,1,5.75,3,7.0,4,1,1.125,89,0.375,0,4,4
537,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,0,0,1,2,0,4,2,0,7,8,1.0,0,71,2,1,9,1,20.25,1,4.625,1,1,0.583333333333333,29,0.545454545454545,0,5,6
761,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,2,0,1,0,0,2,1,6,7,26,0.4,0,76,2,0,3,2,3.67647058823529,0,3.14705882352941,1,1,0.805555555555556,46,0.5,0,3,6
892,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,7,0,1,1,1,2,5,5,6,48,2.2700000000000005,1,97,4,0,38,1,2.76666666666667,0,4.26666666666667,0,1,0.454545454545455,1208,0.363636363636364,0,1,3
939,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,0,0,2,0,0,0,1,0,0,4,0.71,0,0,2,0,0,1,1.25,0,1.75,1,1,0.5,25,0.4,0,3,0
1113,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,0,0,1,0,5,3,1,1,2,56,0.75,0,40,2,1,1,3,3.87719298245614,0,1.92982456140351,1,1,0.525423728813559,11,0.75,0,2,2
1148,1,0,1,0,0,1,1,0,4,2,0.28,4,50,4,0,16,2,4.0,2,10.0,4,1,0.833333333333333,6,1.0,0,2,1
1153,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,6,16,1,2,3,1,30,0,41,147,0.11,3,97,4,2,3,2,3.50887573964497,0,9.81065088757397,0,1,1.215,766,0.53125,1,2,5
1212,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,1,0,1,10,0,3,1,0,7,11,0.78,0,89,4,0,8,1,5.75,1,3.91666666666667,1,1,0.928571428571429,6,0.466666666666667,0,4,3
1222,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,0,0,1,1,0,1,7,1,10,15,0.28,1,100,4,0,0,1,2.625,0,4.5,1,1,0.416666666666667,20,0.75,0,4,2
1230,1,0,1,0,0,1,3,0,1,13,0.18,2,50,3,0,0,1,2.42857142857143,0,5.0,1,1,0.5,57,0.75,0,4,3
1231,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237,0,2,1,0,0,1,3,0,0,11,0.31,1,0,4,0,16,1,3.82352941176471,0,3.47058823529412,1,1,0.428571428571429,10,0.6,0,1,2
1238,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1272,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1286,3,0,1,0,2,4,1,1,0,12,0.39,4,0,3,1,25,2,2.5625,0,5.75,1,1,0.421052631578947,47,0.571428571428571,0,7,2
1291,0,0,1,0,0,0,1,0,0,2,0.79,1,0,3,0,15,1,3.5,1,7.5,2,1,0.0,3,0.5,0,4,0
1296,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1297,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1308,0,0,1,0,0,0,1,0,0,52,0.1,0,0,1,1,31,1,0.615384615384615,0,3.01923076923077,1,1,0.0,83,0.5,0,2,3
1322,2,0,1,0,0,5,1,0,0,7,0.29,0,0,3,0,26,1,4.33333333333333,0,8.88888888888889,2,1,0.909090909090909,86,0.833333333333333,0,5,5
1332,1,0,2,0,0,0,1,0,10,20,0.19,1,66,3,0,21,1,2.04761904761905,0,4.95238095238095,0,1,0.740740740740741,57,0.625,0,3,2
1335,0,0,1,0,0,7,1,0,0,1,0.69,4,0,3,0,18,1,6.0,6,17.0,17,2,1.0,6,0.333333333333333,0,5,0
673,5,0,1,33,0,3,1,0,9,7,0.47,0,92,4,0,8,1,6.0,1,7.33333333333333,2,1,0.866666666666667,1,0.4,0,4,2
1184,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,0,0,1,0,0,0,1,1,2,4,0.24,0,70,4,0,6,1,2.0,1,7.6,2,1,0.857142857142857,1,0.666666666666667,0,7,2
1314,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277,,,,,,,,,,,,,,,,,,,,,,,,,,,,
