,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,AvgLineBlank,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Min,CountOutput_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE
1533,0.0,0.0,1.0,1.0,0.0,1.0,2.0,30.0,1.0,3.0,10.0,0.0,2.0,66.0,1.0,9.0,2.0,1.0,0.0,0.0,0.5,0.0,2.0,1.0,3.0
52,0.0,0.0,1.0,1.0,0.0,1.0,2.0,58.0,1.0,3.0,5.0,16.0,0.0,2.0,0.0,13.0,2.0,0.0,1.0,0.0,0.1,0.0,3.0,2.0,3.0
1537,1.0,1.0,1.0,2.0,0.0,0.0,1.0,115.0,2.0,7.0,38.0,96.0,0.0,4.0,2.0,27.0,2.0,0.0,1.0,0.0,0.1,0.0,1.0,4.0,5.0
110,0.0,0.0,1.0,25.0,0.0,0.0,1.0,22.0,1.0,0.0,8.0,3.0,0.0,3.0,0.0,9.0,1.0,0.0,0.0,0.0,0.333333333333333,0.0,5.0,0.0,1.0
1534,2.0,0.0,2.0,0.0,0.0,6.0,3.0,180.0,2.0,11.0,9.0,12.0,1.0,4.0,2.0,20.0,3.0,0.0,0.0,0.0,0.571428571428571,4.0,1.0,0.0,3.0
11,1.0,0.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,3.0,9.0,0.0,2.0,0.0,9.0,1.0,1.0,1.0,0.0,0.4,51.0,3.0,0.0,3.0
1690,3.0,0.0,1.0,91.0,0.0,1.0,1.0,167.0,1.0,4.0,25.0,18.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.428571428571429,5.0,3.0,0.0,7.0
123,0.0,0.0,1.0,4.0,0.0,2.0,2.0,246.0,1.0,0.0,3.0,84.0,0.0,1.0,1.0,10.0,1.0,0.0,1.0,0.0,0.1,0.0,4.0,4.0,4.0
348,0.0,0.0,1.0,1.0,2.0,2.0,1.0,3.0,122.0,0.0,18.0,46.0,0.0,1.0,0.0,17.0,3.0,1.0,0.0,0.0,0.714285714285714,0.0,4.0,1.0,3.0
364,0.0,0.0,14.0,2.0,0.0,0.0,1.0,37.0,2.0,4.0,14.0,26.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.5,0.0,3.0,1.0,4.0
58,4.0,0.0,2.0,0.0,0.0,4.0,3.0,132.0,4.0,1.0,13.0,25.0,1.0,3.0,0.0,19.0,2.0,0.0,1.0,0.0,0.727272727272727,0.0,3.0,3.0,6.0
1764,1.0,0.0,1.0,0.0,0.0,1.0,0.4,3.0,1.0,1.0,5.0,22.0,0.0,4.0,0.0,53.0,2.0,0.0,1.0,0.0,11.0,0.0,3.0,1.0,4.0
422,0.0,0.0,1.0,20.0,0.0,5.0,1.0,136.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,1.0,0.0,0.0,0.0,0.5,0.0,1.0,2.0,4.0
153,0.0,0.0,1.0,0.0,0.0,6.0,2.0,172.0,1.0,10.0,1.0,12.0,0.0,2.0,91.0,4.0,2.0,1.0,0.0,0.0,0.625,0.0,4.0,4.0,5.0
361,5.0,0.0,1.0,1.0,1.0,5.0,3.0,264.0,6.0,18.0,24.0,27.0,1.0,2.0,3.0,31.0,4.0,0.0,0.0,0.0,0.1,0.0,1.0,3.0,8.0
2414,1.0,0.0,1.0,1.0,0.0,6.0,6.0,103.0,1.0,0.0,12.0,10.0,8.0,2.0,0.0,11.0,2.0,1.0,1.0,0.0,0.8,0.0,4.0,2.0,2.0
1800,7.0,0.0,2.0,1.0,0.0,6.0,3.0,285.0,7.0,17.0,29.0,16.0,2.0,4.0,3.0,8.0,2.0,0.0,0.0,0.0,0.5,0.0,1.0,3.0,7.0
454,3.0,0.0,2.0,3.0,10.0,4.0,1.0,73.0,1.0,0.0,0.0,8.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,0.4,0.0,3.0,4.0,1.0
695,0.0,0.0,1.0,1.0,1.0,0.0,1.0,32.0,2.0,7.0,8.0,15.0,0.0,3.0,2.0,15.0,2.0,0.0,1.0,0.0,0.5,0.0,3.0,1.0,2.0
2906,0.0,0.0,1.0,1.0,0.0,0.0,14.0,2.0,1.0,1.0,14.0,42.0,0.0,5.0,0.0,1.0,2.0,0.0,1.0,56.0,0.5,0.0,5.0,0.0,2.0
957,0.0,0.0,1.0,0.0,7.0,0.0,1.0,62.0,1.0,4.0,4.0,67.0,0.0,3.0,1.0,16.0,3.0,0.0,1.0,0.0,0.545454545454545,0.0,4.0,5.0,5.0
923,1.0,0.0,1.0,1.0,1.0,2.0,3.0,44.0,1.0,4.0,2.0,6.0,1.0,3.0,0.0,17.0,2.0,1.0,1.0,0.0,0.5,0.0,1.0,3.0,5.0
106,1.0,0.0,1.0,1.0,0.0,2.0,0.0,71.0,3.0,8.0,7.0,13.0,0.0,2.0,0.0,2.0,5.0,0.0,0.0,0.0,0.5,0.0,2.0,3.0,5.0
987,0.0,0.0,1.0,3.0,0.0,1.0,0.5,25.0,2.0,2.0,2.0,4.0,1.0,4.0,0.0,8.0,2.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,1.0
3523,0.0,0.0,1.0,0.0,0.0,0.0,1.0,16.0,2.0,1.0,0.0,1.0,0.0,5.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
960,2.0,0.0,1.0,0.0,2.0,0.0,1.0,100.0,2.0,3.0,4.0,158.0,0.0,3.0,2.0,35.0,4.0,0.0,1.0,0.0,0.5,0.0,2.0,5.0,7.0
2489,13.0,0.0,1.0,8.0,2.0,0.0,3.0,40.0,4.0,11.0,7.0,19.0,0.0,2.0,0.0,9.0,2.0,0.0,0.0,0.0,0.1,0.0,2.0,5.0,3.0
865,1.0,0.0,2.0,0.0,3.0,6.0,4.0,29.0,1.0,7.0,3.0,5.0,2.0,3.0,1.0,19.0,1.0,1.0,1.0,0.0,0.1,0.0,2.0,4.0,3.0
377,3.0,2.0,1.0,0.0,0.0,3.0,2.0,31.0,1.0,6.0,7.0,14.0,2.0,2.0,2.0,16.0,3.0,0.0,1.0,0.0,0.5,0.0,3.0,2.0,4.0
1620,1.0,0.0,1.0,1.0,1.0,2.0,0.0,18.0,1.0,7.0,9.0,10.0,1.0,3.0,0.0,8.0,1.0,1.0,1.0,0.0,0.4,0.0,3.0,3.0,3.0
2513,0.0,0.0,1.0,1.0,0.0,0.0,0.0,37.0,2.0,6.0,11.0,0.0,0.0,3.0,0.0,9.0,1.0,0.0,0.0,0.0,0.428571428571429,0.0,4.0,3.0,2.0
