,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,AvgLineBlank,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Min,CountOutput_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE
52,16.0,0.0,1.0,1.0,0.0,1.0,2.0,58.0,1.0,3.0,5.0,13.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.666666666666667,0.0,3.0,2.0,3.0
11,9.0,0.0,1.0,1.0,3.0,2.0,2.0,51.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,4.0,1.0,1.0,1.0,0.0,0.4,0.0,3.0,3.0,3.0
1533,0.0,0.0,1.0,1.0,0.0,1.0,2.0,66.0,30.0,3.0,10.0,1.0,0.0,1.0,1.0,9.0,2.0,1.0,0.0,0.0,0.5,0.0,2.0,2.0,3.0
1534,2.0,0.0,2.0,0.0,0.0,6.0,3.0,180.0,12.0,11.0,9.0,20.0,1.0,4.0,2.0,2.0,3.0,0.0,0.0,0.0,0.571428571428571,0.0,1.0,3.0,4.0
1537,1.0,1.0,1.0,2.0,0.0,0.0,1.0,115.0,96.0,7.0,38.0,27.0,0.0,4.0,2.0,1.0,2.0,0.0,1.0,0.0,0.428571428571429,0.0,1.0,4.0,5.0
110,0.0,0.0,1.0,0.0,0.0,0.0,1.0,22.0,25.0,0.0,8.0,1.0,0.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,0.333333333333333,0.0,5.0,3.0,1.0
123,0.0,0.0,1.0,4.0,0.0,2.0,2.0,246.0,84.0,0.0,3.0,10.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.571428571428571,0.0,4.0,4.0,4.0
364,0.0,0.0,1.0,0.0,0.0,0.0,1.0,37.0,2.0,4.0,14.0,14.0,26.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.5,0.0,3.0,2.0,4.0
1764,22.0,0.0,1.0,0.0,0.0,1.0,1.0,53.0,11.0,1.0,5.0,1.0,0.0,4.0,0.0,1.0,2.0,0.0,1.0,0.0,0.4,0.0,3.0,3.0,4.0
422,0.0,20.0,1.0,0.0,0.0,5.0,1.0,136.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.5,0.0,1.0,2.0,4.0
454,1.0,0.0,2.0,3.0,10.0,4.0,4.0,73.0,3.0,0.0,0.0,3.0,1.0,1.0,0.0,8.0,1.0,0.0,1.0,0.0,0.4,0.0,3.0,4.0,1.0
695,0.0,0.0,1.0,1.0,1.0,0.0,1.0,32.0,2.0,7.0,8.0,15.0,15.0,3.0,2.0,0.0,2.0,0.0,1.0,0.0,0.5,0.0,3.0,2.0,2.0
2489,24.0,0.0,1.0,8.0,2.0,0.0,3.0,40.0,13.0,11.0,7.0,4.0,19.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2,0.0,2.0,5.0,3.0
2414,3.0,0.0,1.0,1.0,0.0,6.0,6.0,103.0,10.0,0.0,12.0,8.0,11.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,0.8,0.0,4.0,2.0,2.0
2617,6.0,0.0,1.0,1.0,0.0,1.0,3.0,48.0,12.0,6.0,3.0,2.0,1.0,3.0,0.0,4.0,1.0,1.0,1.0,0.0,0.428571428571429,0.0,3.0,4.0,5.0
2513,0.0,0.0,1.0,1.0,0.0,0.0,2.0,37.0,3.0,6.0,11.0,0.0,22.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,0.428571428571429,0.0,4.0,5.0,2.0
2906,0.0,0.0,1.0,1.0,0.0,0.0,1.0,56.0,42.0,1.0,14.0,14.0,0.0,5.0,0.0,1.0,2.0,0.0,1.0,0.0,0.5,0.0,5.0,2.0,2.0
106,13.0,0.0,1.0,1.0,0.0,2.0,2.0,71.0,0.0,8.0,7.0,2.0,17.0,2.0,0.0,1.0,5.0,0.0,0.0,0.0,0.5,0.0,2.0,3.0,5.0
923,6.0,0.0,1.0,1.0,1.0,2.0,3.0,44.0,1.0,4.0,2.0,1.0,19.0,3.0,0.0,1.0,2.0,1.0,1.0,0.0,0.5,0.0,1.0,3.0,5.0
1620,1.0,0.0,1.0,1.0,1.0,2.0,3.0,60.0,11.0,7.0,9.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.4,0.0,3.0,3.0,3.0
957,67.0,0.0,1.0,1.0,7.0,0.0,1.0,62.0,16.0,4.0,4.0,1.0,0.0,3.0,1.0,0.0,3.0,0.0,1.0,0.0,0.545454545454545,0.0,4.0,5.0,5.0
956,0.0,0.0,2.0,1.0,0.0,5.0,5.0,136.0,11.0,9.0,3.0,22.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,0.5,0.0,3.0,2.0,7.0
3523,2.0,0.0,1.0,0.0,0.0,0.0,1.0,16.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
