,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,AvgLineBlank,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Min,CountOutput_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE
11,1.0,0.0,1.0,1.0,32.0,2.0,2.0,51.0,21.0,1.0,3.0,112.0,0.0,2.0,0.0,9.0,1.0,1.0,1.0,0.0,0.4,0.0,3.0,3.0,3.0
38,0.0,114.0,1.0,0.0,0.0,6.0,1.0,768.0,1.0,0.0,0.0,121.0,0.0,2.0,1.0,40.0,2.0,89.0,0.0,0.0,0.375,0.0,3.0,4.0,9.0
52,0.0,0.0,1.0,1.0,0.0,1.0,2.0,58.0,1.0,3.0,5.0,16.0,0.0,2.0,132.0,13.0,2.0,51.0,1.0,0.0,0.666666666666667,0.0,3.0,2.0,3.0
58,4.0,25.0,2.0,1.0,0.0,4.0,3.0,17.0,4.0,9.0,13.0,25.0,1.0,3.0,0.0,19.0,2.0,0.0,1.0,0.0,0.727272727272727,0.0,3.0,3.0,6.0
1533,0.0,0.0,1.0,1.0,18.0,1.0,2.0,66.0,1.0,3.0,10.0,72.0,0.0,1.0,1.0,9.0,2.0,1.0,0.0,0.0,0.5,0.0,2.0,2.0,3.0
1534,2.0,0.0,2.0,0.0,32.0,6.0,3.0,180.0,2.0,11.0,9.0,12.0,1.0,4.0,109.0,20.0,3.0,0.0,0.0,0.0,0.571428571428571,0.0,1.0,3.0,4.0
1537,1.0,1.0,1.0,2.0,12.0,0.0,1.0,403.0,2.0,7.0,38.0,96.0,0.0,4.0,2.0,27.0,2.0,0.0,1.0,0.0,0.428571428571429,0.0,1.0,4.0,5.0
106,1.0,0.0,1.0,1.0,0.0,2.0,2.0,71.0,3.0,8.0,7.0,13.0,0.0,2.0,0.0,17.0,5.0,79.0,0.0,0.0,0.5,0.0,2.0,3.0,5.0
110,0.0,0.0,1.0,0.0,11.0,0.0,1.0,22.0,1.0,0.0,8.0,25.0,0.0,3.0,243.0,9.0,1.0,0.0,0.0,0.0,0.333333333333333,0.0,5.0,3.0,1.0
123,0.0,0.0,1.0,4.0,0.0,2.0,2.0,246.0,1.0,0.0,3.0,84.0,0.0,1.0,1.0,10.0,1.0,82.0,1.0,0.0,0.571428571428571,0.0,4.0,4.0,4.0
153,0.0,0.0,1.0,1.0,17.0,6.0,1.0,27.0,1.0,10.0,1.0,12.0,0.0,2.0,179.0,12.0,2.0,1.0,0.0,0.0,0.625,0.0,4.0,4.0,5.0
1620,1.0,0.0,1.0,1.0,1.0,2.0,3.0,154.0,1.0,0.0,0.0,10.0,1.0,3.0,0.0,2.0,1.0,87.0,1.0,0.0,0.4,0.0,3.0,3.0,3.0
1690,3.0,0.0,1.0,0.0,23.0,1.0,1.0,167.0,1.0,4.0,25.0,91.0,0.0,3.0,0.0,61.0,2.0,0.0,1.0,0.0,0.428571428571429,0.0,3.0,5.0,7.0
1742,1.0,2.0,1.0,0.0,28.0,8.0,1.0,249.0,1.0,11.0,7.0,181.0,0.0,3.0,27.0,94.0,2.0,0.0,0.0,0.0,0.5,0.0,4.0,3.0,8.0
