test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_LINE,OWN_COMMIT,MINOR_COMMIT,MAJOR_LINE,proba0,proba1
20,0,1.0,1.0,1.0,0.0,0.0,9.0,174.0,1.0,0.0,13.0,13.0,0.53,80.0,0.0,0.0,15.0,2.0,5.46666666666667,1.0,1.0,1.47058823529412,0.0,3.0,0.8,0.333333333333333,0.0,2.0,0.7400682828358677,0.2599317171641322
25,0,6.0,7.0,2.0,230.0,0.0,13.0,426.0,1.0,10.0,13.0,5.0,0.46,90.0,3.0,2.0,19.0,2.0,7.07142857142857,1.0,2.0,2.2,0.0,6.0,0.615776081424936,0.2,0.0,5.0,0.539758209946752,0.46024179005324795
25,1,7.0,83.0,1.0,1.0,0.0,11.0,441.0,1.0,0.0,7.0,1.0,0.61,87.0,6.0,0.0,26.0,1.0,9.81081081081081,3.0,1.0,1.20512820512821,0.0,0.0,0.955520254169976,1.0,0.0,3.0,0.6333962083048457,0.36660379169515434
25,2,2.0,0.0,1.0,0.0,0.0,25.0,440.0,3.0,3.0,7.0,9.0,10.27,68.0,1.0,0.0,10.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,0.851990049751244,0.0,0.0,3.0,0.6204083432632052,0.3795916567367948
25,3,0.0,0.0,1.0,3.0,0.0,42.0,403.0,1.0,0.0,7.0,7.0,2.0,85.0,2.0,1.0,3.0,2.0,6.0,0.0,1.0,1.11111111111111,2.0,6.0,0.971851851851852,1.0,0.0,3.0,0.6405099832733426,0.3594900167266575
30,0,2.0,1.0,1.0,243.0,0.0,11.0,223.0,1.0,0.0,9.0,13.0,0.68,80.0,4.0,0.0,28.0,1.0,4.1875,1.0,1.0,1.11111111111111,0.0,27.0,0.974317817014446,0.625,0.0,2.0,0.5947554131161278,0.40524458688387216
30,1,0.0,78.0,2.0,0.0,0.0,9.0,219.0,1.0,0.0,81.0,12.0,0.71,90.0,4.0,0.0,30.0,2.0,2.8,0.0,0.0,1.68181818181818,0.0,26.0,0.944356120826709,0.333333333333333,0.0,4.0,0.5674522539901528,0.4325477460098472
41,0,3.0,1.0,1.0,259.0,7.0,5.0,427.0,1.0,1.0,3.0,62.0,0.73,82.0,2.0,0.0,9.0,2.0,3.74626865671642,0.0,1.0,0.666666666666667,0.0,14.0,0.981880931837791,1.0,0.0,3.0,0.5528682747706622,0.44713172522933764
44,0,20.0,0.0,1.0,4.0,1.0,1.0,257.0,9.0,0.0,7.0,17.0,0.38,10.0,4.0,1.0,8.0,2.0,3.02702702702703,0.0,1.0,0.883720930232558,0.0,0.0,0.965804066543438,0.0,0.0,2.0,0.5090541047540665,0.4909458952459335
44,1,16.0,72.0,1.0,4.0,3.0,4.0,239.0,2.0,0.0,7.0,18.0,0.56,93.0,2.0,0.0,1.0,1.0,3.70588235294118,0.0,1.0,0.756756756756757,1.0,1.0,0.946428571428571,1.0,0.0,0.0,0.5677948899787648,0.432205110021235
67,0,2.0,0.0,1.0,9.0,0.0,7.0,532.0,1.0,49.0,15.0,61.0,0.86,94.0,3.0,0.0,28.0,3.0,10.2063492063492,0.0,1.0,0.707692307692308,0.0,42.0,0.95810705973623,0.5,0.0,3.0,0.5257163424841989,0.4742836575158009
71,0,4.0,2.0,1.0,9.0,1.0,7.0,981.0,1.0,27.0,11.0,4.0,0.81,96.0,1.0,1.0,24.0,4.0,6.15454545454545,0.0,0.0,0.785714285714286,0.0,76.0,0.931059772643931,0.666666666666667,0.0,5.0,0.5077787979846767,0.4922212020153231
71,1,7.0,95.0,2.0,5.0,0.0,31.0,1114.0,1.0,3.0,40.0,22.0,0.85,89.0,1.0,1.0,28.0,2.0,7.42424242424242,0.0,0.0,1.94285714285714,0.0,0.0,0.694776119402985,0.0,0.0,4.0,0.5097241867224267,0.4902758132775732
80,0,1.0,0.0,1.0,0.0,1.0,6.0,200.0,1.0,0.0,11.0,25.0,2.71,83.0,2.0,0.0,10.0,1.0,8.88461538461539,0.0,1.0,0.357142857142857,0.0,0.0,0.785249457700651,1.0,0.0,3.0,0.5389835136467246,0.46101648635327536
80,1,0.0,1.0,2.0,0.0,1.0,6.0,194.0,1.0,60.0,11.0,19.0,0.67,93.0,2.0,17.0,21.0,1.0,6.44,0.0,0.0,1.03703703703704,0.0,5.0,0.913357400722022,0.5,0.0,2.0,0.5131532160099874,0.48684678399001263
85,0,2.0,88.0,1.0,0.0,1.0,7.0,529.0,1.0,0.0,18.0,59.0,0.97,93.0,1.0,0.0,17.0,4.0,1.9672131147541,0.0,0.0,0.3,0.0,13.0,0.952177625960717,0.333333333333333,0.0,3.0,0.5216217178601201,0.4783782821398801
88,0,1.0,0.0,5.0,18.0,2.0,4.0,59.0,1.0,0.0,0.0,2.0,0.5,37.0,1.0,0.0,6.0,1.0,27.3333333333333,0.0,1.0,1.4,0.0,0.0,0.486187845303867,0.0,0.0,1.0,0.5123428389542476,0.4876571610457524
120,0,0.0,95.0,1.0,0.0,0.0,5.0,425.0,1.0,1.0,33.0,50.0,0.76,92.0,1.0,1.0,39.0,2.0,3.06451612903226,0.0,1.0,0.421875,0.0,26.0,0.916379310344828,0.333333333333333,0.0,5.0,0.5780442469063435,0.4219557530936564
