test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_LINE,MINOR_COMMIT,MAJOR_LINE,proba0,proba1,num_features_changed
10,0,20.0,0.0,2.0,0.0,1.0,7.0,542.0,1.0,0.0,9.0,3.0,0.99,5.0,89.0,1.0,0.0,0.0,1.0,4.52173913043478,0.0,2.0,1.48,0.0,6.0,0.914331465172138,0.0,2.0,0.57,0.43,2
10,1,1.0,0.0,2.0,0.0,1.0,7.0,23.0,1.0,0.0,1.0,3.0,0.99,5.0,89.0,1.0,0.0,0.0,1.0,4.52173913043478,0.0,2.0,1.48,0.0,6.0,0.914331465172138,0.0,2.0,0.84,0.16,4
10,2,1.0,0.0,2.0,0.0,1.0,7.0,23.0,1.0,0.0,1.0,3.0,0.31,5.0,89.0,1.0,0.0,0.0,1.0,4.52173913043478,0.0,2.0,1.48,0.0,6.0,0.914331465172138,0.0,2.0,0.89,0.11,5
10,3,1.0,0.0,2.0,0.0,1.0,7.0,23.0,1.0,0.0,0.0,3.0,0.31,5.0,89.0,1.0,0.0,0.0,1.0,4.52173913043478,0.0,2.0,1.48,0.0,6.0,0.914331465172138,0.0,2.0,0.9,0.1,5
10,4,20.0,0.0,2.0,0.0,1.0,7.0,23.0,1.0,0.0,13.0,3.0,0.99,5.0,89.0,1.0,0.0,0.0,1.0,4.52173913043478,0.0,2.0,1.48,0.0,6.0,0.914331465172138,0.0,2.0,0.6,0.4,2
10,5,20.0,0.0,2.0,0.0,1.0,7.0,23.0,1.0,0.0,13.0,3.0,0.99,5.0,0.0,1.0,0.0,0.0,1.0,4.52173913043478,0.0,2.0,1.48,0.0,6.0,0.914331465172138,0.0,2.0,0.67,0.33,3
10,6,20.0,0.0,2.0,0.0,1.0,4.0,542.0,1.0,0.0,13.0,3.0,0.31,5.0,89.0,1.0,0.0,0.0,1.0,4.52173913043478,0.0,2.0,1.48,0.0,6.0,0.914331465172138,0.0,2.0,0.53,0.47,3
10,7,20.0,98.0,2.0,0.0,1.0,4.0,542.0,1.0,0.0,13.0,3.0,0.31,5.0,89.0,1.0,0.0,0.0,1.0,4.52173913043478,0.0,2.0,1.48,0.0,6.0,0.914331465172138,0.0,2.0,0.55,0.45,4
10,8,20.0,0.0,2.0,0.0,1.0,7.0,23.0,1.0,0.0,13.0,3.0,0.31,5.0,89.0,1.0,0.0,0.0,1.0,4.52173913043478,0.0,2.0,1.48,0.0,6.0,0.914331465172138,0.0,2.0,0.65,0.35,3
10,9,20.0,0.0,2.0,0.0,1.0,7.0,23.0,1.0,0.0,13.0,3.0,0.99,5.0,89.0,1.0,0.0,5.0,1.0,4.52173913043478,0.0,2.0,1.48,0.0,6.0,0.914331465172138,0.0,2.0,0.61,0.39,3
10,10,20.0,0.0,2.0,6.0,1.0,7.0,542.0,1.0,0.0,13.0,3.0,0.99,5.0,92.0,1.0,0.0,0.0,1.0,4.52173913043478,0.0,2.0,1.48,0.0,6.0,0.914331465172138,0.0,2.0,0.51,0.49,3
10,11,1.0,0.0,2.0,0.0,1.0,7.0,542.0,1.0,0.0,13.0,3.0,0.99,5.0,89.0,1.0,0.0,0.0,1.0,4.52173913043478,0.0,2.0,1.48,0.0,6.0,0.914331465172138,0.0,2.0,0.51,0.49,2
10,12,0.0,0.0,2.0,0.0,1.0,7.0,542.0,1.0,0.0,13.0,3.0,0.99,5.0,89.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.48,0.0,6.0,0.914331465172138,0.0,2.0,0.6,0.4,3
10,13,0.0,0.0,2.0,0.0,1.0,7.0,542.0,1.0,0.0,13.0,3.0,0.99,5.0,89.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.48,0.0,6.0,0.914331465172138,0.0,0.0,0.64,0.36,4
10,14,0.0,0.0,2.0,0.0,1.0,7.0,542.0,1.0,0.0,13.0,3.0,0.99,5.0,72.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.48,0.0,6.0,0.914331465172138,0.0,0.0,0.66,0.34,5
10,15,20.0,0.0,2.0,0.0,1.0,7.0,23.0,1.0,0.0,13.0,3.0,0.99,5.0,89.0,1.0,0.0,0.0,1.0,4.52173913043478,0.0,2.0,1.48,0.0,6.0,0.914331465172138,0.0,0.0,0.63,0.37,3
10,16,20.0,1.0,2.0,0.0,1.0,7.0,23.0,1.0,0.0,13.0,3.0,0.99,5.0,89.0,1.0,0.0,0.0,1.0,4.52173913043478,0.0,2.0,1.48,0.0,6.0,0.914331465172138,0.0,0.0,0.64,0.36,4
1955,0,50.0,0.0,1.0,59.0,1.0,3.0,23.0,3.0,0.0,18.0,24.0,0.5,1.0,97.0,2.0,0.0,3.0,1.0,4.54054054054054,1.0,0.0,0.564102564102564,0.0,1604.0,0.929274292742927,0.0,0.0,0.52,0.48,1
1955,1,50.0,0.0,1.0,59.0,1.0,3.0,15.0,3.0,0.0,18.0,24.0,0.5,1.0,97.0,2.0,0.0,3.0,1.0,4.54054054054054,1.0,0.0,0.564102564102564,0.0,17.0,0.929274292742927,0.0,0.0,0.58,0.42,2
1955,2,50.0,0.0,1.0,59.0,1.0,3.0,15.0,3.0,0.0,18.0,24.0,0.5,1.0,97.0,2.0,0.0,3.0,1.0,4.54054054054054,1.0,0.0,0.0,0.0,17.0,0.929274292742927,0.0,0.0,0.6,0.4,3
1955,3,50.0,0.0,1.0,59.0,1.0,3.0,15.0,3.0,0.0,18.0,24.0,3.1,1.0,97.0,2.0,0.0,3.0,1.0,4.54054054054054,1.0,0.0,0.0,0.0,17.0,0.929274292742927,0.0,0.0,0.61,0.39,4
1955,4,50.0,0.0,1.0,59.0,1.0,3.0,15.0,3.0,0.0,18.0,24.0,0.5,1.0,0.0,2.0,0.0,3.0,1.0,4.54054054054054,1.0,0.0,0.564102564102564,0.0,17.0,0.929274292742927,0.0,0.0,0.65,0.35,3
1955,5,50.0,0.0,1.0,59.0,1.0,3.0,15.0,3.0,0.0,18.0,24.0,0.5,1.0,0.0,2.0,0.0,3.0,1.0,4.54054054054054,1.0,0.0,0.8,0.0,17.0,0.929274292742927,0.0,0.0,0.66,0.34,4
1955,6,50.0,0.0,1.0,59.0,1.0,3.0,15.0,3.0,0.0,3.0,24.0,0.5,1.0,0.0,2.0,0.0,3.0,1.0,4.54054054054054,1.0,0.0,0.564102564102564,0.0,17.0,0.929274292742927,0.0,0.0,0.71,0.29,4
1955,7,50.0,0.0,1.0,59.0,1.0,3.0,15.0,3.0,0.0,3.0,24.0,0.5,1.0,0.0,2.0,0.0,3.0,1.0,4.54054054054054,1.0,0.0,0.564102564102564,0.0,17.0,1.0,0.0,0.0,0.72,0.28,5
1955,8,50.0,0.0,1.0,59.0,1.0,3.0,15.0,3.0,0.0,18.0,24.0,0.5,1.0,0.0,2.0,0.0,3.0,1.0,4.54054054054054,1.0,0.0,0.564102564102564,0.0,1604.0,0.929274292742927,0.0,0.0,0.56,0.44,2
1955,9,50.0,1.0,1.0,59.0,1.0,3.0,15.0,3.0,0.0,18.0,24.0,0.5,1.0,0.0,2.0,0.0,3.0,1.0,4.54054054054054,1.0,0.0,0.564102564102564,0.0,1604.0,0.929274292742927,0.0,0.0,0.57,0.43,3
1955,10,50.0,0.0,1.0,59.0,1.0,3.0,15.0,3.0,0.0,18.0,24.0,0.5,1.0,97.0,2.0,0.0,3.0,1.0,4.54054054054054,1.0,0.0,0.0,0.0,1604.0,0.929274292742927,0.0,0.0,0.55,0.45,2
1955,11,50.0,0.0,1.0,59.0,1.0,3.0,15.0,3.0,0.0,18.0,24.0,29.08,1.0,97.0,2.0,0.0,3.0,1.0,4.54054054054054,1.0,0.0,0.0,0.0,1604.0,0.929274292742927,0.0,0.0,0.57,0.43,3
1955,12,50.0,0.0,1.0,321.0,1.0,3.0,15.0,3.0,0.0,18.0,24.0,29.08,1.0,97.0,2.0,0.0,3.0,1.0,4.54054054054054,1.0,0.0,0.0,0.0,1604.0,0.929274292742927,0.0,0.0,0.58,0.42,4
1955,13,50.0,0.0,1.0,59.0,1.0,3.0,15.0,3.0,0.0,18.0,24.0,0.5,1.0,97.0,2.0,0.0,3.0,1.0,4.54054054054054,337.0,0.0,0.564102564102564,0.0,17.0,0.929274292742927,0.0,0.0,0.6,0.4,3
1955,14,50.0,0.0,1.0,59.0,1.0,3.0,15.0,13.0,0.0,18.0,24.0,0.5,1.0,97.0,2.0,0.0,3.0,1.0,4.54054054054054,337.0,0.0,0.564102564102564,0.0,17.0,0.929274292742927,0.0,0.0,0.61,0.39,4
1955,15,50.0,0.0,1.0,59.0,1.0,3.0,15.0,3.0,0.0,18.0,24.0,0.5,1.0,0.0,2.0,0.0,3.0,1.0,4.54054054054054,0.0,0.0,0.564102564102564,0.0,1604.0,0.929274292742927,0.0,0.0,0.57,0.43,3
1955,16,50.0,0.0,1.0,59.0,1.0,3.0,15.0,3.0,0.0,18.0,24.0,29.08,1.0,0.0,2.0,0.0,3.0,1.0,4.54054054054054,0.0,0.0,0.564102564102564,0.0,1604.0,0.929274292742927,0.0,0.0,0.59,0.41,4
