Antecedent,Antecedent Coverage %,Confidence,Lift
CountLineComment <= 29.5 & -37 < Added_lines <= 2.5,0.11161,0.996,1.45439
MaxNesting_Mean <= 0.11 & -37 < Added_lines <= 2.5,0.12455,0.98925,1.44453
OWN_COMMIT <= 0.01 & -0.16 < CountDeclMethodPrivate <= 0.37,0.13839,0.9871,1.44139
0.87 < MaxInheritanceTree <= 1.48 & -0.02 < MAJOR_LINE <= 0.52,0.05804,0.97692,1.42654
OWN_COMMIT <= 0.01 & -37 < Added_lines <= 2.5,0.2433,0.9633,1.40665
-0.87 < CountDeclClassMethod <= 0.25 & -37 < Added_lines <= 2.5,0.275,0.95617,1.39623
0.7 < CountClassCoupled <= 2.9 & -0.87 < CountDeclClassMethod <= 0.25,0.09241,0.95169,1.38969
-0.16 < CountDeclMethodPrivate <= 0.37 & -37 < Added_lines <= 2.5,0.25848,0.95164,1.38962
-37 < Added_lines <= 2.5 & -1.34 < CountDeclClassVariable <= 0.28,0.2808,0.94913,1.38595
-0.02 < MAJOR_LINE <= 0.52 & -0.16 < CountDeclMethodPrivate <= 0.37,0.16741,0.93067,1.35899
