test_idx,candidate_id,CountDeclMethodPrivate,AvgEssential,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
4,0,5.0,2.0,5.0,4.0,110.0,4.0,4.0,0.2,3.0,88.0,1.0,0.0,27.0,2.0,4.52380952380952,27.0,1.0,1.0,2.03703703703704,0.0,0.6,0.0,7.0,6.0,0.5666928852919851,0.4333071147080149
4,1,8.0,1.0,3.0,2.0,110.0,4.0,11.0,0.2,1.0,82.0,2.0,0.0,21.0,2.0,3.66666666666667,0.0,1.0,1.0,1.5,2.0,0.333333333333333,0.0,2.0,4.0,0.6514372048479546,0.34856279515204525
4,2,4.0,1.0,1.0,2.0,98.0,3.0,4.0,0.26,1.0,87.0,2.0,1.0,26.0,2.0,4.0,18.0,0.0,1.0,1.2962962962963,0.0,1.0,0.0,2.0,4.0,0.5313841051722576,0.4686158948277426
4,3,3.0,2.0,2.0,6.0,103.0,1.0,5.0,0.28,17.0,86.0,3.0,0.0,130.0,2.0,5.84615384615385,0.0,1.0,1.0,1.4,0.0,0.666666666666667,0.0,6.0,5.0,0.5249634631120308,0.4750365368879691
24,0,5.0,16.0,20.0,0.0,194.0,2.0,276.0,0.29,0.0,98.0,2.0,1.0,3.0,1.0,9.82692307692308,0.0,1.0,0.0,0.428571428571429,0.0,0.357142857142857,1.0,4.0,13.0,0.5592064548106476,0.44079354518935243
24,1,9.0,1.0,0.0,6.0,215.0,2.0,1119.0,0.29,2.0,89.0,2.0,0.0,33.0,2.0,7.25,0.0,1.0,1.0,2.0,0.0,1.0,0.0,4.0,6.0,0.6909577410739045,0.3090422589260953
24,2,37.0,1.0,55.0,0.0,374.0,62.0,863.0,0.08,0.0,100.0,3.0,13.0,22.0,4.0,1.92005813953488,0.0,0.0,0.0,0.551181102362205,0.0,0.0,0.0,6.0,0.0,0.566962666868344,0.43303733313165593
101,0,2.0,1.0,0.0,1.0,652.0,1.0,8.0,1.63,0.0,96.0,1.0,59.0,4.0,2.0,0.594059405940594,0.0,0.0,1.0,0.144230769230769,2.0,0.5,0.0,5.0,1.0,0.5916570975779708,0.40834290242202914
101,1,9.0,1.0,10.0,7.0,666.0,3.0,3.0,23.52,0.0,93.0,1.0,0.0,43.0,2.0,9.04545454545454,0.0,1.0,1.0,1.32608695652174,0.0,0.5,0.0,4.0,11.0,0.5584516422258585,0.44154835777414164
101,2,275.0,1.0,97.0,3.0,503.0,14.0,10.0,0.32,0.0,100.0,2.0,28.0,63.0,2.0,4.71774193548387,0.0,1.0,0.0,1.08391608391608,0.0,0.375,0.0,6.0,6.0,0.5593587412285274,0.44064125877147275
