test_idx,candidate_id,CountDeclMethodPrivate,AvgEssential,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
4,0,5.0,2.0,5.0,3.0,112.0,6.0,4.0,0.18,2.0,88.0,1.0,0.0,27.0,2.0,4.54166666666667,1.0,1.0,1.0,1.84375,5.0,0.3,0.0,7.0,8.0,0.5691541757655538,0.43084582423444623
4,1,5.0,2.0,5.0,3.0,112.0,6.0,4.0,0.18,2.0,88.0,1.0,0.0,27.0,4.0,4.54166666666667,1.0,1.0,1.0,1.84375,4.0,1.0,0.0,7.0,8.0,0.5686622078423265,0.43133779215767326
4,2,5.0,2.0,5.0,3.0,112.0,6.0,4.0,0.18,2.0,88.0,1.0,0.0,27.0,2.0,4.54166666666667,1.0,1.0,1.0,5.0,2.0,1.0,0.0,7.0,8.0,0.5646704281031689,0.435329571896831
4,3,5.0,2.0,5.0,3.0,112.0,6.0,4.0,0.18,2.0,88.0,1.0,0.0,27.0,2.0,4.54166666666667,1.0,1.0,1.0,2.0,4.0,0.4,0.0,7.0,8.0,0.5816443379323192,0.41835566206768093
4,4,5.0,2.0,5.0,3.0,112.0,6.0,4.0,0.18,2.0,88.0,1.0,0.0,27.0,2.0,4.54166666666667,1.0,1.0,1.0,3.3,3.0,1.0,0.0,7.0,9.0,0.5792106083961808,0.42078939160381923
4,5,5.0,2.0,5.0,3.0,112.0,6.0,4.0,0.18,2.0,88.0,1.0,0.0,27.0,2.0,4.54166666666667,1.0,1.0,1.0,1.84375,5.0,1.0,0.0,7.0,11.0,0.5632402841294833,0.43675971587051654
4,6,5.0,2.0,5.0,3.0,112.0,6.0,4.0,0.18,2.0,88.0,1.0,0.0,27.0,2.0,4.54166666666667,1.0,1.0,1.0,0.1,3.0,1.0,0.0,7.0,13.0,0.5323339930433384,0.4676660069566615
4,7,5.0,2.0,5.0,3.0,112.0,6.0,4.0,0.18,2.0,88.0,1.0,0.0,27.0,2.0,4.54166666666667,1.0,1.0,1.0,5.5,0.0,1.0,0.0,7.0,14.0,0.5305662225725998,0.46943377742740033
4,8,5.0,2.0,5.0,3.0,112.0,6.0,4.0,0.18,2.0,88.0,1.0,0.0,27.0,5.0,4.54166666666667,1.0,1.0,1.0,1.6,5.0,1.0,0.0,7.0,8.0,0.5625738587859678,0.43742614121403234
4,9,5.0,2.0,5.0,3.0,112.0,6.0,4.0,0.18,2.0,88.0,1.0,0.0,27.0,2.0,4.54166666666667,1.0,1.0,1.0,2.3,5.0,1.0,0.0,7.0,8.0,0.5702043896132414,0.42979561038675856
4,10,5.0,2.0,5.0,3.0,112.0,6.0,4.0,0.18,2.0,88.0,1.0,0.0,27.0,2.0,4.54166666666667,1.0,1.0,1.0,1.8,3.0,1.0,0.0,7.0,8.0,0.5676476686098856,0.4323523313901143
4,11,5.0,2.0,5.0,3.0,112.0,6.0,4.0,0.18,2.0,88.0,1.0,0.0,27.0,1.0,4.54166666666667,1.0,1.0,1.0,5.1,1.0,1.0,0.0,7.0,8.0,0.5150521815288777,0.4849478184711224
4,12,5.0,2.0,5.0,3.0,112.0,6.0,4.0,0.18,2.0,88.0,1.0,0.0,27.0,5.0,4.54166666666667,1.0,1.0,1.0,1.84375,5.0,1.0,0.0,7.0,8.0,0.5627601424274494,0.43723985757255046
4,13,5.0,2.0,5.0,3.0,112.0,6.0,4.0,0.18,2.0,88.0,1.0,0.0,27.0,2.0,4.54166666666667,1.0,1.0,1.0,5.1,0.0,1.0,0.0,7.0,13.0,0.5061472684032429,0.4938527315967571
4,14,5.0,2.0,5.0,3.0,112.0,6.0,4.0,0.18,2.0,88.0,1.0,0.0,27.0,2.0,4.54166666666667,1.0,1.0,1.0,1.2,5.0,0.2,0.0,7.0,8.0,0.567765851796965,0.43223414820303485
4,15,5.0,2.0,5.0,3.0,112.0,6.0,4.0,0.18,2.0,88.0,1.0,0.0,27.0,5.0,4.54166666666667,1.0,1.0,1.0,1.84375,5.0,1.0,0.0,7.0,14.0,0.5594907059134011,0.4405092940865988
4,16,5.0,2.0,5.0,3.0,112.0,6.0,4.0,0.18,2.0,88.0,1.0,0.0,27.0,5.0,4.54166666666667,1.0,1.0,1.0,1.84375,5.0,1.0,0.0,7.0,5.0,0.5655988760234276,0.4344011239765725
4,17,5.0,2.0,5.0,3.0,112.0,6.0,4.0,0.18,2.0,88.0,1.0,0.0,27.0,2.0,4.54166666666667,1.0,1.0,1.0,5.5,2.0,1.0,0.0,7.0,8.0,0.5725810740557278,0.42741892594427233
4,18,5.0,2.0,5.0,3.0,112.0,6.0,4.0,0.18,2.0,88.0,1.0,0.0,27.0,2.0,4.54166666666667,1.0,1.0,1.0,3.2,5.0,1.0,0.0,7.0,11.0,0.5636287430168374,0.4363712569831624
4,19,5.0,2.0,5.0,3.0,112.0,6.0,4.0,0.18,2.0,88.0,1.0,0.0,27.0,2.0,4.54166666666667,1.0,1.0,1.0,4.5,2.0,1.0,0.0,7.0,9.0,0.5527546309770778,0.4472453690229224
4,20,5.0,2.0,5.0,3.0,112.0,6.0,4.0,0.18,2.0,88.0,1.0,0.0,27.0,2.0,4.54166666666667,1.0,1.0,1.0,1.84375,5.0,1.0,0.0,7.0,5.0,0.5780591116914158,0.4219408883085841
4,21,5.0,2.0,5.0,3.0,112.0,6.0,4.0,0.18,2.0,88.0,1.0,0.0,27.0,4.0,4.54166666666667,1.0,1.0,1.0,1.84375,4.0,0.0,0.0,7.0,8.0,0.5678895122564932,0.43211048774350674
4,22,5.0,2.0,5.0,3.0,112.0,6.0,4.0,0.18,2.0,88.0,1.0,0.0,27.0,3.0,4.54166666666667,1.0,1.0,1.0,1.84375,3.0,0.1,0.0,7.0,8.0,0.5463552105208229,0.45364478947917697
4,23,5.0,2.0,5.0,3.0,112.0,6.0,4.0,0.18,2.0,88.0,1.0,0.0,27.0,2.0,4.54166666666667,1.0,1.0,1.0,1.84375,4.0,0.2,0.0,7.0,8.0,0.5796508437869576,0.42034915621304236
4,24,5.0,2.0,5.0,3.0,112.0,6.0,4.0,0.18,2.0,88.0,1.0,0.0,27.0,2.0,4.54166666666667,1.0,1.0,1.0,4.9,3.0,1.0,0.0,7.0,6.0,0.5988541436005701,0.4011458563994298
4,25,5.0,2.0,5.0,3.0,112.0,6.0,4.0,0.18,2.0,88.0,1.0,0.0,27.0,4.0,4.54166666666667,1.0,1.0,1.0,1.84375,4.0,0.5,0.0,7.0,8.0,0.5681515120691649,0.43184848793083513
4,26,5.0,2.0,5.0,3.0,112.0,6.0,4.0,0.18,2.0,88.0,1.0,0.0,27.0,2.0,4.54166666666667,1.0,1.0,1.0,3.0,4.0,0.6,0.0,7.0,8.0,0.5858404186463053,0.41415958135369474
4,27,5.0,2.0,5.0,3.0,112.0,6.0,4.0,0.18,2.0,88.0,1.0,0.0,27.0,2.0,4.54166666666667,1.0,1.0,1.0,4.9,4.0,1.0,0.0,7.0,8.0,0.5799741798877955,0.42002582011220463
4,28,5.0,2.0,5.0,3.0,112.0,6.0,4.0,0.18,2.0,88.0,1.0,0.0,27.0,2.0,4.54166666666667,1.0,1.0,1.0,2.5,3.0,1.0,0.0,7.0,1.0,0.6023420351694716,0.3976579648305283
4,29,5.0,2.0,5.0,3.0,112.0,6.0,4.0,0.18,2.0,88.0,1.0,0.0,27.0,2.0,4.54166666666667,1.0,1.0,1.0,5.5,1.0,1.0,0.0,7.0,14.0,0.5438245191125007,0.45617548088749926
4,30,5.0,2.0,5.0,3.0,112.0,6.0,4.0,0.18,2.0,88.0,1.0,0.0,27.0,2.0,4.54166666666667,1.0,1.0,1.0,1.5,5.0,0.3,0.0,7.0,8.0,0.5685805899789851,0.43141941002101497
4,31,5.0,2.0,5.0,3.0,112.0,6.0,4.0,0.18,2.0,88.0,1.0,0.0,27.0,2.0,4.54166666666667,1.0,1.0,1.0,1.84375,3.0,0.2,0.0,7.0,1.0,0.5782048636945585,0.4217951363054416
4,32,5.0,2.0,5.0,3.0,112.0,6.0,4.0,0.18,2.0,88.0,1.0,0.0,27.0,2.0,4.54166666666667,1.0,1.0,1.0,1.84375,3.0,0.9,0.0,7.0,2.0,0.5947174981826644,0.4052825018173355
4,33,5.0,2.0,5.0,3.0,112.0,6.0,4.0,0.18,2.0,88.0,1.0,0.0,27.0,2.0,4.54166666666667,1.0,1.0,1.0,0.2,3.0,1.0,0.0,7.0,8.0,0.552794742281167,0.44720525771883296
4,34,5.0,2.0,5.0,3.0,112.0,6.0,4.0,0.18,2.0,88.0,1.0,0.0,27.0,2.0,4.54166666666667,1.0,1.0,1.0,1.84375,5.0,0.4,0.0,7.0,8.0,0.5693525487819552,0.4306474512180447
