test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_LINE,MAJOR_LINE,proba0,proba1,num_features_changed
95,0,1.0,4.0,1.0,4.0,0.0,8.0,2.0,1049.0,13.0,22.0,23.0,1.37,0.0,95.0,1.0,1.0,53.0,6.0,4.21296296296296,0.0,0.0,0.0,0.0,1.0,5.0,0.5,0.5,2
96,0,0.0,12.0,1.0,1.0,0.0,0.0,2.0,29.0,1.0,0.0,5.0,0.2,0.0,75.0,1.0,0.0,10.0,2.0,3.05882352941176,1.0,1.0,0.0,0.0,0.995121951219512,2.0,0.5,0.5,2
104,0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,7.0,0.0,0.1,0.0,87.0,2.0,0.0,29.0,1.0,5.16666666666667,1.0,1.0,0.0,0.0,0.470715835140998,2.0,0.57,0.43,3
195,0,0.0,0.0,1.0,3.0,0.0,2.0,1.0,164.0,1.0,0.0,29.0,0.56,1.0,96.0,1.0,2.0,22.0,2.0,2.75,0.0,0.0,0.0,7.0,1.0,2.0,0.51,0.49,3
202,0,0.0,32.0,1.0,0.0,0.0,4.0,1.0,189.0,1.0,0.0,3.0,3.5,0.0,0.0,1.0,1.0,6.0,1.0,4.17073170731707,0.0,0.0,0.0,0.0,0.715277777777778,0.0,0.49,0.51,1
268,0,14.0,5.0,1.0,3.0,0.0,1.0,3.0,200.0,15.0,7.0,29.0,0.16,0.0,94.0,2.0,1.0,49.0,3.0,4.28712871287129,0.0,0.0,0.0,186.0,1.0,3.0,0.55,0.45,1
275,0,1.0,0.0,1.0,8.0,0.0,0.0,2.0,37.0,19.0,7.0,19.0,0.06,0.0,92.0,2.0,1.0,42.0,1.0,4.33802816901408,0.0,0.0,0.0,18.0,1.0,3.0,0.5,0.5,3
282,0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,6.0,2.0,9.0,0.15,1.0,85.0,2.0,1.0,40.0,2.0,3.23076923076923,0.0,0.0,0.0,40.0,0.416531604538088,3.0,0.5,0.5,1
543,0,0.0,0.0,2.0,1.0,0.0,2.0,4.0,0.0,1.0,4.0,0.0,0.44,0.0,60.0,3.0,1.0,7.0,1.0,4.4,1.0,2.0,0.0,5.0,0.40495867768595,0.0,0.54,0.46,1
546,0,8.0,12.0,1.0,4.0,1.0,1.0,3.0,119.0,11.0,30.0,39.0,0.12,0.0,93.0,1.0,2.0,47.0,3.0,4.63291139240506,0.0,0.0,0.0,71.0,0.313213703099511,0.0,0.5,0.5,3
548,0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,0.15,0.0,70.0,3.0,0.0,17.0,2.0,3.6,0.0,1.0,0.0,0.0,0.430327868852459,0.0,0.57,0.43,3
729,0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.32,1.0,62.0,2.0,0.0,12.0,2.0,2.1875,0.0,0.0,0.0,4.0,0.506787330316742,2.0,0.55,0.45,2
761,0,0.0,4.0,1.0,1.0,0.0,1.0,3.0,70.0,5.0,2.0,15.0,0.15,0.0,83.0,2.0,1.0,21.0,2.0,4.57575757575758,0.0,0.0,0.0,0.0,1.0,1.0,0.53,0.47,2
762,0,5.0,12.0,1.0,6.0,0.0,1.0,4.0,127.0,13.0,10.0,44.0,0.15,1.0,96.0,1.0,0.0,42.0,4.0,2.97916666666667,0.0,1.0,0.0,19.0,1.0,4.0,0.53,0.47,5
773,0,1.0,0.0,2.0,1.0,2.0,1.0,3.0,95.0,1.0,0.0,0.0,0.14,0.0,71.0,1.0,7.0,1.0,2.0,5.41176470588235,1.0,1.0,0.0,0.0,0.457861635220126,3.0,0.52,0.48,5
786,0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,6.0,0.18,0.0,76.0,1.0,1.0,0.0,2.0,3.1,1.0,1.0,0.0,54.0,0.282051282051282,1.0,0.62,0.38,2
793,0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,27.0,1.0,0.0,0.0,0.16,0.0,74.0,1.0,0.0,2.0,1.0,7.5,2.0,1.0,0.0,0.0,0.691629955947137,3.0,0.5,0.5,2
809,0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,1.0,4.0,0.0,0.1,0.0,80.0,3.0,0.0,19.0,2.0,4.625,0.0,0.0,0.0,0.0,0.514705882352941,0.0,0.56,0.44,3
1940,0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,182.0,1.0,0.0,0.0,1.3,0.0,0.0,1.0,0.0,9.0,2.0,1.0,1.0,1.0,0.0,17.0,0.809264305177112,1.0,0.5,0.5,2
1942,0,20.0,3.0,1.0,9.0,0.0,0.0,2.0,155.0,30.0,11.0,53.0,0.13,0.0,100.0,2.0,2.0,35.0,2.0,3.98387096774194,0.0,0.0,0.0,140.0,1.0,2.0,0.53,0.47,2
861,0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,4.0,0.35,0.0,65.0,2.0,0.0,0.0,2.0,2.75,1.0,1.0,0.0,16.0,0.682692307692308,0.0,0.64,0.36,2
863,0,10.0,0.0,1.0,12.0,0.0,1.0,2.0,0.0,5.0,0.0,29.0,0.19,0.0,94.0,1.0,0.0,3.0,3.0,3.1875,1.0,1.0,0.0,24.0,0.56794425087108,2.0,0.51,0.49,1
893,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,21.0,1.0,0.0,1.0,0.43,0.0,57.0,1.0,0.0,1.0,1.0,4.0,2.0,1.0,0.0,0.0,0.752941176470588,0.0,0.54,0.46,3
909,0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,53.0,4.0,16.0,20.0,0.11,3.0,90.0,1.0,0.0,49.0,2.0,7.03571428571429,3.0,1.0,0.0,0.0,1.0,3.0,0.5,0.5,2
916,0,0.0,4.0,1.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,8.0,0.15,1.0,77.0,1.0,0.0,17.0,1.0,4.18181818181818,1.0,1.0,0.0,68.0,0.621890547263682,0.0,0.55,0.45,1
928,0,1.0,0.0,1.0,1.0,0.0,3.0,2.0,0.0,1.0,6.0,0.0,0.47,1.0,77.0,2.0,4.0,12.0,1.0,3.22222222222222,1.0,1.0,0.0,1.0,0.594117647058824,3.0,0.5,0.5,1
960,0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,36.0,1.0,6.0,0.0,0.33,1.0,88.0,2.0,1.0,19.0,1.0,4.0,1.0,1.0,0.0,0.0,1.0,2.0,0.5,0.5,3
972,0,3.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,4.0,5.0,14.0,0.23,0.0,85.0,2.0,4.0,0.0,2.0,6.08108108108108,1.0,1.0,0.0,11.0,0.659574468085106,1.0,0.56,0.44,2
990,0,0.0,0.0,1.0,4.0,4.0,4.0,2.0,0.0,1.0,0.0,6.0,0.59,0.0,91.0,1.0,0.0,0.0,1.0,6.375,1.0,1.0,0.0,4.0,0.52,1.0,0.61,0.39,1
992,0,5.0,0.0,2.0,0.0,15.0,0.0,4.0,0.0,1.0,1.0,3.0,0.08,1.0,100.0,1.0,0.0,0.0,1.0,6.75,0.0,1.0,0.0,10.0,0.547400611620795,2.0,0.58,0.42,2
1014,0,3.0,0.0,1.0,0.0,15.0,1.0,3.0,43.0,2.0,0.0,1.0,0.16,0.0,71.0,1.0,0.0,1.0,1.0,5.78260869565217,0.0,1.0,0.0,0.0,0.571428571428571,3.0,0.52,0.48,1
1949,0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,4.0,0.18,2.0,62.0,2.0,0.0,3.0,1.0,3.25,2.0,6.0,0.0,11.0,0.570422535211268,0.0,0.52,0.48,1
1950,0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,3.0,2.0,0.0,0.21,2.0,46.0,5.0,0.0,4.0,2.0,2.75,1.0,2.0,0.0,23.0,0.577181208053691,1.0,0.57,0.43,2
1054,0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,0.0,1.0,12.0,6.0,0.13,4.0,76.0,5.0,1.0,13.0,1.0,4.89473684210526,0.0,1.0,0.0,6.0,0.741992882562278,3.0,0.51,0.49,1
1059,0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,52.0,2.0,3.0,0.0,0.29,2.0,83.0,5.0,0.0,14.0,2.0,3.25,0.0,2.0,0.0,0.0,1.0,3.0,0.51,0.49,3
1061,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,11.0,14.0,0.14,0.0,87.0,3.0,3.0,0.0,1.0,3.6875,1.0,0.0,0.0,0.0,0.790960451977401,0.0,0.51,0.49,2
1957,0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,7.0,8.0,0.21,0.0,78.0,2.0,0.0,6.0,1.0,3.58333333333333,1.0,2.0,0.0,0.0,0.948717948717949,0.0,0.5,0.5,2
1103,0,1.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,6.0,6.0,8.0,0.09,2.0,85.0,2.0,0.0,6.0,3.0,3.05,0.0,0.0,0.0,24.0,0.413793103448276,1.0,0.5,0.5,1
1165,0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,54.0,2.0,1.0,19.0,0.16,1.0,95.0,5.0,0.0,4.0,2.0,1.25862068965517,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.5,2
1996,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,21.0,2.0,3.0,0.0,0.36,1.0,25.0,2.0,2.0,8.0,2.0,0.625,0.0,1.0,0.0,0.0,1.0,0.0,0.52,0.48,2
1998,0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,27.0,7.0,1.0,12.0,0.18,1.0,75.0,2.0,0.0,8.0,2.0,2.83333333333333,1.0,2.0,0.0,66.0,1.0,0.0,0.47,0.53,1
2004,0,2.0,0.0,1.0,4.0,2.0,0.0,5.0,22.0,8.0,0.0,9.0,0.09,1.0,81.0,4.0,0.0,11.0,2.0,2.41176470588235,0.0,1.0,0.0,92.0,0.632786885245902,0.0,0.51,0.49,3
2005,0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,10.0,4.0,6.0,0.11,1.0,78.0,4.0,0.0,9.0,2.0,2.05263157894737,0.0,1.0,0.0,91.0,0.918819188191882,1.0,0.5,0.5,1
2032,0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,17.0,1.0,1.0,6.0,0.15,5.0,61.0,2.0,0.0,8.0,1.0,2.66666666666667,1.0,2.0,0.0,11.0,1.0,0.0,0.48,0.52,1
2042,0,16.0,0.0,1.0,0.0,5.0,0.0,3.0,75.0,4.0,1.0,14.0,0.13,0.0,77.0,2.0,0.0,8.0,2.0,4.84,0.0,0.0,0.0,7.0,1.0,0.0,0.47,0.53,1
2049,0,5.0,6.0,2.0,16.0,2.0,0.0,3.0,61.0,3.0,0.0,21.0,0.11,0.0,94.0,1.0,1.0,16.0,2.0,3.78571428571429,0.0,1.0,0.0,73.0,1.0,1.0,0.53,0.47,3
