CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,Added_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,target
0.0,0.0,1.0,2.0,0.0,4.0,2.0,0.0,3.0,6.0,1.07,0.0,50.0,2.0,0.0,9.0,1.0,2.83,1.0,5.17,3.0,1.0,0.7,172.0,0.75,0.0,2.0,0.0,1
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.87,0.0,0.0,4.0,0.0,2.0,1.0,5.0,3.0,5.5,5.0,1.0,0.75,65.0,0.33,0.0,2.0,1.0,0
16.0,0.0,12.0,0.0,0.0,8.0,1.0,1.0,5.0,2.0,0.23,3.0,75.0,1.0,0.0,0.0,1.0,3.74,1.0,4.21,1.0,1.0,1.38,1041.0,0.33,0.0,1.0,5.0,0
3.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,9.0,7.0,0.51,1.0,79.0,4.0,0.0,3.0,1.0,3.5,1.0,3.8,1.0,1.0,0.92,210.0,0.38,0.0,4.0,3.0,1
0.0,0.0,2.0,0.0,0.0,6.0,1.0,1.0,0.0,4.0,1.1,0.0,0.0,5.0,0.0,2.0,1.0,5.0,2.0,2.8,2.0,1.0,2.57,122.0,0.5,0.0,2.0,0.0,0
0.0,0.0,1.0,9.0,0.0,8.0,1.0,1.0,0.0,1.0,1.41,3.0,50.0,1.0,0.0,0.0,1.0,8.0,4.0,2.5,2.0,2.0,1.75,95.0,1.0,0.0,1.0,0.0,0
0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,10.0,0.58,0.0,50.0,3.0,0.0,2.0,2.0,2.0,0.0,2.5,1.0,1.0,0.0,91.0,0.5,0.0,2.0,1.0,0
3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,17.0,11.0,0.27,0.0,80.0,3.0,2.0,8.0,1.0,3.5,0.0,6.43,1.0,1.0,0.81,213.0,0.67,0.0,2.0,1.0,1
0.0,0.0,1.0,1.0,0.0,6.0,2.0,0.0,5.0,10.0,0.92,0.0,60.0,2.0,1.0,8.0,1.0,3.4,1.0,4.3,2.0,1.0,0.64,236.0,0.75,0.0,4.0,1.0,1
0.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,4.0,2.0,0.77,0.0,40.0,4.0,0.0,4.0,1.0,6.67,4.0,5.67,3.0,1.0,1.8,112.0,0.5,0.0,1.0,1.0,0
