CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,Added_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,target
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,1.56,0.0,0.0,6.0,0.0,1.0,1.0,3.25,1.0,2.25,2.0,1.0,0.0,55.0,0.33,0.0,3.0,0.0,0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.87,0.0,0.0,4.0,0.0,2.0,1.0,5.0,3.0,5.5,5.0,1.0,0.75,65.0,0.33,0.0,2.0,1.0,0
0.0,0.0,1.0,17.0,0.0,7.0,1.0,1.0,0.0,1.0,1.12,3.0,50.0,1.0,0.0,0.0,1.0,12.0,4.0,2.5,2.0,2.0,1.75,102.0,1.0,0.0,1.0,0.0,0
0.0,0.0,4.0,1.0,0.0,2.0,1.0,0.0,2.0,2.0,0.9,4.0,16.0,4.0,0.0,1.0,1.0,5.5,3.0,6.5,6.0,2.0,3.25,122.0,0.33,0.0,7.0,0.0,0
0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,11.0,0.58,0.0,47.0,1.0,0.0,0.0,2.0,3.09,2.0,2.27,1.0,1.0,0.86,126.0,1.0,0.0,1.0,0.0,0
0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.9,0.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,4.0,4.0,1.0,0.6,69.0,1.0,0.0,1.0,0.0,0
1.0,0.0,1.0,25.0,1.0,4.0,2.0,0.0,4.0,8.0,0.4,0.0,93.0,2.0,0.0,7.0,1.0,2.78,1.0,4.67,3.0,1.0,0.77,293.0,0.75,0.0,2.0,0.0,1
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.88,0.0,0.0,4.0,0.0,2.0,1.0,4.0,3.0,5.5,5.0,1.0,0.75,54.0,1.0,0.0,1.0,0.0,0
0.0,0.0,1.0,1.0,0.0,5.0,2.0,0.0,4.0,8.0,0.83,0.0,54.0,2.0,0.0,9.0,1.0,2.38,1.0,4.38,3.0,1.0,0.36,199.0,0.75,0.0,3.0,3.0,1
0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,3.0,5.0,0.88,0.0,46.0,4.0,0.0,2.0,1.0,2.6,1.0,3.6,1.0,1.0,1.43,116.0,0.33,0.0,5.0,0.0,0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.53,0.0,0.0,3.0,0.0,1.0,1.0,0.33,0.0,1.67,1.0,1.0,0.5,48.0,0.5,0.0,2.0,0.0,0
1.0,0.0,1.0,2.0,0.0,3.0,1.0,0.0,9.0,10.0,0.6,0.0,84.0,4.0,0.0,4.0,1.0,3.91,0.0,3.55,1.0,1.0,0.54,176.0,0.33,0.0,3.0,3.0,1
0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,3.0,7.0,0.94,0.0,52.0,4.0,0.0,2.0,1.0,2.86,1.0,3.0,1.0,1.0,1.22,137.0,0.33,0.0,5.0,2.0,0
0.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,4.0,2.0,0.77,0.0,40.0,4.0,0.0,4.0,1.0,6.67,4.0,5.67,3.0,1.0,1.8,112.0,0.5,0.0,1.0,1.0,0
0.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,4.83,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,42.0,0.5,0.0,2.0,0.0,0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,4.0,0.76,0.0,50.0,4.0,0.0,5.0,1.0,2.0,0.0,4.0,2.0,1.0,0.5,81.0,0.5,0.0,2.0,0.0,0
0.0,0.0,1.0,5.0,4.0,2.0,1.0,0.0,2.0,7.0,1.04,0.0,87.0,4.0,0.0,1.0,1.0,4.0,2.0,3.0,1.0,1.0,0.9,143.0,0.33,0.0,3.0,0.0,0
16.0,0.0,2.0,36.0,2.0,5.0,1.0,0.0,4.0,6.0,0.38,0.0,96.0,1.0,0.0,1.0,1.0,4.18,2.0,3.55,1.0,1.0,0.92,647.0,0.33,0.0,1.0,4.0,0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.56,0.0,0.0,4.0,0.0,7.0,1.0,1.5,0.0,5.5,5.0,1.0,0.75,76.0,0.33,0.0,2.0,1.0,1
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.33,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,3.0,3.0,1.0,0.0,42.0,0.33,0.0,3.0,0.0,0
2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.44,1.0,0.0,4.0,0.0,8.0,1.0,3.33,0.0,5.67,3.0,1.0,0.0,78.0,0.33,0.0,3.0,1.0,1
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.84,4.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,8.0,8.0,1.0,0.0,49.0,0.5,0.0,2.0,1.0,0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.5,1.0,0.0,4.0,0.0,7.0,1.0,1.0,1.0,6.0,2.0,1.0,0.75,74.0,0.33,0.0,2.0,1.0,0
1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,0.31,0.0,0.0,4.0,0.0,8.0,1.0,2.0,1.0,6.5,2.0,1.0,0.71,104.0,0.33,0.0,2.0,1.0,0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.52,1.0,0.0,4.0,0.0,5.0,1.0,0.5,0.0,5.5,2.0,1.0,0.75,76.0,0.33,0.0,2.0,1.0,0
2.0,0.0,4.0,1.0,1.0,10.0,1.0,0.0,0.0,1.0,0.41,2.0,66.0,1.0,0.0,7.0,1.0,9.33,2.0,7.0,4.0,1.0,2.6,209.0,0.57,0.0,2.0,2.0,0
0.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,6.0,3.0,0.8,0.0,38.0,4.0,0.0,5.0,1.0,5.0,0.0,7.33,2.0,1.0,1.8,124.0,0.33,0.0,4.0,1.0,0
0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,4.0,3.0,0.66,1.0,46.0,2.0,0.0,8.0,1.0,2.0,1.0,6.0,1.0,1.0,0.0,2.0,0.5,0.0,2.0,1.0,1
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.8,0.0,25.0,3.0,0.0,1.0,1.0,0.5,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0
0.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,3.0,5.0,0.69,1.0,53.0,1.0,0.0,3.0,1.0,7.4,4.0,4.8,1.0,1.0,0.88,0.0,0.0,0.0,1.0,1.0,0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.53,0.0,0.0,2.0,0.0,3.0,1.0,2.0,2.0,4.0,4.0,1.0,0.0,138.0,0.75,0.0,3.0,0.0,0
0.0,0.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,0.0,5.0,1.0,0.0,2.0,0.0,0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.5,0.0,0.0,2.0,0.0,3.0,1.0,2.0,2.0,4.0,4.0,1.0,0.0,156.0,0.67,0.0,2.0,0.0,0
1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,4.0,0.51,0.0,60.0,2.0,0.0,4.0,1.0,2.8,0.0,4.4,2.0,1.0,1.43,121.0,1.0,0.0,1.0,0.0,0
1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,3.0,5.0,1.45,0.0,66.0,1.0,0.0,3.0,1.0,3.83,2.0,2.0,1.0,1.0,0.11,0.0,0.0,0.0,2.0,0.0,0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,6.0,0.76,0.0,64.0,2.0,0.0,4.0,1.0,1.14,0.0,2.71,1.0,1.0,1.1,5.0,0.5,0.0,3.0,0.0,0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.71,0.0,50.0,2.0,0.0,2.0,1.0,2.5,0.0,3.5,1.0,1.0,1.0,9.0,1.0,0.0,2.0,1.0,0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.69,0.0,50.0,2.0,0.0,3.0,1.0,1.0,0.0,2.5,1.0,1.0,1.0,22.0,1.0,0.0,2.0,0.0,0
0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,5.0,0.31,0.0,66.0,2.0,0.0,7.0,1.0,2.4,0.0,5.4,1.0,1.0,1.29,51.0,0.67,0.0,2.0,1.0,0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.51,0.0,19.0,3.0,2.0,4.0,1.0,2.2,1.0,5.8,1.0,1.0,1.71,0.0,0.0,0.0,1.0,0.0,0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.96,0.0,0.0,3.0,1.0,2.0,1.0,0.5,0.0,1.5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.8,0.0,0.0,4.0,0.0,1.0,1.0,0.5,0.0,1.5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0
8.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,15.0,17.0,0.27,0.0,82.0,2.0,0.0,5.0,2.0,4.77,1.0,3.81,1.0,1.0,1.24,13.0,0.33,0.0,3.0,2.0,0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,1.17,0.0,0.0,3.0,0.0,2.0,1.0,0.17,0.0,1.17,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,10.0,0.67,0.0,59.0,2.0,0.0,0.0,1.0,3.36,0.0,2.64,0.0,1.0,0.46,174.0,0.5,0.0,1.0,1.0,0
0.0,0.0,1.0,0.0,1.0,6.0,1.0,0.0,0.0,1.0,0.79,10.0,0.0,1.0,0.0,11.0,1.0,1.0,1.0,11.0,11.0,1.0,1.25,17.0,1.0,0.0,2.0,1.0,0
0.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,3.0,6.0,0.37,0.0,37.0,1.0,0.0,2.0,2.0,3.0,2.0,5.38,1.0,1.0,1.73,0.0,0.0,0.0,1.0,0.0,0
4.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,0.32,0.0,60.0,2.0,0.0,8.0,1.0,3.5,2.0,4.38,1.0,1.0,0.92,2.0,0.5,0.0,1.0,2.0,0
0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,5.0,3.0,0.95,0.0,33.0,1.0,0.0,2.0,1.0,3.33,1.0,4.0,1.0,1.0,2.4,0.0,0.0,0.0,1.0,0.0,0
1.0,0.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,3.0,0.7,0.0,62.0,4.0,0.0,1.0,1.0,1.5,0.0,2.75,1.0,1.0,0.5,5.0,1.0,0.0,2.0,0.0,0
1.0,0.0,1.0,1.0,0.0,5.0,1.0,0.0,0.0,2.0,0.33,7.0,66.0,2.0,0.0,13.0,1.0,1.67,1.0,9.33,1.0,1.0,1.8,5.0,0.5,0.0,1.0,2.0,0
0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,1.78,0.0,0.0,2.0,0.0,5.0,1.0,2.67,2.0,4.33,2.0,1.0,0.71,9.0,0.5,0.0,2.0,0.0,0
0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,7.0,9.0,0.24,0.0,62.0,1.0,0.0,5.0,1.0,5.73,2.0,5.09,1.0,1.0,1.73,187.0,1.0,0.0,1.0,0.0,1
0.0,1.0,2.0,0.0,1.0,2.0,2.0,0.0,6.0,12.0,0.49,0.0,53.0,1.0,0.0,19.0,2.0,10.08,2.0,3.54,1.0,1.0,0.38,171.0,1.0,0.0,1.0,0.0,1
0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,22.0,0.18,3.0,0.0,3.0,0.0,7.0,1.0,2.86,0.0,7.91,5.0,1.0,0.0,829.0,0.5,0.0,1.0,1.0,1
0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0
1.0,0.0,1.0,2.0,0.0,7.0,2.0,0.0,5.0,22.0,0.53,1.0,87.0,2.0,0.0,18.0,1.0,6.65,1.0,3.91,1.0,1.0,1.12,28.0,0.67,0.0,3.0,5.0,0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.22,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.5,0.0,1.0,0.0,4.0,1.0,0.0,3.0,0.0,0
0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,5.0,6.0,0.87,0.0,62.0,1.0,0.0,0.0,1.0,3.57,1.0,1.86,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0
0.0,0.0,1.0,0.0,0.0,2.0,2.0,5.0,6.0,25.0,0.45,0.0,84.0,2.0,0.0,22.0,1.0,3.3,0.0,4.3,0.0,1.0,0.82,4.0,1.0,0.0,2.0,1.0,1
0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,7.0,1.18,0.0,14.0,2.0,0.0,2.0,2.0,2.14,0.0,2.71,2.0,1.0,0.33,1.0,1.0,0.0,1.0,1.0,0
0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.11,0.0,100.0,2.0,0.0,2.0,3.0,2.0,1.0,3.33,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.24,3.0,0.0,2.0,0.0,13.0,1.0,1.4,0.0,9.0,6.0,1.0,0.86,9.0,1.0,0.0,2.0,0.0,0
0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.54,3.0,0.0,2.0,0.0,12.0,1.0,1.5,0.0,7.0,1.0,1.0,0.0,6.0,1.0,0.0,1.0,0.0,0
0.0,0.0,1.0,0.0,1.0,8.0,1.0,0.0,2.0,3.0,0.6,2.0,33.0,1.0,0.0,9.0,1.0,8.33,3.0,12.33,3.0,1.0,4.5,162.0,0.5,0.0,1.0,5.0,0
5.0,0.0,1.0,5.0,0.0,3.0,1.0,1.0,3.0,5.0,0.48,0.0,78.0,2.0,0.0,6.0,1.0,5.09,2.0,4.55,2.0,1.0,1.57,269.0,0.5,0.0,4.0,3.0,0
0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.74,4.0,0.0,1.0,0.0,5.0,1.0,3.0,3.0,7.0,7.0,4.0,1.0,55.0,1.0,0.0,2.0,2.0,0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,36.0,0.0,0.01,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,1.0,0.0,1.0,0.0,0
1.0,0.0,3.0,0.0,1.0,21.0,1.0,0.0,0.0,1.0,1.34,0.0,0.0,1.0,0.0,11.0,1.0,3.0,0.0,6.0,1.0,1.0,1.5,6.0,0.5,0.0,1.0,2.0,0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.31,3.0,0.0,2.0,0.0,12.0,1.0,1.5,0.0,9.5,6.0,1.0,0.75,17.0,1.0,0.0,2.0,1.0,0
