test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,Added_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE,proba0,proba1
1170,0,6.0,16.0,1.0,2.0,3.0,1.0,572.0,29.0,0.0,40.0,136.0,0.17,856.0,97.0,4.0,2.0,67.0,2.0,3.53164556962025,0.0,10.246835443038,8.0,1.0,1.20744680851064,0.0,0.0,0.0,1.0,0.0,4.0,0.5624385731386408,0.4375614268613592
1170,1,6.0,16.0,1.0,2.0,3.0,1.0,572.0,1.0,0.0,40.0,136.0,3.76,3.0,97.0,4.0,2.0,67.0,2.0,3.53164556962025,0.0,10.246835443038,0.0,1.0,1.20744680851064,0.0,0.0,0.0,1.0,0.0,4.0,0.5002522445219754,0.49974775547802464
1170,2,6.0,16.0,1.0,2.0,3.0,1.0,572.0,29.0,0.0,40.0,136.0,0.17,3.0,97.0,4.0,2.0,32.0,2.0,3.53164556962025,0.0,10.246835443038,19.0,1.0,1.20744680851064,0.0,0.0,0.0,1.0,0.0,4.0,0.5153340955295793,0.48466590447042074
1170,3,6.0,16.0,1.0,2.0,3.0,1.0,572.0,29.0,0.0,40.0,136.0,0.17,915.0,97.0,4.0,2.0,67.0,2.0,3.53164556962025,0.0,10.246835443038,17.0,1.0,1.20744680851064,0.0,0.0,0.0,1.0,0.0,4.0,0.5442344361435055,0.45576556385649447
1170,4,6.0,16.0,1.0,2.0,3.0,1.0,572.0,22.0,0.0,40.0,136.0,0.17,3.0,97.0,0.0,2.0,67.0,2.0,3.53164556962025,0.0,10.246835443038,0.0,1.0,1.20744680851064,0.0,0.0,0.0,1.0,0.0,4.0,0.5086535269129251,0.4913464730870749
1170,5,6.0,16.0,1.0,2.0,3.0,1.0,572.0,29.0,0.0,40.0,136.0,0.17,3.0,97.0,0.0,2.0,67.0,2.0,3.53164556962025,0.0,10.246835443038,0.0,1.0,1.20744680851064,191.0,0.0,0.0,1.0,0.0,4.0,0.7444925856764946,0.25550741432350543
1170,6,6.0,16.0,1.0,2.0,3.0,1.0,572.0,29.0,0.0,40.0,136.0,0.17,3.0,97.0,4.0,2.0,67.0,2.0,88.8,0.0,10.246835443038,9.0,1.0,1.20744680851064,0.0,0.0,0.0,1.0,0.0,4.0,0.6038103927745093,0.3961896072254906
1170,7,6.0,16.0,1.0,2.0,3.0,1.0,572.0,29.0,0.0,40.0,88.0,0.17,3.0,97.0,0.0,2.0,67.0,2.0,3.53164556962025,0.0,10.246835443038,0.0,1.0,1.20744680851064,0.0,0.0,0.0,1.0,0.0,4.0,0.5086535269129251,0.4913464730870749
1170,8,6.0,16.0,1.0,2.0,3.0,1.0,572.0,29.0,0.0,40.0,136.0,0.17,3.0,97.0,4.0,2.0,67.0,2.0,3.53164556962025,0.0,10.246835443038,20.0,1.0,1.20744680851064,0.0,0.4,0.0,1.0,0.0,4.0,0.5069919929059099,0.49300800709409015
1170,9,6.0,16.0,1.0,2.0,3.0,938.0,572.0,29.0,0.0,40.0,136.0,0.17,3.0,97.0,4.0,2.0,67.0,2.0,3.53164556962025,0.0,10.246835443038,27.0,1.0,1.20744680851064,0.0,0.0,0.0,1.0,0.0,4.0,0.5542993864412042,0.4457006135587957
300,0,6.0,0.0,1.0,0.0,0.0,476.0,21.0,1.0,1.0,0.0,10.0,0.17,0.0,0.0,4.0,0.0,19.0,1.0,3.41666666666667,2.0,7.66666666666667,4.0,1.0,0.214285714285714,0.0,0.0,0.0,3.0,0.0,2.0,0.5094495682645144,0.49055043173548557
300,1,1.0,0.0,1.0,0.0,0.0,384.0,21.0,1.0,1.0,0.0,10.0,0.17,0.0,0.0,4.0,0.0,19.0,1.0,3.41666666666667,2.0,7.66666666666667,4.0,1.0,0.214285714285714,0.0,0.0,0.0,3.0,0.0,2.0,0.5052171755411616,0.49478282445883837
300,2,13.0,0.0,1.0,0.0,0.0,0.0,21.0,36.0,1.0,0.0,10.0,0.17,0.0,0.0,4.0,0.0,19.0,1.0,3.41666666666667,2.0,7.66666666666667,4.0,1.0,0.214285714285714,0.0,0.0,0.0,3.0,0.0,2.0,0.6428717347263426,0.3571282652736574
