test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,AvgLineBlank,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
57,0,8.0,7.0,1.0,1.0,0.0,2.0,1.0,418.0,26.0,2.0,32.0,151.0,0.0,3.0,19.0,4.0,2.0,0.0,2.08474576271186,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.55,0.45
104,0,15.0,0.0,3.0,3.0,4.0,5.0,2.0,197.0,2.0,5.0,10.0,13.0,2.0,1.0,0.0,32.0,2.0,2.0,8.06060606060606,1.0,1.0,0.0,0.5,0.0,2.0,0.0,0.51,0.49
115,0,4.0,0.0,2.0,1.0,0.0,4.0,3.0,132.0,4.0,9.0,13.0,25.0,1.0,3.0,0.0,0.0,2.0,0.0,5.02631578947368,1.0,1.0,0.0,0.333333333333333,0.0,5.0,7.0,0.51,0.49
141,0,0.0,0.0,3.0,0.0,1.0,6.0,0.0,44.0,1.0,1.0,1.0,3.0,3.0,6.0,1.0,10.0,1.0,1.0,14.25,2.0,1.0,0.0,1.0,0.0,3.0,3.0,0.55,0.45
152,0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,115.0,68.0,7.0,40.0,101.0,0.0,4.0,2.0,0.0,2.0,0.0,1.88181818181818,1.0,1.0,0.0,1.0,0.0,5.0,5.0,0.51,0.49
195,0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,76.0,3.0,3.0,8.0,13.0,0.0,2.0,0.0,18.0,5.0,0.0,4.36363636363636,0.0,1.0,0.0,1.0,0.0,2.0,5.0,0.55,0.45
216,0,1.0,0.0,1.0,1.0,51.0,1.0,1.0,102.0,5.0,17.0,2.0,56.0,14.0,2.0,0.0,5.0,2.0,0.0,2.48275862068966,1.0,1.0,0.0,1.0,0.0,3.0,3.0,0.54,0.46
589,0,4.0,0.0,1.0,0.0,0.0,2.0,7.0,23.0,1.0,4.0,17.0,89.0,0.0,3.0,0.0,21.0,1.0,0.0,2.52577319587629,1.0,1.0,0.0,0.666666666666667,0.0,3.0,5.0,0.54,0.46
599,0,1.0,2.0,1.0,0.0,0.0,8.0,1.0,1598.0,1.0,11.0,7.0,32.0,0.0,3.0,27.0,94.0,2.0,0.0,3.57435897435897,0.0,1.0,0.0,0.545454545454545,0.0,4.0,0.0,0.51,0.49
601,0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,23.0,2.0,0.0,13.0,52.0,0.0,5.0,0.0,10.0,2.0,0.0,1.88679245283019,1.0,1.0,0.0,0.8,0.0,3.0,5.0,0.56,0.44
637,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,97.0,1.0,1.0,12.0,47.0,0.0,4.0,0.0,13.0,2.0,0.0,19.5,1.0,1.0,0.0,0.666666666666667,0.0,1.0,3.0,0.52,0.48
731,0,5.0,0.0,7.0,1.0,1.0,5.0,3.0,270.0,6.0,19.0,25.0,27.0,1.0,2.0,3.0,0.0,4.0,296.0,5.19607843137255,0.0,1.0,0.0,0.888888888888889,0.0,1.0,8.0,0.51,0.49
770,0,3.0,0.0,1.0,1.0,0.0,1.0,2.0,62.0,7.0,9.0,6.0,18.0,1.0,3.0,1.0,1.0,4.0,0.0,3.73333333333333,1.0,1.0,0.0,0.5,0.0,2.0,9.0,0.57,0.43
897,0,1.0,0.0,2.0,0.0,17.0,6.0,3.0,133.0,1.0,0.0,0.0,17.0,0.0,1.0,0.0,9.0,2.0,0.0,3.61111111111111,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.51,0.49
939,0,3.0,0.0,2.0,2.0,70.0,5.0,3.0,495.0,4.0,0.0,4.0,32.0,0.0,2.0,0.0,11.0,2.0,0.0,3.39506172839506,0.0,1.0,0.0,0.75,0.0,4.0,0.0,0.51,0.49
946,0,2.0,0.0,1.0,1.0,18.0,4.0,4.0,139.0,1.0,0.0,54.0,17.0,0.0,1.0,0.0,5.0,1.0,0.0,2.63157894736842,1.0,1.0,0.0,1.0,0.0,2.0,5.0,0.51,0.49
1669,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,42.0,2.0,27.0,0.0,35.0,0.0,6.0,0.0,5.0,1.0,0.0,1.86486486486486,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.55,0.45
2829,0,1.0,0.0,1.0,1.0,0.0,6.0,4.0,62.0,1.0,1.0,0.0,5.0,5.0,2.0,2548.0,9.0,1.0,0.0,8.85714285714286,1.0,1.0,0.0,0.5,3.0,3.0,2.0,0.51,0.49
2936,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,37.0,1.0,8.0,38.0,76.0,0.0,3.0,0.0,14.0,1.0,0.0,10.5,0.0,1.0,0.0,0.714285714285714,0.0,3.0,1.0,0.52,0.48
2994,0,5.0,0.0,1.0,1.0,0.0,0.0,2.0,37.0,3.0,6.0,11.0,20.0,0.0,3.0,1521.0,9.0,1.0,0.0,4.0,0.0,1.0,0.0,0.5,0.0,4.0,3.0,0.54,0.46
3867,0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,56.0,1.0,5.0,3.0,13.0,0.0,1.0,4.0,0.0,2.0,0.0,8.1578947368421,1.0,1.0,0.0,0.6,0.0,5.0,3.0,0.64,0.36
3877,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,42.0,1.0,0.0,17.0,47.0,0.0,2.0,2.0,15.0,2.0,0.0,17.5,1.0,1.0,0.0,0.5,0.0,1.0,4.0,0.54,0.46
3912,0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,23.0,1.0,5.0,3.0,13.0,0.0,1.0,3.0,22.0,2.0,0.0,8.0,1.0,1.0,0.0,0.5,0.0,2.0,5.0,0.52,0.48
3919,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,48.0,1.0,1.0,16.0,46.0,0.0,5.0,0.0,14.0,2.0,0.0,7.7,1.0,1.0,0.0,0.5,0.0,4.0,3.0,0.51,0.49
3926,0,1.0,0.0,2.0,1.0,3.0,5.0,2.0,95.0,1.0,7.0,4.0,5.0,2.0,3.0,0.0,19.0,1.0,1.0,10.8461538461538,1.0,1.0,0.0,0.666666666666667,0.0,3.0,0.0,0.63,0.37
4145,0,10.0,0.0,1.0,6.0,0.0,1.0,2.0,99.0,3.0,10.0,25.0,51.0,0.0,5.0,0.0,22.0,2.0,0.0,4.12676056338028,0.0,1.0,0.0,0.428571428571429,0.0,4.0,0.0,0.51,0.49
4147,0,10.0,0.0,1.0,1.0,1.0,2.0,3.0,47.0,1.0,4.0,2.0,6.0,1.0,3.0,0.0,15.0,2.0,1.0,7.81818181818182,1.0,1.0,0.0,0.75,0.0,1.0,5.0,0.57,0.43
4304,0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,97.0,1.0,7.0,10.0,167.0,0.0,3.0,463.0,32.0,4.0,0.0,2.59659090909091,1.0,1.0,0.0,0.625,0.0,2.0,2.0,0.57,0.43
4555,0,4.0,0.0,6.0,0.0,0.0,0.0,5.0,20.0,1.0,0.0,4.0,1.0,1.0,1.0,2835.0,1.0,1.0,2.0,17.4,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.56,0.44
