Antecedent,Antecedent Coverage %,Confidence,Lift
-0.015 < OWN_COMMIT <= 0.037,0.40357,0.99226,1.11244
CountDeclMethodPrivate <= -0.43,0.08259,0.98378,1.10294
MaxNesting_Mean <= 0.055,0.23125,0.97104,1.08866
CountLineComment <= 19.1,0.19018,0.96948,1.08691
RatioCommentToCode > 1.67,0.19688,0.96372,1.08045
MaxInheritanceTree <= 0.885,0.17813,0.96241,1.07897
AvgEssential <= 0.864,0.14018,0.96178,1.07828
PercentLackOfCohesion <= 3.5,0.22054,0.96154,1.078
26.8 < CountLineComment <= 37.2,0.18304,0.95854,1.07464
0.91 < RatioCommentToCode <= 1.67,0.18393,0.95631,1.07214
