Antecedent,Antecedent Coverage %,Confidence,Lift
CountLineComment <= 20.3,0.19241,0.99536,1.09563
-0.024 < OWN_COMMIT <= 0.032,0.35536,0.98869,1.08829
OWN_COMMIT <= -0.024,0.09241,0.98551,1.08478
0.6 < CountClassCoupled <= 2.34,0.2183,0.98364,1.08273
RatioCommentToCode > 1.655,0.19821,0.98198,1.0809
MaxNesting_Mean <= 0.01,0.24598,0.98004,1.07876
0.805 < RatioCommentToCode <= 1.655,0.19018,0.97887,1.07748
20.3 < CountLineComment <= 28.1,0.23616,0.97732,1.07577
CountClassCoupled <= 0.6,0.21205,0.97684,1.07525
CountInput_Min > 1.81,0.18973,0.97647,1.07484
