Antecedent,Antecedent Coverage %,Confidence,Lift
CountLineComment <= 13,0.11161,1.0,1.11776
-0.35 < CountClassCoupled <= 2.25,0.31205,0.98569,1.10177
-0.032 < OWN_COMMIT <= 0.023,0.42991,0.98546,1.10151
RatioCommentToCode > 1.98,0.18884,0.98345,1.09927
0.03 < MaxNesting_Mean <= 0.365,0.14777,0.98187,1.0975
CountClassBase <= 0.918,0.17321,0.97938,1.09472
13 < CountLineComment <= 26.6,0.2933,0.97869,1.09395
CountClassCoupled <= -0.35,0.1125,0.97619,1.09115
-0.7 < CountDeclMethodPrivate <= 0.11,0.52054,0.97427,1.08901
AvgEssential <= 0.832,0.13795,0.97411,1.08883
