Antecedent,Antecedent Coverage %,Confidence,Lift
CountLineComment <= 12,0.10134,0.99559,1.11395
-0.015 < OWN_COMMIT <= 0.029,0.38348,0.98952,1.10716
MAJOR_LINE <= -0.24,0.11161,0.984,1.10098
CountClassCoupled <= -0.85,0.10179,0.97807,1.09434
CountDeclInstanceVariable <= -0.45,0.10759,0.9751,1.09103
CountClassBase <= 0.835,0.175,0.97194,1.08748
0.885 < RatioCommentToCode <= 1.485,0.16741,0.97067,1.08606
-0.85 < CountClassCoupled <= 2.7,0.32723,0.96862,1.08377
PercentLackOfCohesion <= 2.5,0.23482,0.96768,1.08272
-1.2 < CountDeclMethodPrivate <= 0.16,0.49509,0.96754,1.08256
