Antecedent,Antecedent Coverage %,Confidence,Lift
CountLineComment <= 12.8,0.1,0.99554,1.13428
OWN_COMMIT <= -0.028,0.07991,0.98883,1.12664
AvgLineBlank <= -0.26,0.075,0.9881,1.12581
MAJOR_LINE <= -0.14,0.09554,0.98131,1.11807
-0.028 < OWN_COMMIT <= 0.03,0.40714,0.97697,1.11313
AvgEssential <= 0.726,0.14821,0.9759,1.11191
CountDeclMethodPrivate <= -0.23,0.08705,0.97436,1.11015
CountClassCoupled <= 0.78,0.25179,0.96809,1.10301
AvgLineComment <= -0.13,0.10982,0.96748,1.10232
CountPath_Min > 1.21,0.14955,0.96418,1.09856
