Antecedent,Antecedent Coverage %,Confidence,Lift
CountLineComment <= 16,0.14326,0.99671,1.07964
CountInput_Mean <= 1.12,0.17436,0.99189,1.07442
-0.015 < OWN_COMMIT <= 0.039,0.40151,0.98709,1.06922
0.3 < CountClassCoupled <= 2.75,0.20452,0.98618,1.06823
0.81 < RatioCommentToCode <= 1.39,0.21819,0.98488,1.06683
MaxNesting_Mean <= 0.06,0.22102,0.98294,1.06473
CountClassCoupled <= 0.3,0.18992,0.98263,1.06439
16 < CountLineComment <= 27.2,0.26861,0.98246,1.0642
PercentLackOfCohesion <= 4,0.22055,0.97863,1.06006
CountDeclInstanceVariable <= 0.1,0.2394,0.97638,1.05762
