Antecedent,Antecedent Coverage %,Confidence,Lift
CountLineComment <= 7.2,0.08125,1.0,1.11443
-0.028 < OWN_COMMIT <= 0.043,0.3808,0.99414,1.1079
MAJOR_LINE <= -0.16,0.09955,0.98206,1.09444
-0.9 < CountClassCoupled <= 2.1,0.35268,0.97342,1.0848
0.895 < RatioCommentToCode <= 1.44,0.1875,0.97143,1.08259
MaxNesting_Mean <= 0.035,0.23482,0.96958,1.08053
7.2 < CountLineComment <= 27.4,0.35313,0.96207,1.07216
MINOR_LINE <= 1,0.30223,0.9616,1.07163
CountInput_Mean <= 1.1,0.20625,0.95887,1.0686
PercentLackOfCohesion <= 6.5,0.20536,0.95652,1.06597
