Antecedent,Antecedent Coverage %,Confidence,Lift
CountLineComment <= 17,0.13571,1.0,1.13188
-0.015 < OWN_COMMIT <= 0.055,0.36027,0.99504,1.12627
MAJOR_LINE <= -0.165,0.0933,0.98565,1.11564
CountDeclMethodPrivate <= -0.31,0.09241,0.98551,1.11548
MaxNesting_Mean <= 0.07,0.21429,0.98542,1.11538
RatioCommentToCode > 1.975,0.19777,0.98194,1.11144
OWN_COMMIT <= -0.015,0.08214,0.97826,1.10728
AvgLineBlank <= -0.24,0.07991,0.97765,1.10659
CountClassCoupled <= -0.6,0.10982,0.97154,1.09968
CountInput_Mean <= 1.18,0.21071,0.97034,1.09831
