Antecedent,Antecedent Coverage %,Confidence,Lift
OWN_COMMIT <= -0.021,0.08036,0.98889,1.11312
-0.021 < OWN_COMMIT <= 0.052,0.38214,0.98598,1.10985
CountLineComment <= 18.9,0.18036,0.98515,1.10891
CountClassBase <= 0.932,0.16205,0.98072,1.10392
18.9 < CountLineComment <= 28,0.24196,0.9797,1.10278
-0.185 < MAJOR_LINE <= 0.13,0.40982,0.97386,1.0962
PercentLackOfCohesion <= 2,0.24777,0.96937,1.09115
MINOR_LINE <= 1.01,0.29063,0.96621,1.08759
RatioCommentToCode > 1.65,0.18661,0.96411,1.08523
CountClassCoupled <= 0.3,0.18214,0.96078,1.08149
