Antecedent,Antecedent Coverage %,Confidence,Lift
-0.032 < OWN_COMMIT <= 0.032,0.39196,0.99658,1.11673
CountDeclMethodPrivate <= -0.6,0.0875,0.98469,1.10341
OWN_COMMIT <= -0.032,0.08393,0.98404,1.10268
MAJOR_LINE <= -0.11,0.09063,0.9803,1.09848
CountClassCoupled <= 0,0.17232,0.97927,1.09734
0.805 < RatioCommentToCode <= 1.56,0.18438,0.97821,1.09614
PercentLackOfCohesion <= 5.5,0.21429,0.96667,1.08321
RatioCommentToCode > 1.56,0.20223,0.96468,1.08098
10 < CountLineComment <= 27,0.34732,0.96401,1.08023
CountInput_Mean <= 1.2,0.18348,0.9635,1.07966
