Antecedent,Antecedent Coverage %,Confidence,Lift
CountLineComment <= 17.8,0.16027,0.99721,1.11022
CountDeclInstanceVariable <= -1.4,0.08571,0.98958,1.10172
OWN_COMMIT <= -0.0195,0.0808,0.98895,1.10102
17.8 < CountLineComment <= 27.7,0.25268,0.98233,1.09365
-0.0195 < OWN_COMMIT <= 0.03,0.42232,0.98097,1.09214
MINOR_LINE <= 0.98,0.09196,0.98058,1.0917
CountClassBase <= 0.86,0.17054,0.97906,1.09
RatioCommentToCode > 1.81,0.19554,0.97717,1.0879
CountClassCoupled <= 0.25,0.20804,0.97639,1.08704
AvgEssential <= 0.862,0.15089,0.97041,1.08038
