Antecedent,Antecedent Coverage %,Confidence,Lift
CountLineComment <= 14.6,0.1183,1.0,1.11221
CountClassCoupled <= 0.45,0.18661,0.99043,1.10157
CountDeclMethodPrivate <= -0.33,0.08214,0.98913,1.10013
MAJOR_LINE <= -0.15,0.09018,0.98515,1.0957
RatioCommentToCode > 1.375,0.20089,0.98444,1.09491
-0.026 < OWN_COMMIT <= 0.034,0.39777,0.98204,1.09224
PercentLackOfCohesion <= 2.5,0.23571,0.98106,1.09115
MaxNesting_Mean <= 0.04,0.23036,0.98062,1.09066
0.755 < RatioCommentToCode <= 1.375,0.18839,0.97867,1.08849
-0.15 < MAJOR_LINE <= 0.175,0.36071,0.96658,1.07505
