Antecedent,Antecedent Coverage %,Confidence,Lift
OWN_COMMIT <= -0.035,0.09016,0.99492,1.11597
CountLineComment <= 19.6,0.17757,0.99227,1.11299
CountDeclMethodPrivate <= -0.53,0.09245,0.9901,1.11056
AvgLineBlank <= -0.155,0.09016,0.98985,1.11028
CountClassCoupled <= 0.1,0.17437,0.9895,1.10989
MaxNesting_Mean <= 0.06,0.22288,0.98357,1.10324
-0.035 < OWN_COMMIT <= 0.053,0.37437,0.98166,1.10109
CountInput_Min > 2.07,0.16659,0.98077,1.10009
CountClassBase <= 0.86,0.16018,0.98,1.09923
RatioCommentToCode > 1.645,0.1968,0.97442,1.09297
