Antecedent,Antecedent Coverage %,Confidence,Lift
CountLineComment <= 13.2,0.11652,0.99617,1.10357
OWN_COMMIT <= -0.0185,0.07813,0.99429,1.10148
CountDeclMethodPrivate <= -0.225,0.07545,0.99408,1.10126
1.02 < MINOR_LINE <= 1.56,0.11563,0.98842,1.09498
-0.0185 < OWN_COMMIT <= 0.028,0.39063,0.98514,1.09136
CountClassCoupled <= -0.1,0.1125,0.98413,1.09023
0.86 < RatioCommentToCode <= 1.595,0.19911,0.97982,1.08546
13.2 < CountLineComment <= 27.6,0.31116,0.967,1.07126
-0.21 < MAJOR_LINE <= 0.215,0.40223,0.96337,1.06724
-0.1 < CountClassCoupled <= 2.05,0.31295,0.96291,1.06673
