test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,Added_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE,proba0,proba1
1170,0,4.0,0.0,1.0,3.0,0.0,4.0,352.0,2.0,0.0,9.0,49.0,0.91,0.0,73.0,2.0,0.0,5.0,8.0,8.2,1.0,3.6,1.0,1.0,0.5,205.0,0.7,0.0,5.0,3.0,4.0,0.952878396573124,0.047121603426876
1170,1,4.0,0.0,1.0,3.0,0.0,4.0,352.0,2.0,0.0,9.0,49.0,0.91,0.0,73.0,2.0,0.0,5.0,8.0,8.2,1.0,3.6,1.0,1.0,0.5,205.0,0.7,0.0,5.0,3.0,4.0,0.952878396573124,0.047121603426876
1170,2,0.0,0.0,1.0,0.0,5.0,3.0,311.0,1.0,1.0,2.0,56.0,0.76,0.0,40.0,2.0,1.0,4.0,3.0,6.1,0.0,1.9,1.0,1.0,0.5,1.0,1.0,0.0,2.0,1.0,2.0,0.5799721382625638,0.4200278617374363
300,0,0.0,0.0,1.0,0.0,0.0,3.0,25.0,1.0,0.0,0.0,2.0,0.38,3.0,0.0,3.0,0.0,16.0,1.0,3.0,1.0,12.0,2.0,1.0,1.5,2.0,0.5,0.0,4.0,2.0,2.0,0.9292266320998056,0.0707733679001944
345,0,4.0,0.0,1.0,3.0,0.0,4.0,352.0,2.0,0.0,9.0,49.0,0.91,0.0,73.0,2.0,0.0,5.0,8.0,8.2,1.0,3.6,1.0,1.0,0.5,205.0,0.7,0.0,5.0,3.0,4.0,0.952878396573124,0.047121603426876
345,1,4.0,0.0,1.0,3.0,0.0,4.0,352.0,2.0,0.0,9.0,49.0,0.91,0.0,73.0,2.0,0.0,5.0,8.0,8.2,1.0,3.6,1.0,1.0,0.5,205.0,0.7,0.0,5.0,3.0,4.0,0.952878396573124,0.047121603426876
547,0,0.0,0.0,1.0,0.0,0.0,0.0,27.0,1.0,0.0,4.0,6.0,0.55,0.0,50.0,2.0,0.0,11.0,1.0,3.3,1.0,3.7,2.0,1.0,0.4,17.0,0.8,0.0,2.0,2.0,0.0,0.9704772832219131,0.029522716778086912
548,0,4.0,0.0,1.0,0.0,0.0,1.0,42.0,1.0,1.0,4.0,7.0,0.4,0.0,85.0,3.0,0.0,19.0,1.0,2.5,0.0,2.7,1.0,1.0,0.4,10.0,0.6,0.0,4.0,2.0,1.0,0.504491802508841,0.49550819749115904
548,1,4.0,0.0,1.0,0.0,0.0,1.0,42.0,1.0,1.0,4.0,7.0,0.4,0.0,85.0,3.0,0.0,19.0,1.0,2.5,0.0,2.7,1.0,1.0,0.4,10.0,0.6,0.0,4.0,2.0,1.0,0.504491802508841,0.49550819749115904
548,2,1.0,0.0,1.0,0.0,0.0,0.0,20.0,1.0,0.0,4.0,6.0,0.2,0.0,57.0,3.0,0.0,15.0,1.0,4.0,1.0,8.3,4.0,1.0,0.0,2.0,0.5,0.0,3.0,2.0,2.0,0.872763240601731,0.12723675939826898
548,3,0.0,0.0,2.0,0.0,0.0,2.0,36.0,1.0,0.0,4.0,9.0,0.49,0.0,61.0,1.0,1.0,7.0,2.0,3.1,0.0,4.1,0.0,1.0,1.1,0.0,0.0,0.0,1.0,0.0,0.0,0.5029343009756857,0.49706569902431424
913,0,5.0,1.0,1.0,1.0,2.0,2.0,79.0,3.0,0.0,5.0,11.0,0.44,0.0,78.0,3.0,0.0,22.0,2.0,3.6,0.0,4.9,1.0,1.0,0.6,115.0,0.9,0.0,3.0,2.0,0.0,0.8658827527927893,0.13411724720721072
