test_idx,best_mean,best_min,best_max,n_changed,n_pool_rows,candidate_id
203,1.993473229903874,1.7735623067340784,2.153557483889092,9,5,4.0
505,0.3102156570198229,0.1940022163539822,0.461403102204812,5,19,0.0
756,0.2247065971285501,0.07644226881488966,0.4394371764374702,3,197,0.0
913,0.3575031116885892,0.24355034007009865,0.4460515100832143,6,9,0.0
914,0.16964731495918384,0.030885174648964803,0.4287358012332439,3,197,0.0
975,0.35050655889336535,0.09617134729431488,0.48787426602788336,2,1554,0.0
1028,0.1914718139953589,0.05919239623289482,0.4312389761217269,3,197,0.0
1169,0.19176473772329358,0.06147065295134158,0.420895472025108,3,197,0.0
1429,0.2013280400598439,0.06798409770706124,0.4353282386530178,3,197,0.0
1712,0.5895115051192205,0.30877812837766966,0.8275161384865571,4,17,0.0
790,1.422462349452008,0.9926808547316357,1.7345091548902734,9,5,1.0
792,2.7678797688059826,2.437577334099153,2.972560823437201,9,6,3.0
793,0.2541964934896346,0.06066225425212639,0.6234310489451823,4,82,0.0
861,0.030915197684148268,0.020987211498837047,0.04047478972339202,7,8,1.0
893,0.0789710837040226,0.029152402893479343,0.1006139863390531,8,15,6.0
962,0.2534661475735962,0.07475755750657032,0.625356416754346,4,82,0.0
990,0.23444864212916003,0.03232759216004968,0.6202765667981365,4,82,0.0
1059,0.10820427342549156,0.0744559313684082,0.13421428364026594,8,6,0.0
1732,0.24222846405508902,0.04540341304551979,0.6215347857727612,4,82,0.0
1866,0.34260627623101264,0.3290491432933661,0.35252999139158603,6,7,0.0
132,0.7010578174023332,0.4785508259931902,0.7924276750658739,9,15,1.0
147,0.8037034422484667,0.6944358286829933,0.8871422970527726,9,14,0.0
148,0.5991482329695118,0.5233377568821702,0.6999178031315179,10,13,2.0
193,1.4187006281757348,1.158203799269683,1.7016306492543627,11,5,0.0
203,0.6794852205628044,0.472641807025181,0.8760555364901803,13,5,5.0
204,0.5288870600536602,0.378286249290768,0.6585306289038504,12,8,2.0
215,1.014187519310011,0.7835622925096543,1.1449271169516428,11,7,4.0
218,0.34328810364031415,0.2321528715453251,0.4426124922658873,10,32,0.0
255,1.6962961950229194,1.5641675562958723,1.8141971261324532,10,38,3.0
855,0.6581674314261297,0.5413129938080262,0.7582689381103282,9,45,0.0
887,0.32766499117721665,0.17621920143513156,0.5205999381416692,6,95,0.0
901,0.38333791470589235,0.2661583467253537,0.47242901372674495,8,20,0.0
1925,0.45791506804673576,0.17613125999901644,0.6445207901052914,3,517,0.0
38,2.3369202613941646,2.133714609637207,2.4985435253476824,8,7,3.0
106,1.1307237767676335,0.8338063544693886,1.37783437204798,11,5,8.0
110,0.24604578103856067,0.17237453384583337,0.3105029137841957,9,8,2.0
123,0.5664868876525119,0.40330075624891304,0.6902553962595246,10,8,0.0
422,0.6745431949199848,0.5776443130783967,0.7616891311315507,7,11,0.0
432,0.7414391031143086,0.43241665839661686,0.9613231237995817,11,5,5.0
695,0.7590409111742601,0.5908608573931472,0.915979527307394,10,15,0.0
860,0.3955141346552706,0.3235704013036636,0.43550754962972155,8,9,4.0
965,0.4963928004776436,0.36570309184775257,0.621801621670331,10,6,0.0
987,0.29163706348464885,0.20533538626131154,0.3811260827451722,8,14,1.0
1143,4.966405102814848,4.823356405523249,5.098573577102183,10,11,0.0
1533,0.19076048001671608,0.11703793859403687,0.25536917443681034,9,18,2.0
1690,1.5269778038951238,1.2456265183528008,1.6569559638466715,11,9,5.0
1735,0.3606234190680761,0.2787746167715899,0.42967957560288894,9,7,4.0
1737,0.9273467698296061,0.7363903134107085,1.1137918512191107,10,18,7.0
1744,0.6114688384740057,0.4549492529871896,0.7156816198426269,9,9,4.0
1761,0.6372455461268977,0.5238000273812013,0.883174725621282,10,6,5.0
1764,0.3711718879983026,0.28003105338078416,0.4260950976789289,11,9,4.0
1861,0.43839143930371777,0.35555404920140266,0.5297824878426222,11,9,4.0
2513,0.8619651643239857,0.47631097776206166,1.0567287799433533,11,8,0.0
2906,0.6325532575839868,0.46511179072614456,0.7554529593447864,11,7,4.0
3523,0.11562532369849639,0.00205705505339512,0.8417442984958288,3,162,2.0
96,0.38495074564567927,0.29337200884951936,0.6613099639663479,6,29,0.0
209,0.14874007168391598,0.07583502901200108,0.24866896898810245,9,57,0.0
213,0.12849820071778242,0.07231479250811784,0.17939097629253278,10,28,7.0
217,0.23082631924055913,0.17887121015099366,0.26063002234630633,12,14,6.0
247,0.12234792630404719,0.04836166085749185,0.24986419786486103,9,47,0.0
336,0.112782925719782,0.0273717487791105,0.27096207916269477,8,43,0.0
339,0.12883044276844963,0.06074701225029696,0.26136856008571313,8,46,0.0
366,11.651851098106166,11.514804180448303,11.776701201708736,7,13,0.0
420,0.37559324930516846,0.2598136092292219,0.455024967093011,10,8,1.0
426,0.674344088487502,0.607221364466967,0.7925284515205002,11,8,1.0
437,1.0726417604213196,0.6749169044134786,1.2337468077769977,13,6,1.0
468,0.2676369291050271,0.22136932129555587,0.29967802883968936,11,13,0.0
475,0.12454735927211061,0.05192316334925961,0.3020137094047505,9,67,0.0
527,0.12782552514359002,0.061193990016479904,0.2886777603492503,8,71,0.0
578,0.2627749607917447,0.18373734780231582,0.3106920774459494,9,17,0.0
625,0.32660116465586764,0.259240281597641,0.41333965541980155,10,39,2.0
628,0.46278393642414273,0.3171933269757664,0.6026137484727264,11,7,1.0
637,0.09952691393397475,0.05839598297157907,0.12394437954277597,10,13,2.0
646,0.5083097551436727,0.3759641142425283,0.6124356336522014,8,18,4.0
738,1.2137427372938459,1.1285234747404667,1.2742855282109677,9,10,0.0
769,0.11534331792296346,0.03964691496441288,0.2299528589412352,9,40,0.0
819,0.9334825701407135,0.7731592366311777,1.0452945033177872,12,8,5.0
828,0.9958384968440139,0.8275754018205728,1.0781884017453094,12,6,7.0
843,0.14787703346012473,0.06769977627859612,0.27459735460902396,9,56,0.0
845,0.3840047309973124,0.3158103721669565,0.5214978163212846,11,7,4.0
884,1.7042643205717425,1.297420523818138,1.980890698594018,13,5,6.0
936,0.5770144939070457,0.26600654569891596,0.7151333669209609,12,8,5.0
950,0.215011008251593,0.14650433223458148,0.3159129415321186,10,39,3.0
966,0.3139061222564249,0.22013366321425076,0.39212701270591244,8,16,0.0
1024,0.09589815096503981,0.0252696017832866,0.5363699934125842,5,316,0.0
1094,0.06465193809925036,0.03728619369752888,0.0801754478107249,10,13,1.0
1159,0.5526876145815565,0.3043794245672579,0.7392512518908152,14,6,8.0
1231,0.29725138501861154,0.21776039551257137,0.3862291739967813,10,31,7.0
1241,0.52442088222546,0.3746424230473137,0.6658611045382317,11,6,1.0
1272,0.10281567343905125,0.009899303286970926,0.45642722713089606,6,163,0.0
1273,0.16825036426549497,0.03767827504536919,0.6102863544184358,6,175,0.0
1296,0.13718313942063787,0.03499800723655234,0.2409139465303602,9,51,0.0
1297,0.108236650678947,0.025588430640619893,0.3560369339033734,7,102,0.0
1328,0.1756186239678318,0.07847695970617223,0.3518656615843273,8,45,0.0
1475,1.1500733501629512,1.0304428868047821,1.3624563772825289,7,20,6.0
1510,0.6242381094698762,0.4733525853089352,0.8848437238169056,14,5,2.0
1566,0.17795296660619922,0.128038260594835,0.2249826473282124,9,11,6.0
1664,0.10636449879939955,0.07103003991099402,0.13984627203336103,9,15,0.0
1859,0.15541465763442316,0.02401826815364802,0.36234466991301406,8,75,0.0
1865,0.2430208119016864,0.058812239382189935,0.4511213418186299,7,31,0.0
1881,0.19210884993234506,0.14476442099620127,0.2857576815157129,9,17,0.0
1957,0.19509253613792568,0.138306717570741,0.25452278858875393,12,11,6.0
1959,0.8495483010365339,0.6600929580370594,1.1613979295525736,14,5,9.0
1996,0.3315556703982196,0.22183653142910637,0.3768258181433943,9,14,3.0
2020,1.227039338695466,1.1644737436173762,1.3097597310316171,10,23,3.0
2144,1.7595274307338997,1.4102136421198683,2.324778540382894,11,5,2.0
247,0.5486927811762788,0.29633971675703424,0.7477687344329389,15,5,8.0
463,1.4148355360210187,1.2364592449779936,1.524133524352171,12,9,3.0
617,0.3571776720664145,0.17203873263792724,0.5015621878760282,9,23,0.0
669,0.1525195463174418,0.02898134291245269,0.48900408091117176,6,195,0.0
671,0.7233510925585619,0.6720117502420233,0.7433172187021435,10,11,0.0
736,0.7948361501331123,0.4163494908028096,0.9487906664288458,12,6,0.0
955,0.1909904241179888,0.041242387792212586,0.3147536960396703,10,30,0.0
1542,2.9498059751775676,2.8886042665213445,3.044959742499829,8,7,0.0
1543,41.24689603524781,41.186677351263,41.34206783385341,8,7,0.0
1668,0.5831510353703567,0.3618498120761223,0.6844631027943596,10,20,0.0
