mean,min,max
0.21251043130190803,0.07395557173820998,0.43358579710838957
0.2255626752828823,0.06480356505095716,0.4440026771260256
0.0773731247671862,0.00762416346530653,0.6592461344592989
0.45694794234459873,0.29383376890238877,0.6312706549977609
0.1015330812563444,0.0011562994082240474,0.584860879997204
0.08295897611288137,0.005166899317054112,0.5811816897850469
0.1266724435823042,0.01737924604365384,0.5896221104154168
0.5706157980458644,0.41563496748994816,0.7660477741026135
0.8037034422484667,0.694435828682993,0.8871422970527725
0.9632019239727082,0.8477980710698481,1.071656100089224
0.4578322426233965,0.32619196429168845,0.559551766188456
0.34328810364031415,0.23215287154532518,0.44261249226588734
0.08825793634618971,0.00403625322403366,0.5009871419334754
0.6703504179997978,0.5401894611551039,0.7707527668658679
0.10718375943244052,0.0025558317943783233,0.7734926876328332
0.09182049529848518,0.00844057307112364,0.4989953384303303
0.07016974478493136,0.0019900874333178154,0.5025274368818932
0.24582966846796436,0.16732379197515904,0.3153867023169144
0.3860485498242466,0.24928253645051535,0.4951823901110806
0.2765443368436374,0.1393689918662213,0.7048726653939699
0.6423954362148933,0.454171107429925,0.8287313654273217
0.784532692439747,0.5276736752786968,1.0418714612689541
0.40833770695946586,0.3448335841686104,0.5175188011194718
0.29163706348464885,0.20533538626131148,0.3811260827451721
0.13780808385442206,0.0,0.6890029410007896
0.6096122739635547,0.46772559873366587,0.7781603115053037
0.37141962283611557,0.2062966176487326,0.5051340992975494
0.02254019294395236,0.0015847911393615294,0.8461109684957191
0.058379608760581556,0.008175639570466343,0.6260785413634751
0.1487400716839159,0.07583502901200108,0.24866896898810237
0.037796435919068665,0.0010736802421072798,0.6011849105513968
0.0598145981973795,0.006474583213211838,0.6267101765635166
0.12234792630404724,0.04836166085749188,0.2498641978648611
0.17995916308131277,0.08687461291937386,0.42534246528850916
0.10891525507216195,0.013602007018470301,0.42596609277495806
0.053599552827789644,0.00395049057603146,0.6257354400336749
0.06838495705835941,0.009180264727334707,0.7824406673687175
0.12454735927211065,0.051923163349259595,0.30201370940475053
0.7013901596112676,0.6412490726493143,0.8467275482411099
0.1478770334601247,0.06769977627859608,0.27459735460902385
0.03953890951463017,0.0006785182114442596,0.5754593443046199
0.27078634791787254,0.11614267675694362,0.4227943440212579
0.31842275003464776,0.25683635823798895,0.3609724913255094
0.10281567343905133,0.009899303286970935,0.45642722713089623
0.16825036426549497,0.03767827504536919,0.6102863544184358
0.07570996020755615,0.010780209524107008,0.76788429186765
0.1640244219032259,0.07829234151102041,0.35553543718875663
0.06472394510898878,0.00518598074525049,0.7675437472722851
0.06898163825765366,0.004821737130587309,0.7690903530289179
0.1209981857795311,0.0625343244855496,0.3361283171380757
0.1554146576344232,0.024018268153648024,0.362344669913014
0.2430208119016864,0.058812239382189935,0.4511213418186299
0.053727029160017634,0.0019116985610933522,0.6257972246701851
0.06704571630691404,0.006497752328284468,0.48878744987197376
0.2173050557128907,0.11194332888082281,0.4553950788814356
0.7233510925585622,0.6720117502420236,0.743317218702144
0.7737037848014425,0.6491824525333104,0.8385525153564086
0.0491047275973368,0.001113920386159046,0.4849334671465107
0.03371169854179991,0.000588051765778952,0.5037769454395196
0.7995396675674603,0.6405732357817628,0.9913661963851855
0.30379586722874363,0.2745970314226389,0.3578034275347615
1.2271879806442825,1.0863098998307987,1.4045520233404056
0.20825807341663213,0.09090182227331528,0.36378922407683806
0.13357590763902236,0.014632880857100045,0.3928839405771932
0.5263862382693715,0.48316689014500946,0.5497732463871973
0.18106585486899615,0.023627728173331686,0.5660027039881703
0.7640100331984009,0.7341701416147444,0.7931129304657877
0.11992200134222847,0.028149985846007853,0.28649105132683
0.5501011659932815,0.3602980746826453,0.7545877229954612
0.10262770992039578,0.006692656803189518,0.6169851171522724
0.03432565462326306,0.021821797252688232,0.04298174328672464
0.06669759475830274,0.002696376393707239,0.5711491024599988
0.055852992356582,0.00106573585146978,0.5475172276353701
0.053668312374989265,0.00857279586733274,0.15439828136139144
0.1619278631038871,0.026616608104779657,0.5641986203359959
0.12781551461226986,0.012264951057656067,0.5270665146491079
0.41350782081747367,0.3593038903121846,0.4858763750318402
0.3908789105964862,0.19409775437195378,0.4748270575697644
0.3060652768860315,0.15711610840534881,0.44497396982625936
0.08330545621540118,0.009765517981301137,0.47815057124855176
0.08281250134332498,0.006764885050573893,0.48273160612463534
0.05769596227598205,0.0013326666853585793,0.4220319537552883
0.1866298722471583,0.18282634593921307,0.19068193759989008
0.08340279491164888,0.01025815120298698,0.46513549249273867
0.30289565718754846,0.21302584957106424,0.39442788802581197
0.2785270320479957,0.18347168106838777,0.37180002731017125
0.2685142941266413,0.14434560417131095,0.3740902072921032
0.6588103147969593,0.6019127538379527,0.7154472593297316
0.8547192974404301,0.8208569802468447,0.894788149084847
0.1593437389256391,0.07626132817969532,0.48716175731325945
0.26735199825888634,0.24774285017756495,0.28701121034412846
0.16221769157645605,0.10813374579569425,0.20441412340775172
0.9190259379717215,0.9153308675433287,0.9214063491773135
0.19236164023987148,0.1712193996847718,0.21333230505715192
0.3281543587901304,0.2772440874925664,0.3872554741531234
0.1729488171475194,0.12198724061059647,0.23211428182432844
0.21216789087483837,0.1159244591916133,0.48310240427724016
0.21414660922209738,0.12413263600120673,0.4827206291101828
0.06708779420064584,0.0005609471249150153,0.5089024276712063
0.07073712243386314,0.0019716619953697727,0.7468768762658357
0.08151855361384261,0.003346503399419163,0.5292955017725949
0.05648345900056471,0.008503084801220157,0.4949883447498424
