test_idx,best_mean,best_min,best_max,n_changed,n_pool_rows,candidate_id
41,1.011340811007713,0.7412534623391986,1.3358876140909546,2,14,0.0
46,3.000330492905405,2.7658122364217514,3.134535954968855,5,12,0.0
56,0.43163298210752915,0.03825136612021856,0.9453551912568305,1,627,0.0
65,0.6669629353648009,0.6007011233026492,1.4270318468191647,2,130,0.0
104,0.5094664280897035,0.10976788850864412,1.041545039816076,2,434,0.0
147,3.058894121270256,2.7534062457049013,3.324565598316431,2,34,0.0
148,0.7109315756797905,0.6288679770151409,1.4616587655515214,2,516,0.0
149,0.3483802934291569,0.09367606757081888,0.7477024108728877,2,84,0.0
154,0.49425658912198966,0.17756335590882666,0.8556671858115409,2,55,0.0
157,0.7797412062054967,0.5663743465823815,1.354182071918504,2,159,0.0
203,1.5269515605238875,1.0662291909923942,1.8012256558521484,2,18,0.0
218,0.14375479678093508,0.03316659852832189,0.5749781932737651,2,434,0.0
225,1.20057637603675,0.9914676796967757,1.4487363074251862,3,27,0.0
230,1.282201193891959,1.0712379081114294,1.5769293712516026,3,27,0.0
246,2.9289796317103907,2.6956908423654355,3.0640108901874106,5,12,0.0
431,0.8056970273698741,0.6147488882640233,1.3645152602427693,2,19,0.0
503,0.7215527722337557,0.6376625065604175,1.4644450612543125,2,516,0.0
725,1.2789070715092787,0.8141069224264896,1.5568595083896417,2,18,0.0
726,33.95715002622132,33.63176303574353,34.28796130928354,6,6,0.0
727,0.706450226846765,0.23782927578390897,0.7898323762300143,2,615,0.0
737,1.2368418224058855,0.35291146480664454,1.359857624012483,2,922,0.0
754,0.5304897664689939,0.45166938011088165,1.2810363400858775,2,130,0.0
756,1.1216787439613527,0.5000000000000001,1.5,1,207,0.0
771,0.7053633576309156,0.6228632914644044,1.455098221283842,2,516,0.0
773,0.6387201699901928,0.3834586466165413,1.3834586466165413,1,1150,0.0
884,0.19909321061361207,0.021037635364659756,0.6377198050369285,2,434,0.0
886,0.6583885079111684,0.16309009274450437,1.0653764641784362,2,84,0.0
913,1.3342467404946434,0.4549914430311234,1.4578693235018765,2,922,0.0
914,1.0028577638615863,0.43065246744833635,1.3509289494110939,2,15,0.0
975,0.09815005138746145,0.0,0.6428571428571428,1,139,0.0
991,0.7280776622595075,0.2586966049771785,1.14002292727633,2,82,0.0
1009,0.28678330949926406,0.0475005613299001,0.6504297235832502,2,184,0.0
1028,0.5257540478689182,0.04999999999999993,0.9499999999999998,1,3004,0.0
1093,0.44044485241806874,0.09777896195467763,0.6008782528218958,2,129,0.0
1103,0.5959923416601034,0.33294222237900745,0.7858215866888826,2,170,0.0
1105,0.6598653447261772,0.5656188775888358,1.3586329911744033,2,565,0.0
1134,0.07847270751159707,0.0,0.5657116961234752,2,434,0.0
1169,0.5647329677245816,0.10318822897000964,0.963200893364678,2,84,0.0
1309,0.6807421358352423,0.17776263782713353,1.1220648516388132,2,700,0.0
1318,0.7985985599737778,0.5728344273172361,1.3623017831245436,2,159,0.0
1366,4.737609187556614,4.1240001710481,4.980793651970376,2,90,0.0
1429,0.5989255146764769,0.30051396262488006,0.8494021873877654,2,66,0.0
1496,0.5387851804244779,0.08966330797754805,0.9364453129934369,2,84,0.0
1583,1.0204793763408384,0.5057884690542269,1.2458152749463913,2,136,0.0
1594,0.42887671514752324,0.0,0.8393679250311913,2,55,0.0
1595,0.3734131425160763,0.15295915834953633,0.6801938326384115,2,395,0.0
1601,0.5162610810482585,0.15364252231931538,0.902404251292203,2,42,0.0
1712,1.848848744805257,1.4401226938531162,2.1861828644406325,2,133,0.0
1721,2.1012100306704107,0.7955741004460408,2.6280496181365285,2,23,0.0
1722,0.6208500635272076,0.15345306891979435,1.0185673169555578,2,84,0.0
1735,0.3340133611950147,0.0,0.7194582214553069,2,55,0.0
