test_idx,best_mean,best_min,best_max,n_changed,n_pool_rows,candidate_id
40,0.19146175126871542,0.05940955657160682,0.42942502177137,3,197,0.0
282,0.19146175126871542,0.05940955657160682,0.42942502177137,3,197,0.0
287,0.21366421513278766,0.0775459881069471,0.45640669013557456,3,197,0.0
379,0.33088141908463675,0.08808758920491452,0.5159740431144083,2,1554,0.0
389,0.2255026244323923,0.06448659060559438,0.43612462545179825,3,197,0.0
502,0.5078836044249758,0.22324579821949417,0.7072781826971212,4,12,0.0
505,0.3102156570198229,0.1940022163539822,0.461403102204812,5,19,0.0
695,0.21251043130190803,0.07395557173821,0.43358579710838957,3,197,0.0
729,0.2255321196102596,0.06456883872403567,0.4348763951545202,3,197,0.0
757,0.21244227820433204,0.07395887637961114,0.4379531067199331,3,197,0.0
816,0.21160836218905424,0.05512534564278965,0.42933033844409957,3,197,0.0
913,0.3575031116885892,0.24355034007009865,0.4460515100832143,6,9,0.0
914,0.16964731495918384,0.030885174648964803,0.4287358012332439,3,197,0.0
983,0.2961296990016172,0.0758269093220493,0.5723841575914282,2,1554,0.0
1011,0.20160521377893714,0.0700745671975623,0.42459100053477655,3,197,0.0
1169,0.19176473772329358,0.06147065295134158,0.420895472025108,3,197,0.0
1335,0.19163067288273167,0.06077621161383279,0.4231025157777708,3,197,0.0
1429,0.2013280400598439,0.06798409770706124,0.4353282386530178,3,197,0.0
1506,0.18335634769795292,0.0580657169783703,0.42072285822911687,3,197,0.0
16,0.22343098291761804,0.018151310654470332,0.674680399967016,3,115,0.0
207,0.0773731247671862,0.00762416346530653,0.6592461344592989,2,199,0.0
790,1.422462349452008,0.9926808547316357,1.7345091548902734,9,5,1.0
792,2.7678797688059826,2.437577334099153,2.972560823437201,9,6,4.0
793,0.2541964934896346,0.06066225425212639,0.6234310489451823,4,82,0.0
861,0.030915197684148268,0.020987211498837047,0.04047478972339202,7,8,1.0
962,0.2534661475735962,0.07475755750657032,0.625356416754346,4,82,0.0
1059,0.10820427342549156,0.0744559313684082,0.13421428364026594,8,6,0.0
1112,0.3654647787356313,0.2770983298867071,0.440223789424871,7,5,0.0
1671,0.19612883857342245,0.07638481344905486,0.23224501168466097,8,8,0.0
1727,0.24231939725449228,0.04662313551598611,0.6173681945717551,4,82,0.0
1732,0.24222846405508902,0.04540341304551979,0.6215347857727612,4,82,0.0
1866,0.34260627623101264,0.3290491432933661,0.35252999139158603,6,7,0.0
13,0.2596050915651638,0.20675222252089018,0.32664884542966943,6,23,0.0
132,0.7010578174023332,0.4785508259931902,0.7924276750658739,9,15,1.0
147,0.8037034422484667,0.6944358286829933,0.8871422970527726,9,14,0.0
148,0.5991482329695118,0.5233377568821702,0.6999178031315179,10,13,2.0
193,1.4187006281757348,1.158203799269683,1.7016306492543627,11,5,0.0
203,0.6794852205628044,0.472641807025181,0.8760555364901803,13,5,5.0
204,0.5288870600536602,0.378286249290768,0.6585306289038504,12,8,2.0
206,1.9649365444725508,1.4972498764902313,2.2343259371198316,9,5,4.0
215,1.014187519310011,0.7835622925096543,1.1449271169516428,11,7,4.0
255,1.6962961950229194,1.5641675562958723,1.8141971261324532,10,38,3.0
855,0.6581674314261297,0.5413129938080262,0.7582689381103282,9,45,0.0
900,0.5213272474091556,0.41468929182874376,0.6209222708689318,8,30,1.0
901,0.38333791470589235,0.2661583467253537,0.47242901372674495,8,20,0.0
1037,0.40541101017307835,0.32772296541466817,0.4918056014375268,12,10,0.0
1072,0.23162767417763425,0.062397364940598124,0.5547814709522843,4,389,0.0
1229,0.24947750034223443,0.1450592323840552,0.36846423763774583,8,112,0.0
1925,0.45791506804673576,0.17613125999901644,0.6445207901052914,3,517,0.0
2004,0.25773352657499193,0.17109717650482417,0.49417173773102274,8,87,0.0
2049,1.8176710397770115,1.2478975728453552,2.055538573533129,10,5,0.0
38,2.3369202613941646,2.133714609637207,2.4985435253476824,8,7,3.0
52,0.43613082788312674,0.34814627709920687,0.5838181435648772,10,7,5.0
106,1.1307237767676335,0.8338063544693886,1.37783437204798,11,5,9.0
110,0.24604578103856067,0.17237453384583337,0.3105029137841957,9,8,2.0
123,0.5664868876525119,0.40330075624891304,0.6902553962595246,10,8,0.0
432,0.7414391031143086,0.43241665839661686,0.9613231237995817,11,5,5.0
433,0.5221534833908164,0.30411040688078667,0.7125906218284627,10,5,1.0
695,0.7590409111742601,0.5908608573931472,0.915979527307394,10,15,0.0
799,0.32537658951402615,0.11761783986386289,0.5710322316698134,8,41,1.0
987,0.29163706348464885,0.20533538626131154,0.3811260827451722,8,14,1.0
1690,1.5269778038951238,1.2456265183528008,1.6569559638466715,11,9,5.0
1735,0.3606234190680761,0.2787746167715899,0.42967957560288894,9,7,4.0
1737,0.9273467698296061,0.7363903134107085,1.1137918512191107,10,18,7.0
1764,0.3711718879983026,0.28003105338078416,0.4260950976789289,11,9,4.0
1771,0.8717294255334047,0.6318209199484877,1.089976546402592,9,6,4.0
1893,1.0099470074288486,0.5890200564756144,1.208114027125401,12,5,4.0
2513,0.4627857221508611,0.3071646963328384,0.6075305325044393,10,8,0.0
3523,0.055609111790393115,0.0,0.7511186908528595,2,296,0.0
202,1.423685007532576,1.2392010664721658,1.5757617574773546,8,6,9.0
212,0.7752102755684951,0.6517934652813084,0.9192248848032146,8,11,0.0
196,0.10140632877907713,0.007665366278478613,0.5174017243123306,4,77,0.0
208,0.058379608760581556,0.008175639570466343,0.6260785413634751,4,309,0.0
214,0.16124055134035384,0.03837906767512713,0.37247606380309944,8,75,0.0
217,0.21480882457505474,0.11365153210923082,0.26880921896373194,11,22,7.0
247,0.12234792630404719,0.04836166085749185,0.24986419786486103,9,47,0.0
327,0.10891525507216192,0.013602007018470296,0.4259660927749579,7,153,0.0
339,0.12883044276844963,0.06074701225029696,0.26136856008571313,8,46,0.0
366,11.651851098106166,11.514804180448303,11.776701201708736,7,13,0.0
437,1.0726417604213196,0.6749169044134786,1.2337468077769977,13,6,2.0
475,0.12454735927211061,0.05192316334925961,0.3020137094047505,9,67,0.0
535,0.14097426176810735,0.061872958579546576,0.46639391120643053,6,163,0.0
578,0.2627749607917447,0.18373734780231582,0.3106920774459494,9,17,0.0
625,0.32660116465586764,0.259240281597641,0.41333965541980155,10,39,2.0
628,0.19385326745569195,0.09345334676349765,0.28675915509251154,9,25,0.0
646,0.5083097551436727,0.3759641142425283,0.6124356336522014,8,18,3.0
738,1.2137427372938459,1.1285234747404667,1.2742855282109677,9,10,0.0
769,0.11534331792296346,0.03964691496441288,0.2299528589412352,9,40,0.0
779,0.11368116735538952,0.01984696273721028,0.37327533889090597,7,127,0.0
819,0.9334825701407135,0.7731592366311777,1.0452945033177872,12,8,7.0
