test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,AvgLineBlank,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Min,CountOutput_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE,proba0,proba1,num_features_changed
11,0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,51.0,1.0,1.0,3.0,14.0,0.0,2.0,0.0,9.0,1.0,1.0,1.0,0.0,0.4,0.0,3.0,3.0,3.0,0.8707166,0.12928343,1
11,1,1.0,0.0,1.0,1.0,3.0,2.0,2.0,26.0,1.0,1.0,3.0,9.0,0.0,2.0,0.0,9.0,1.0,1.0,1.0,0.0,0.4,0.0,3.0,3.0,3.0,0.6239474,0.37605265,1
11,2,1.0,0.0,1.0,1.0,3.0,2.0,2.0,16.0,1.0,1.0,3.0,14.0,0.0,2.0,0.0,9.0,1.0,1.0,1.0,0.0,0.4,0.0,3.0,0.0,3.0,0.99898165,0.0010183471,3
11,3,1.0,0.0,1.0,1.0,3.0,2.0,0.0,16.0,1.0,1.0,3.0,14.0,0.0,2.0,0.0,9.0,1.0,1.0,1.0,0.0,0.4,0.0,3.0,0.0,3.0,0.9993472,0.0006528044,4
11,4,1.0,0.0,1.0,1.0,3.0,2.0,2.0,51.0,1.0,1.0,3.0,9.0,0.0,2.0,0.0,9.0,1.0,1.0,1.0,0.0,0.4,0.0,3.0,2.0,3.0,0.58828807,0.41171196,1
11,5,1.0,0.0,1.0,1.0,3.0,2.0,2.0,16.0,1.0,1.0,3.0,9.0,0.0,2.0,0.0,9.0,1.0,1.0,1.0,0.0,0.4,0.0,3.0,0.0,3.0,0.98842424,0.011575742,2
11,6,1.0,29.0,1.0,1.0,3.0,2.0,2.0,16.0,1.0,1.0,3.0,9.0,0.0,2.0,0.0,9.0,1.0,1.0,1.0,0.0,0.4,0.0,3.0,0.0,3.0,0.99498427,0.0050157476,3
11,7,1.0,0.0,1.0,1.0,3.0,2.0,2.0,51.0,26.0,1.0,3.0,9.0,0.0,2.0,0.0,9.0,1.0,1.0,1.0,0.0,0.4,0.0,3.0,3.0,3.0,0.58514935,0.41485065,1
11,8,1.0,0.0,1.0,1.0,3.0,2.0,2.0,51.0,26.0,1.0,3.0,14.0,0.0,2.0,0.0,7.0,1.0,1.0,1.0,0.0,0.4,0.0,3.0,3.0,3.0,0.9845245,0.015475521,3
11,9,1.0,29.0,1.0,1.0,3.0,2.0,2.0,51.0,1.0,1.0,3.0,9.0,0.0,2.0,0.0,9.0,1.0,1.0,1.0,0.0,0.4,0.0,3.0,3.0,3.0,0.6201243,0.37987572,1
11,10,1.0,29.0,1.0,1.0,3.0,2.0,0.0,51.0,26.0,1.0,3.0,14.0,0.0,2.0,0.0,7.0,1.0,1.0,1.0,0.0,0.4,0.0,3.0,3.0,3.0,0.9940885,0.005911509,5
11,11,1.0,0.0,1.0,1.0,3.0,2.0,2.0,16.0,1.0,1.0,3.0,14.0,0.0,2.0,0.0,3.0,1.0,1.0,1.0,0.0,0.4,0.0,3.0,3.0,3.0,0.9956458,0.004354172,3
11,12,1.0,0.0,1.0,1.0,3.0,2.0,0.0,16.0,1.0,1.0,3.0,14.0,0.0,2.0,0.0,3.0,1.0,1.0,1.0,0.0,0.4,0.0,3.0,3.0,3.0,0.9971058,0.0028941967,4
11,13,1.0,0.0,1.0,1.0,3.0,2.0,0.0,16.0,1.0,1.0,3.0,14.0,0.0,2.0,0.0,3.0,2.0,1.0,1.0,0.0,0.4,0.0,3.0,3.0,3.0,0.99744517,0.0025548562,5
11,14,1.0,0.0,1.0,1.0,3.0,2.0,0.0,16.0,1.0,1.0,3.0,9.0,0.0,2.0,0.0,9.0,1.0,1.0,1.0,0.0,0.4,0.0,3.0,0.0,3.0,0.9986058,0.0013942225,3
11,15,1.0,0.0,1.0,1.0,3.0,2.0,0.0,16.0,1.0,1.0,3.0,9.0,0.0,2.0,0.0,3.0,1.0,1.0,1.0,0.0,0.4,0.0,3.0,0.0,3.0,0.9996313,0.00036870752,4
11,16,1.0,0.0,1.0,0.0,3.0,2.0,0.0,16.0,1.0,1.0,3.0,9.0,0.0,2.0,0.0,3.0,1.0,1.0,1.0,0.0,0.4,0.0,3.0,0.0,3.0,0.99977386,0.00022611271,5
11,17,1.0,0.0,1.0,1.0,3.0,2.0,2.0,16.0,1.0,1.0,3.0,9.0,0.0,2.0,0.0,9.0,1.0,1.0,1.0,0.0,0.4,0.0,3.0,3.0,3.0,0.83358747,0.16641252,1
11,18,1.0,0.0,1.0,1.0,3.0,2.0,2.0,16.0,1.0,1.0,3.0,9.0,0.0,2.0,0.0,9.0,1.0,1.0,1.0,0.0,0.4,0.0,1.0,3.0,3.0,0.94863313,0.051366847,2
11,19,1.0,29.0,1.0,1.0,3.0,2.0,2.0,16.0,1.0,1.0,3.0,9.0,0.0,2.0,0.0,9.0,1.0,1.0,1.0,0.0,0.4,0.0,1.0,3.0,3.0,0.9772232,0.022776805,3
1516,0,17.0,7.0,1.0,1.0,0.0,2.0,1.0,418.0,3.0,2.0,32.0,151.0,0.0,3.0,19.0,14.0,2.0,0.0,0.0,0.0,0.75,0.0,1.0,2.0,1.0,0.71639156,0.28360844,1
1516,1,17.0,7.0,1.0,1.0,0.0,2.0,1.0,418.0,0.0,2.0,32.0,151.0,0.0,3.0,0.0,14.0,2.0,0.0,0.0,0.0,0.75,0.0,1.0,2.0,1.0,0.9521381,0.047861855,2
1516,2,17.0,7.0,1.0,1.0,0.0,2.0,1.0,418.0,0.0,2.0,32.0,151.0,0.0,7.0,0.0,14.0,2.0,0.0,0.0,0.0,0.75,0.0,1.0,2.0,1.0,0.98157346,0.018426511,3
1516,3,17.0,7.0,1.0,1.0,0.0,2.0,2.0,418.0,0.0,2.0,32.0,151.0,0.0,7.0,0.0,14.0,2.0,0.0,0.0,0.0,0.75,0.0,1.0,2.0,1.0,0.98903203,0.010967959,4
1516,4,17.0,7.0,1.0,1.0,0.0,2.0,2.0,418.0,2.0,2.0,32.0,151.0,0.0,7.0,0.0,14.0,2.0,0.0,0.0,0.0,0.75,0.0,1.0,2.0,1.0,0.9905371,0.009462873,4
1516,5,17.0,7.0,1.0,1.0,0.0,2.0,2.0,418.0,2.0,2.0,32.0,151.0,0.0,7.0,0.0,14.0,2.0,0.0,0.0,0.0,0.75,0.0,1.0,2.0,5.0,0.9906159,0.0093840845,5
1516,6,17.0,7.0,1.0,1.0,0.0,2.0,1.0,418.0,0.0,2.0,32.0,151.0,0.0,7.0,19.0,14.0,2.0,0.0,0.0,0.0,0.75,0.0,1.0,2.0,1.0,0.93282604,0.06717394,2
1516,7,17.0,7.0,1.0,1.0,0.0,2.0,1.0,418.0,0.0,2.0,32.0,151.0,0.0,7.0,19.0,14.0,2.0,0.0,2.0,0.0,0.75,0.0,1.0,2.0,1.0,0.95936203,0.040637966,3
1516,8,17.0,7.0,1.0,1.0,0.0,2.0,2.0,418.0,0.0,2.0,32.0,151.0,0.0,7.0,19.0,14.0,2.0,0.0,2.0,0.0,0.75,0.0,1.0,2.0,1.0,0.9751062,0.024893824,4
1516,9,17.0,7.0,1.0,1.0,0.0,2.0,2.0,418.0,2.0,2.0,32.0,151.0,0.0,7.0,19.0,14.0,2.0,0.0,2.0,0.0,0.75,0.0,1.0,2.0,1.0,0.9784807,0.021519322,4
1516,10,0.0,7.0,1.0,1.0,0.0,2.0,2.0,418.0,2.0,2.0,32.0,151.0,0.0,7.0,19.0,14.0,2.0,0.0,2.0,0.0,0.75,0.0,1.0,2.0,1.0,0.9805792,0.019420795,5
1516,11,17.0,7.0,1.0,1.0,0.0,2.0,2.0,418.0,0.0,2.0,32.0,151.0,0.0,3.0,19.0,14.0,2.0,0.0,0.0,0.0,0.75,0.0,1.0,2.0,1.0,0.9002765,0.09972353,2
1516,12,17.0,7.0,1.0,1.0,0.0,2.0,2.0,418.0,0.0,2.0,32.0,151.0,0.0,3.0,19.0,14.0,2.0,0.0,0.0,0.0,0.75,0.0,1.0,2.0,5.0,0.94111896,0.058881044,3
1516,13,17.0,7.0,1.0,1.0,0.0,2.0,1.0,16.0,26.0,2.0,32.0,151.0,0.0,3.0,19.0,14.0,2.0,0.0,0.0,0.0,0.75,0.0,1.0,2.0,1.0,0.56721425,0.43278575,1
1516,14,17.0,7.0,1.0,1.0,0.0,2.0,2.0,16.0,2.0,2.0,32.0,151.0,0.0,3.0,19.0,14.0,2.0,0.0,0.0,0.0,0.75,0.0,1.0,2.0,5.0,0.9692579,0.030742092,4
1516,15,17.0,7.0,1.0,19.0,0.0,2.0,2.0,16.0,2.0,2.0,32.0,151.0,0.0,3.0,19.0,14.0,2.0,0.0,0.0,0.0,0.75,0.0,1.0,2.0,5.0,0.973197,0.02680303,5
1516,16,17.0,7.0,1.0,1.0,0.0,2.0,1.0,418.0,26.0,2.0,32.0,6.0,0.0,3.0,19.0,14.0,2.0,0.0,0.0,0.0,0.75,0.0,1.0,2.0,1.0,0.5347277,0.46527228,1
1516,17,17.0,7.0,1.0,1.0,0.0,2.0,1.0,418.0,26.0,2.0,32.0,151.0,0.0,3.0,1.0,14.0,2.0,0.0,0.0,0.0,0.75,0.0,1.0,2.0,1.0,0.66690385,0.33309618,1
1516,18,17.0,7.0,1.0,1.0,0.0,2.0,1.0,418.0,26.0,2.0,32.0,151.0,0.0,7.0,0.0,14.0,2.0,0.0,0.0,0.0,0.75,0.0,1.0,2.0,1.0,0.9022243,0.09777573,2
1516,19,17.0,7.0,1.0,1.0,0.0,2.0,1.0,418.0,26.0,2.0,32.0,151.0,0.0,7.0,0.0,14.0,0.0,0.0,0.0,0.0,0.75,0.0,1.0,2.0,1.0,0.9079914,0.09200856,3
38,0,0.0,114.0,1.0,0.0,0.0,6.0,1.0,768.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,40.0,2.0,0.0,0.0,0.0,0.375,0.0,3.0,1.0,9.0,0.52464634,0.47535366,1
38,1,0.0,114.0,1.0,0.0,0.0,6.0,1.0,768.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,40.0,2.0,0.0,2.0,0.0,0.375,0.0,3.0,0.0,9.0,0.83267856,0.16732143,2
38,2,0.0,114.0,1.0,0.0,0.0,6.0,1.0,26.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,40.0,2.0,0.0,2.0,0.0,0.375,0.0,3.0,0.0,9.0,0.9154798,0.08452022,3
38,3,0.0,114.0,1.0,0.0,0.0,6.0,1.0,26.0,1.0,0.0,0.0,9.0,0.0,2.0,1.0,40.0,2.0,0.0,2.0,0.0,0.375,0.0,3.0,0.0,9.0,0.9479899,0.052010097,4
38,4,0.0,114.0,1.0,0.0,1.0,6.0,1.0,26.0,1.0,0.0,0.0,9.0,0.0,2.0,1.0,40.0,2.0,0.0,2.0,0.0,0.375,0.0,3.0,0.0,9.0,0.9536866,0.04631339,5
38,5,0.0,114.0,1.0,0.0,0.0,6.0,1.0,768.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.375,0.0,3.0,0.0,9.0,0.8924076,0.107592404,2
38,6,0.0,114.0,1.0,0.0,0.0,6.0,1.0,26.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,9.0,2.0,0.0,0.0,0.0,0.375,0.0,3.0,4.0,9.0,0.77994484,0.22005518,2
38,7,0.0,114.0,1.0,0.0,0.0,6.0,1.0,26.0,1.0,0.0,0.0,9.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.375,0.0,3.0,0.0,9.0,0.999837,0.00016301937,4
38,8,0.0,114.0,1.0,0.0,0.0,3.0,1.0,26.0,1.0,0.0,0.0,9.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.375,0.0,3.0,0.0,9.0,0.9999109,8.9132074e-05,5
38,9,0.0,114.0,1.0,0.0,0.0,6.0,1.0,768.0,1.0,0.0,0.0,4.0,0.0,2.0,1.0,40.0,2.0,0.0,0.0,0.0,0.375,0.0,3.0,0.0,9.0,0.79885507,0.20114493,2
38,10,0.0,114.0,1.0,0.0,0.0,6.0,1.0,16.0,1.0,0.0,0.0,4.0,0.0,2.0,1.0,40.0,2.0,0.0,0.0,0.0,0.375,0.0,3.0,0.0,9.0,0.9534124,0.046587564,3
38,11,0.0,114.0,0.0,0.0,0.0,6.0,1.0,26.0,1.0,0.0,0.0,9.0,0.0,2.0,1.0,40.0,2.0,0.0,2.0,0.0,0.375,0.0,3.0,0.0,9.0,0.9509466,0.049053345,5
38,12,0.0,114.0,1.0,0.0,0.0,6.0,1.0,26.0,1.0,0.0,0.0,9.0,0.0,2.0,1.0,40.0,2.0,1.0,2.0,0.0,0.375,0.0,3.0,0.0,9.0,0.9543905,0.045609485,5
38,13,0.0,114.0,1.0,0.0,0.0,6.0,1.0,16.0,1.0,0.0,0.0,9.0,0.0,2.0,1.0,40.0,2.0,1.0,2.0,0.0,0.375,0.0,3.0,0.0,9.0,0.96327144,0.036728583,5
38,14,0.0,114.0,1.0,0.0,0.0,6.0,1.0,16.0,1.0,0.0,0.0,4.0,0.0,2.0,1.0,40.0,2.0,1.0,2.0,0.0,0.375,0.0,3.0,0.0,9.0,0.97520036,0.024799658,5
38,15,0.0,114.0,1.0,0.0,0.0,6.0,1.0,16.0,1.0,0.0,0.0,4.0,0.0,2.0,1.0,40.0,2.0,1.0,1.0,0.0,0.375,0.0,3.0,0.0,9.0,0.9818381,0.01816191,5
38,16,0.0,114.0,1.0,0.0,0.0,6.0,1.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0,2.0,0.0,2.0,0.0,0.375,0.0,3.0,0.0,9.0,0.9499022,0.050097793,4
38,17,0.0,114.0,1.0,0.0,0.0,6.0,1.0,26.0,1.0,0.0,0.0,9.0,0.0,0.0,1.0,40.0,2.0,0.0,2.0,0.0,0.375,0.0,3.0,0.0,9.0,0.96961147,0.030388532,5
38,18,0.0,114.0,1.0,0.0,0.0,3.0,1.0,768.0,1.0,0.0,0.0,4.0,0.0,2.0,1.0,40.0,2.0,0.0,0.0,0.0,0.375,0.0,3.0,0.0,9.0,0.87846553,0.12153449,3
38,19,0.0,114.0,1.0,0.0,0.0,3.0,1.0,768.0,1.0,0.0,0.0,4.0,0.0,5.0,1.0,40.0,2.0,0.0,0.0,0.0,0.375,0.0,3.0,0.0,9.0,0.92209816,0.077901825,4
76,0,0.0,0.0,3.0,0.0,1.0,6.0,5.0,44.0,1.0,1.0,1.0,3.0,3.0,5.0,1.0,9.0,1.0,1.0,2.0,0.0,1.0,0.0,3.0,1.0,3.0,0.6764787,0.32352132,1
76,1,0.0,0.0,3.0,0.0,1.0,6.0,5.0,22.0,1.0,1.0,1.0,3.0,3.0,5.0,1.0,10.0,1.0,1.0,2.0,0.0,1.0,0.0,3.0,1.0,3.0,0.5119364,0.48806354,1
76,2,0.0,0.0,3.0,0.0,1.0,3.0,5.0,20.0,1.0,1.0,1.0,3.0,3.0,5.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,3.0,1.0,3.0,0.9958,0.004199978,3
76,3,0.0,0.0,3.0,0.0,1.0,3.0,5.0,20.0,1.0,1.0,1.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,3.0,1.0,3.0,0.9974686,0.0025314027,4
76,4,0.0,0.0,3.0,0.0,1.0,3.0,5.0,20.0,1.0,1.0,1.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,3.0,0.9987547,0.0012453194,5
76,5,0.0,0.0,3.0,0.0,1.0,3.0,5.0,26.0,1.0,1.0,1.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,3.0,0.9993353,0.00066468195,5
76,6,0.0,0.0,3.0,0.0,1.0,6.0,5.0,44.0,1.0,1.0,1.0,3.0,3.0,5.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,3.0,0.97173846,0.02826152,2
76,7,0.0,0.0,3.0,0.0,1.0,6.0,5.0,44.0,1.0,1.0,1.0,0.0,3.0,5.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,3.0,0.99227303,0.0077269413,3
76,8,1.0,0.0,3.0,0.0,1.0,6.0,5.0,44.0,1.0,1.0,1.0,0.0,3.0,5.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,3.0,0.9944427,0.0055572907,4
76,9,0.0,0.0,3.0,0.0,1.0,6.0,5.0,20.0,1.0,1.0,1.0,3.0,2.0,5.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,3.0,1.0,3.0,0.99755067,0.0024493542,3
76,10,0.0,0.0,3.0,0.0,0.0,6.0,5.0,20.0,1.0,1.0,1.0,3.0,2.0,5.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,3.0,1.0,3.0,0.99916726,0.0008327382,4
76,11,0.0,0.0,3.0,0.0,0.0,3.0,5.0,20.0,1.0,1.0,1.0,3.0,2.0,5.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,3.0,1.0,3.0,0.99956864,0.0004313594,5
76,12,0.0,0.0,3.0,0.0,1.0,6.0,0.0,20.0,1.0,1.0,1.0,3.0,3.0,5.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,3.0,1.0,3.0,0.99509597,0.004904056,3
76,13,0.0,0.0,3.0,0.0,1.0,6.0,0.0,20.0,1.0,1.0,1.0,14.0,3.0,5.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,3.0,1.0,3.0,0.9977548,0.002245205,4
76,14,0.0,0.0,3.0,0.0,1.0,6.0,0.0,20.0,1.0,1.0,1.0,14.0,3.0,5.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,6.0,1.0,3.0,0.9978436,0.0021563976,5
76,15,0.0,0.0,3.0,0.0,1.0,6.0,5.0,44.0,1.0,1.0,1.0,3.0,3.0,5.0,1.0,10.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,3.0,0.5735768,0.42642322,1
76,16,0.0,0.0,3.0,0.0,1.0,1.0,5.0,44.0,1.0,1.0,1.0,3.0,3.0,5.0,1.0,10.0,1.0,1.0,2.0,0.0,1.0,0.0,3.0,1.0,3.0,0.5238552,0.47614476,1
76,17,0.0,0.0,3.0,0.0,0.0,0.0,5.0,44.0,1.0,1.0,1.0,3.0,3.0,5.0,1.0,10.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,3.0,0.95914537,0.040854637,3
76,18,0.0,0.0,3.0,0.0,0.0,0.0,5.0,26.0,1.0,1.0,1.0,3.0,3.0,5.0,1.0,10.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,3.0,0.97847265,0.021527337,4
76,19,0.0,0.0,0.0,0.0,0.0,0.0,5.0,26.0,1.0,1.0,1.0,3.0,3.0,5.0,1.0,10.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,3.0,0.9791064,0.020893564,5
