test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,MaxNesting_Min,OWN_LINE,OWN_COMMIT,MAJOR_LINE,proba0,proba1,num_features_changed
2122,0,10.0,10.0,1.0,13.0,1.0,1.0,3.0,17.0,0.0,37.0,28.0,0.06,1.0,93.0,3.0,2.0,32.0,2.0,4.86538461538461,1.0,7.98076923076923,0.0,0.0,0.981990521327014,0.933333333333333,1.0,0.51,0.49,2
181,0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,13.0,29.0,12.0,1.0,0.04,0.0,75.0,3.0,6.0,22.0,2.0,3.73913043478261,0.0,3.41304347826087,0.0,0.0,0.472118959107807,0.0,1.0,0.5,0.5,4
199,0,1.0,0.0,1.0,6.0,0.0,1.0,1.0,1.0,9.0,43.0,86.0,0.4,0.0,97.0,1.0,2.0,29.0,2.0,3.0,0.0,2.01052631578947,0.0,0.0,0.578005115089514,0.0,0.0,0.5,0.5,3
204,0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,8.0,0.0,3.0,0.12,0.0,82.0,2.0,2.0,1.0,2.0,3.53333333333333,0.0,3.96666666666667,0.0,0.0,0.636075949367089,1.0,2.0,0.5,0.5,3
255,0,0.0,7.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,53.0,114.0,0.34,0.0,98.0,2.0,5.0,31.0,1.0,4.07017543859649,1.0,2.23684210526316,1.0,0.0,0.869565217391304,0.666666666666667,0.0,0.5,0.5,4
271,0,1.0,3.0,2.0,1.0,0.0,2.0,3.0,4.0,11.0,14.0,34.0,0.19,2.0,89.0,2.0,2.0,27.0,2.0,4.14893617021277,0.0,5.36170212765957,0.0,0.0,0.347517730496454,0.5,0.0,0.5,0.5,3
286,0,4.0,4.0,1.0,1.0,0.0,1.0,3.0,7.0,0.0,10.0,38.0,0.13,1.0,86.0,2.0,1.0,43.0,2.0,3.36170212765957,0.0,6.04255319148936,0.0,0.0,0.329113924050633,0.5,0.0,0.5,0.5,3
287,0,2.0,0.0,2.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,0.11,0.0,84.0,2.0,1.0,27.0,2.0,3.88888888888889,0.0,8.88888888888889,1.0,0.0,0.440318302387268,1.0,0.0,0.5,0.5,4
2154,0,0.0,0.0,1.0,2.0,0.0,1.0,5.0,1.0,1.0,2.0,4.0,0.1,4.0,71.0,2.0,0.0,26.0,2.0,9.75,1.0,14.25,2.0,0.0,0.55448717948718,0.666666666666667,0.0,0.5,0.5,4
901,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,34.0,0.13,0.0,0.0,1.0,4.0,1.0,2.0,3.23529411764706,1.0,1.38235294117647,1.0,0.0,0.280193236714976,1.0,2.0,0.5,0.5,3
2190,0,0.0,6.0,1.0,6.0,17.0,1.0,3.0,2.0,10.0,0.0,3.0,0.16,2.0,89.0,1.0,0.0,1.0,1.0,5.52631578947368,2.0,5.05263157894737,1.0,0.0,0.498614958448753,1.0,1.0,0.51,0.49,1
816,0,1.0,3.0,1.0,3.0,0.0,0.0,3.0,4.0,0.0,12.0,43.0,0.12,0.0,87.0,2.0,2.0,29.0,2.0,3.08163265306122,1.0,5.3265306122449,1.0,0.0,0.321789321789322,1.0,0.0,0.5,0.5,4
1004,0,1.0,4.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,20.0,38.0,0.35,0.0,93.0,4.0,10.0,16.0,2.0,4.18181818181818,0.0,2.38636363636364,0.0,0.0,0.339544513457557,1.0,0.0,0.5,0.5,5
1066,0,0.0,0.0,1.0,4.0,4.0,4.0,2.0,1.0,0.0,0.0,8.0,0.56,0.0,89.0,1.0,0.0,1.0,1.0,8.125,1.0,3.5,1.0,0.0,0.440217391304348,1.0,2.0,0.56,0.44,2
849,0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,10.0,0.17,0.0,73.0,3.0,1.0,1.0,1.0,4.2,1.0,4.5,1.0,0.0,0.194690265486726,0.666666666666667,0.0,0.52,0.48,2
856,0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,4.0,0.15,0.0,77.0,1.0,0.0,1.0,1.0,8.73333333333333,2.0,3.86666666666667,1.0,0.0,0.614107883817427,1.0,4.0,0.5,0.5,3
2282,0,1.0,14.0,1.0,1.0,0.0,0.0,2.0,12.0,0.0,7.0,40.0,0.11,0.0,73.0,1.0,3.0,20.0,2.0,3.03571428571429,0.0,3.19642857142857,0.0,0.0,0.806451612903226,1.0,1.0,0.5,0.5,2
